"","k_1","k_2","k_3","f_1","f_2","f_3","s_1_NR_A_FPKM","s_2_NR_B_FPKM","s_3_CR_A_FPKM","s_4_CR_B_FPKM"
"FUR1",16.0266257104906,15.52756332789,11.7141883891429,15.8797008910127,15.2370286538446,11.5871560050636,133.258,122.195,136.014,71.7851
"FUR4",22.7465723873077,23.9383967909249,4.6696101830092,38.3103077229311,34.7282850585427,34.3638579918697,15.0804,11.3552,9.66652,8.57625
"FUS1",25.4336400853506,23.6345553445421,8.9392358013352,21.5459910468995,27.6886981650589,21.0617823229211,20.7914,14.2606,18.2095,13.0327
"FUS2",0.367720500448568,0.575293378418202,0.586610862755417,0.815087212941166,0.953625503614241,0.835029056760772,11.5504,12.4224,5.92979,6.43206
"FUS3",16.720411469511,17.0683194396192,21.2062224478165,23.5067100339864,22.169154752458,17.2245536520312,61.6812,45.5061,45.4921,37.3782
"FYV10",123.371166761347,110.415824441644,150.970608476611,90.1101966450884,92.3052344502711,87.2464416147979,61.5192,59.8775,96.2829,158.63
"FYV4",326.088411122783,300.774944982211,211.199231505287,245.089119975221,247.935371399912,234.465555594847,87.7217,69.3967,92.2458,50.0424
"FYV6",70.4345383522665,70.0273613898139,109.132182428767,90.3485179815583,110.392364112825,108.496681375019,203.77,180.559,114.746,155.376
"FYV7",91.1236760146065,84.324062769965,28.2345922224574,100.613159044436,104.709422486152,98.6877651027448,328.95,203.434,55.5488,51.0269
"FYV8",7.53402379898447,8.00078498191928,15.2574848949368,15.743759096333,16.8562522329086,14.2310310594836,109.298,97.8245,71.4505,68.3071
"FZO1",52.8370551287138,57.5351908430447,87.5571420655075,60.65197658238,64.5863183030719,64.0499553335539,38.5378,29.3513,50.5364,41.251
"GAA1",12.6172751783431,13.6427915669134,30.3836661332907,10.9708459998341,9.8835182205173,8.65121402420745,28.7305,29.8422,33.2299,35.2107
"GAB1",20.2047444187309,19.8625927571564,33.9337218646193,24.1187508383429,22.7214139310537,20.2612470215251,18.3596,14.3208,14.7057,16.3234
"GAC1",214.625903884083,228.315663175226,308.465164794758,380.997444689903,432.279243047523,415.767132653025,61.0845,61.7096,54.259,47.7988
"GAD1",494.702125626663,457.674364832959,606.844651543224,380.433416564716,363.997470478681,406.883393187316,86.9294,101.098,405.725,423.946
"GAL1",286.996893305866,280.581250281915,10306.8750402835,1054.62149209662,990.59460443837,1853.29529397702,10.3508,11.7769,11.1319,9.8027
"GAL10",339.209302074048,368.996110349907,5429.52658706644,1559.62896085378,1379.55389200608,2195.28752881803,6.93007,6.59946,9.49532,18.0237
"GAL11",109.397299436371,121.325829373885,40.1336649882445,179.010884853959,203.508147116638,187.090074687403,33.4271,27.0221,47.378,28.1381
"GAL4",7.15477648464889,10.1442481527777,11.6982041164872,21.7144186132757,20.9034846965891,19.975848322061,26.4906,25.7525,29.0829,27.5217
"GAL7",134.506786204227,125.404188332353,5048.59436141035,384.420670052822,278.010818215969,631.594536917913,3.37142,3.87783,5.95141,7.27018
"GAL80",269.818014633838,266.761683301589,397.600091607726,311.979858423683,290.048347373052,479.854427182495,47.6344,39.5442,59.085,51.5666
"GAL83",113.245693707873,110.085717058552,107.970735507337,62.0105002346946,66.6732417662766,63.5967221422393,71.0134,81.7171,88.5144,63.0455
"GAP1",8835.34047487743,8598.86416713981,2692.43267062474,6629.24045193412,6403.47990169943,6896.51234603681,16.8963,27.84,246.227,410.88
"GAR1",124.705544740833,128.345775591941,25.96469435797,35.1976224416258,36.1920295523846,27.0037194825718,614.376,435.063,144.394,117.202
"GAS1",237.259406335381,267.707199027418,286.450744268087,134.281748860205,139.703895955592,130.274022933006,1053.89,651.662,706.679,166.473
"GAS2",1.32592197528917,2.12581670848651,6.19175000876687,5.50009398500648,6.45609229827489,4.98781535042999,32.066,43.5253,24.2377,20.7329
"GAS3",94.5041321350736,98.3063690966174,120.880595945334,70.5666961316557,68.1475396637295,59.5322699752541,276.207,153.535,78.2246,43.9688
"GAS4",2.63784924251866,2.80739918423007,3.56397169614528,9.8954418048986,12.3653825138745,10.2687344429284,9.50981,11.9476,8.56377,8.58729
"GAS5",84.3771987797215,86.3235502068406,99.2189165600183,42.7035548632516,44.6156116607919,37.4422694201236,171.455,117.369,120.84,55.7557
"GAT2",45.0668256092075,53.8289152102982,36.944128573608,99.3513357239763,109.755276978442,100.35748867058,62.6637,60.7514,42.2923,75.3252
"GCD1",48.0095093815101,48.4680662720291,57.0739652416816,50.7281787712571,47.7656347993272,46.2959064717993,89.26,74.3199,61.2121,39.3665
"GCD11",162.039925853666,165.045709797104,103.92353350414,128.972698116498,123.133051776431,119.504162867249,138.506,135.944,136.985,57.5036
"GCD2",34.9690816953447,38.8071186968336,43.5386117288523,47.7446060888125,49.2803713270039,43.0822105092781,373.753,268.111,90.7805,87.6578
"GCD6",37.9932323163465,37.8270042513273,31.104262840339,37.8287019951587,37.0142000867367,35.2221694007437,119.952,97.7494,91.4483,58.3719
"GCD7",30.8899640788579,23.1815250592101,48.2557269242849,26.9356893420539,25.9543902501136,20.8677217831811,39.6661,34.2354,41.9896,34.7806
"GCN1",47.7344195268318,47.2554160039358,34.9003352553337,22.4870114781083,21.6811641183198,20.9942316458832,120.971,114.06,62.1612,48.8003
"GCN2",9.0618061462692,10.1249322680782,10.702739720698,14.8122155458947,14.8860608613642,14.5227881097615,40.9452,38.4644,39.033,32.3025
"GCN20",39.4808755640974,38.2505851039625,36.3090700674121,28.2588648384185,27.5926449177723,25.4403301420455,327.134,289.151,207.833,171.54
"GCN3",24.83572398078,29.2996973864302,10.460596288103,30.576351869254,26.2887995481533,23.9488129240402,62.589,54.2289,31.7141,30.9339
"GCN4",650.496665977075,680.288304536263,374.396253492231,847.600268267239,934.494396766335,864.253258466841,548.219,497.677,850.464,614.199
"GCN5",26.9449526316995,26.6286514010416,22.8354001328253,19.0660575319427,20.7094970031419,18.6961142954224,110.353,103.585,94.2272,102.104
"GCR1",22.3342553199708,22.3548598122261,27.3040105741271,35.0315433538355,39.67015001978,37.9810732010639,59.3936,59.405,20.313,15.1703
"GCR2",47.9208089100482,45.3733115321524,57.361595394825,22.6645606713165,23.1863203025137,22.7536927397768,59.3641,58.0706,163.071,98.9666
"GCS1",65.3690981594898,62.7214896261831,119.792820201538,93.3976218096791,93.7608161328019,93.1947370287304,88.0321,73.4185,127.546,90.874
"GCV1",131.819773024254,135.719548453907,345.111731504344,170.564441759586,176.838651732608,160.474452380777,343.793,463.829,162.95,81.8234
"GCV2",14.9967726329157,20.8210447354964,13.1315487350896,27.394458211934,26.2700334352787,20.1102966156801,71.5666,111.997,44.0498,24.7073
"GCV3",227.891332773308,240.789003916183,397.747829173418,328.287896477648,311.368568380632,283.621309282456,772.606,904.649,468.089,166.474
"GDA1",6.02691806949622,6.92604798571412,3.30739441462081,14.4410050601592,15.5405541883376,12.0437492607944,90.6279,48.5905,83.4679,65.4521
"GDB1",136.607272570713,149.301285887427,55.2928884146878,132.943278961518,136.449744207585,134.133580013541,38.7686,52.4672,230.563,239.982
"GDE1",20.8965690153706,23.2402986377574,40.5495935524374,48.355751094109,53.7922631018319,54.2447435559741,23.6345,19.7981,20.7154,18.1496
"GDH2",1886.88146825333,1912.21834269032,837.445270927986,758.970431941835,650.36665152152,592.528156332521,63.9326,74.3777,661.565,796.372
"GDH3",16.3621693892778,18.1998131766962,73.6119179808636,303.794347151428,313.351575915162,257.473598396472,42.1618,34.6172,70.1415,88.1343
"GDI1",361.80032406416,331.624228920445,613.975141522613,213.850651259997,208.053035539596,201.908652932285,204.214,284.565,323.316,368.029
"GDS1",34.6969019582148,33.9177668036612,19.3001972457693,34.1493123489301,34.0139798138481,24.3095897018925,18.562,13.9275,19.9923,16.0515
"GDT1",68.4241174359679,78.214870467243,79.4771822442972,175.34556568334,169.205484739066,158.539014349484,86.7596,74.6011,61.7014,44.7338
"GEA2",25.5840275228033,29.5365041682627,49.2689925134976,32.0137387145439,33.1680060448931,29.3717697084651,49.6686,41.6465,31.8856,26.2729
"GEF1",2.67116810312705,2.32694522755488,1.38489497506752,6.31802962885232,6.90958438660193,6.20055099388475,19.9175,18.7355,29.3893,15.0472
"GEM1",17.483415615776,17.2505851329147,27.0640276320974,25.3370439730972,28.1759323724474,27.1554588676339,19.0185,17.7504,26.1116,25.7621
"GEP3",14.030058238068,13.671244503558,8.05592908833115,11.019409888028,11.1502847526729,9.04020746054771,24.2351,19.8524,23.765,26.1258
"GEP4",37.3786921020442,39.0553553881943,19.0940292114091,30.727950867843,29.7273032931176,24.7673524803932,39.5721,34.5731,47.4736,45.4127
"GEP5",40.1962781030472,42.5850618002164,26.367962089932,42.2683125059922,49.4295126663154,44.5994263359763,40.1417,46.4894,67.2714,60.2773
"GET1",268.705320594033,268.468103740999,381.94846548998,189.073846987031,197.564311755819,198.68791026846,216.318,173.268,127.385,98.3611
"GET2",61.3812005721398,61.7283502610226,47.2506372274004,91.1207275369562,94.2558219587572,89.6046018908376,75.0087,61.8415,80.863,61.1571
"GET3",58.4055198697466,52.6939347350271,157.564599553175,64.4863490582491,61.7074103868157,52.937926224149,533.957,368.7,331.033,248.519
"GET4",94.1744337638896,93.5873850827428,179.931750095898,46.2440448704172,48.9545100670962,43.3758859682608,463.323,438.863,149.987,219.71
"GEX1",26.0212719721918,28.249817864462,49.4810970686543,16.8462632347317,16.0167974404331,13.583854168943,0,0,0.0151044,0.0135858
"GFA1",24.2234709414305,31.0613793553538,53.0908552062033,85.0851565073769,94.440801379277,89.2122577329093,133.592,150.599,139.314,120.553
"GFD1",160.826394923792,166.59283355637,177.411836986942,166.213628407746,166.8579914699,167.662665699173,190.921,187.296,290.434,538.89
"GGA2",138.183151295108,134.410200519143,371.731329263428,110.109679092046,105.16249034359,104.734064512739,86.0428,91.8312,83.5706,50.0308
"GGC1",420.607198969478,418.018431719167,183.685985650394,167.356538660561,164.682958300127,128.81973839368,33.3599,36.9925,59.9938,37.4443
"GIC2",46.8105247441344,43.8369172765173,32.3519812005219,57.0057134439103,59.3656593456714,46.3866827589989,51.2184,56.7169,32.1638,29.0714
"GID7",126.019713085107,124.730392907794,307.035643595069,113.997697780282,107.584526203664,107.890024389012,25.9058,23.891,28.9463,30.8237
"GID8",98.787297552432,95.135695669636,135.022464726372,58.9443912003577,55.3196057522302,55.0543472603032,139.069,147.088,361.536,294.969
"GIM3",21.8912499774735,23.3512789209134,41.7820355584423,27.4744031288949,26.4823449116711,20.8116361546628,198.997,225.997,356.753,265.006
"GIM4",34.6175115346597,35.3652687895004,46.2989350618506,29.4908730833092,21.83768479134,23.4095842132756,720.085,550.562,439.789,244.073
"GIN4",5.88478234999729,6.76928228956118,11.5891716169867,18.0655298850229,17.1299868360636,14.4337595868742,80.268,64.3626,46.9703,29.5597
"GIP1",6.15247183823069,7.43416437507434,10.7714881358264,48.248318082124,53.0164131532478,46.5370063087893,13.5122,17.0977,26.5537,22.9208
"GIP2",934.753255419815,849.252600369971,951.628002856988,526.575735664284,533.606275954953,548.196455268633,47.7626,53.3342,338.277,172.27
"GIP3",29.7321362901934,32.0018696955109,36.2067909967997,80.6718530119345,88.9715459232092,83.2174654646426,39.9964,32.4436,47.6103,32.4854
"GIP4",50.1837359974672,51.5613113140406,64.6690235162949,46.4534316060921,47.3336525649343,44.338284958088,18.0794,18.2852,28.0983,23.397
"GIR2",127.428099370613,140.765690659332,121.528523964148,91.5298935698578,89.1500989609011,87.6433015193167,255.67,181.655,207.107,125.982
"GIS2",1107.08168116188,1075.77986047397,699.995131435731,519.057552783236,456.127749941008,455.51751111932,2000.6,2291.81,1671.31,977.522
"GIS3",255.312749698374,274.177866093316,594.996266945512,213.570087938774,205.617702858745,192.362961444424,57.1903,42.8354,43.8967,29.5226
"GIS4",20.9128639557074,20.6411229091808,117.429498171479,225.454746274939,255.135495077087,253.25312359568,21.4368,15.931,39.8765,30.7284
"GIT1",278.092714247568,293.978262124438,279.92221068766,328.582760652642,414.331736964068,348.253757087564,4.3712,4.68366,4.29452,4.12687
"GLC3",284.228818210682,305.351759334135,624.478840714904,423.346878853104,434.608521244745,426.155127873856,468.988,524.01,1284.05,1274.98
"GLC7",476.957237697447,487.411615571446,126.281525381859,567.320006916364,588.654597100735,594.265913894992,556.627,637.073,455.164,485.119
"GLC8",183.715619562103,179.799893388575,319.5628015179,186.948351983495,217.232864481779,201.34874676779,945.424,1021.9,1263.44,1286.29
"GLE1",17.1596532754778,15.5551411841759,37.0754390239051,22.2241925124271,24.6256788875269,23.7653297523592,83.4981,71.7568,73.4745,74.4332
"GLE2",42.7372496672278,40.6846556221664,53.3180258242664,39.656449799254,41.1779049081408,37.0845432124515,41.2867,41.6756,57.6534,34.4897
"GLG1",138.01716719986,164.031263701675,31.9635731292312,160.973375160486,152.34229577793,157.144212198997,65.2701,75.2178,286.476,235.691
"GLK1",773.117895131945,662.296284352126,1286.98023707068,562.19924908774,583.372629251142,658.700910181989,1110.11,1567.04,3785.75,2828.45
"GLN1",282.903729649765,296.306291609827,342.300042624161,474.97302598372,471.372878491661,425.805489255853,593.448,901.487,366.93,424.016
"GLN4",59.1046753079691,61.4735137283081,45.9730212332578,41.3310586199898,41.0959525560579,34.3734150117989,375.283,349.504,204.407,139.676
"GLO1",541.956615704696,503.492475932421,707.147109101432,525.70122683061,478.695603871538,528.590361727182,350.54,388.078,800.35,1088.25
"GLO3",34.5824093428614,41.2318155794672,38.2263609770484,110.613644257356,118.306632700313,113.717774746909,201.673,188.528,226.976,154.891
"GLO4",788.088369147479,750.858009177284,280.66861971631,889.696964770525,773.634763213673,767.085141920932,151.096,165.364,195.172,235.784
"GLR1",136.399171780666,129.230662324633,128.20700924857,166.489218135716,163.789122753877,174.357319169396,303.157,317.106,276.324,246.591
"GLT1",144.281951490174,157.496859295117,47.04121596534,235.573749071072,250.511071996662,269.161185086967,88.1615,88.8383,55.8847,34.3431
"GLY1",337.291488327074,377.337888758163,139.752032010366,730.805105675988,771.445548705927,847.451676109276,79.105,71.2881,62.6701,34.8498
"GMH1",27.7851702857233,23.0152784563784,44.9837532450285,20.940856043365,16.5094140820663,16.2103504360385,18.7569,17.2333,22.6184,24.3915
"GNA1",164.021493506814,149.574825627676,398.592304394593,171.010547680493,194.393514895242,192.910387263008,232.086,202.552,232.381,251.322
"GND1",450.464325999808,442.121006015574,51.7168273381646,377.926297806493,345.830786817964,326.072240958547,113.713,124.659,131.437,49.3428
"GNP1",409.158412756184,415.392827100139,225.528090085427,465.75549149121,492.646752058619,484.949412538075,260.489,191.195,310.728,221.39
"GON7",46.8352824692088,48.7977021840718,34.179776748574,43.5399439415538,44.3330303953657,47.2687775944325,170.561,117.821,210.501,131.793
"GOR1",235.18294794039,241.029147582884,268.919515003655,442.651883553824,422.307688394453,448.671821776576,100.369,143.905,281.139,206.733
"GOS1",79.7575551014598,80.1970914439217,131.175151022514,95.7152238633955,98.4946298924746,111.957981226966,115.76,126.627,192.277,153.171
"GPA1",255.25904547403,279.848383615063,453.957580249794,219.001641673851,230.438768526871,243.547738859843,440.548,302.436,148.863,106.819
"GPB1",80.4633741731541,82.6813862224981,166.131307147515,76.1790268573905,68.6666388837778,66.6372868114616,63.1481,52.6023,32.7009,44.9225
"GPD1",1002.88614967614,994.331624899298,996.224506436609,810.968588908071,734.418966808689,707.262316569671,219.941,266.145,709.404,344.425
"GPD2",109.396024859919,125.25447018892,32.530037091312,469.412106119593,455.388423415998,431.326111694013,102.25,118.585,144.102,108.357
"GPH1",886.675839536295,913.532889253311,1005.29917480052,1180.88266988187,1129.62264895951,1175.89606685873,554.96,825.52,1640.47,1084.69
"GPI1",6.27040555950386,6.81975715028979,15.5928263419536,14.2024938755013,15.1399192117253,12.5948420300004,28.4168,26.8006,24.068,35.5904
"GPI10",17.3379912561747,18.1091987702589,32.7087828241242,17.6815465681007,18.7296493638391,18.6833694194996,25.3613,23.7246,29.2642,30.7022
"GPI11",16.3762975441741,18.0694420221354,22.6846187853244,23.9455807086699,23.3182057941427,22.644949553043,51.5001,35.0602,37.8379,37.8042
"GPI12",15.9048102095332,15.6239536281621,19.9626322960463,22.7231905577326,23.711063340939,21.9811458370169,33.9784,32.9552,83.5658,86.4402
"GPI13",5.52435106263446,6.92811773717694,10.8697825483777,19.5191281930657,20.138645763248,18.8698841501356,33.1574,24.3085,31.0712,18.3546
"GPI14",5.9898293429147,6.42668326676444,10.3097223031785,10.1580299409562,7.5415951991402,8.27247423973754,25.6649,24.0961,32.0026,30.0944
"GPI16",18.9368807721146,21.0715154600927,34.0134372995653,20.3024572017149,21.1266143728015,19.7593396923447,51.4893,35.3096,80.0434,59.2584
"GPI17",24.6719453038323,26.9800907097052,46.1519941100576,25.210594631383,23.4711559976158,23.6516854785005,34.3233,25.7919,45.9936,43.9042
"GPI18",13.1910492537707,12.4209402097932,24.7766605561962,13.3428321415447,12.9976520891986,11.7180191324129,20.3208,18.5908,33.2657,64.8054
"GPI19",33.2828486201779,33.1697269044832,53.8085338112061,15.575277830113,16.478615809364,11.6484593256023,28.8299,24.1196,19.0373,23.8503
"GPI2",27.0382998233676,26.2547448184873,39.7181752376806,32.556664513544,35.221124650009,32.5490044125058,94.6994,139.455,34.0757,35.857
"GPI8",15.3386534848696,15.1607025746697,35.0972140702969,15.2784485692391,17.3184847059556,14.6049523864244,42.459,39.925,44.8727,39.4305
"GPM1",1910.1171706835,1852.55497118876,1746.0206226197,2538.11416485705,2534.09278152702,2504.75009090053,25102.5,34310.1,6587.1,4636.84
"GPM3",129.782481807796,118.120611737292,419.493066118674,84.1880581987839,84.0504110966123,83.2116119750266,28.6647,28.6771,31.6321,25.4237
"GPR1",98.0313427964246,109.472110194853,43.8969269175259,60.9829041412387,66.3605488732879,67.0176718578363,29.0894,26.3226,56.835,36.9106
"GPT2",117.660595014494,117.728026893125,93.1715495992432,201.533039749289,214.4807655763,206.974699974536,39.421,40.6764,200.628,318.885
"GPX2",114.572293408889,118.793881888496,93.0347159328201,130.834431767418,122.652840867731,136.720078775421,77.4344,62.8955,62.271,85.6995
"GRC3",6.58391609507584,6.33814553761113,4.20765466778788,13.7154310389887,14.5563057442754,12.4768838889988,11.479,8.14563,4.14594,3.67639
"GRE2",427.338156957335,418.10681123441,627.501387681092,805.763189541313,777.746470680652,739.813116033506,67.2699,106.108,74.9355,64.7136
"GRH1",32.4279636928824,29.8846696700278,83.0393434878154,27.5095366367324,23.7662748103362,22.6932375180115,91.074,78.5066,181.109,124.384
"GRR1",42.8759918179327,49.4451715132917,21.8252011203196,67.3471205065265,69.8404303425923,69.3442447413815,41.8831,35.1275,50.6046,49.2463
"GRS1",58.7808662585861,64.060280712158,94.7432829849573,69.8599515841166,67.7443793186488,58.7289859725895,773.643,825.243,374.83,221.597
"GRX2",1761.13622038931,1784.63624909979,2413.51018211811,2762.83106649411,2615.64879332657,2791.58856054047,566.699,755.227,1383.51,1253.03
"GRX3",120.363411334477,120.027538572738,192.499652826876,158.115741701632,184.816389894045,147.225124376245,313.958,309.372,144.718,162.095
"GRX5",275.183011135685,273.295188860868,209.981348873388,243.064362375019,228.708601623435,244.234953744632,127.202,101.751,258.163,264.303
"GRX7",156.284986241628,153.024765188913,90.0970244705119,173.724610177467,175.4708320396,170.273890623209,238.873,207.811,239.732,273.641
"GRX8",59.5534841742095,56.5745625216857,254.247361232326,119.464592176534,98.9393410622979,93.305384672754,51.839,43.4998,27.417,28.858
"GSF2",255.510161046985,253.533932621464,655.855336022595,258.230918527541,250.147959242975,251.297836312442,239.55,297.952,501.704,411.225
"GSH1",100.403554225505,112.45009011284,16.238160306719,128.13174553386,126.761588609922,137.097403239321,53.2026,49.4463,68.4942,61.7295
"GSH2",30.8246230654706,29.671406162031,44.6464358735955,26.8832530615724,28.3291221663336,26.1176251253353,113.438,115.452,112.989,86.704
"GSM1",36.6719551740753,36.6617616097415,68.1106625799764,40.7299999640379,46.9222996172073,39.6015356969072,8.11137,7.04749,31.7568,33.9552
"GSP1",389.946981274402,394.109938554109,610.190300278959,439.270980258494,416.26454760778,409.777973381008,764.102,794.561,369.777,216.934
"GSY2",445.788086512176,463.507785811869,1617.78355618941,680.245870061713,740.86965213684,774.308302499969,364.419,396.611,1321.33,1344.55
"GTB1",44.3914255209413,53.4242477143607,55.4055695407588,64.3372487471016,68.0360724142992,63.8461240399152,102.737,86.9165,68.3041,64.2975
"GTR1",39.8928939321638,39.6724638174883,55.802922615243,50.9650178041001,47.785460388794,50.6482235327931,64.6661,66.2436,73.0222,70.919
"GTR2",44.229980223367,41.7650904427579,90.4774139546563,51.6424310961463,49.2068194706585,45.9987493112741,79.425,75.1845,83.2482,96.7767
"GTT1",2019.83793223956,1761.98845567903,942.218736136515,1021.22940991871,892.837115866788,954.309108094319,120.576,176.404,204.263,277.461
"GTT3",125.489304010863,137.28230165245,72.2743321367874,113.569506015511,111.306003525174,115.320372027536,83.4637,65.7789,120.131,74.5813
"GUA1",29.6928000332211,36.8960797099602,11.8130019510649,91.790672548727,90.6783863716595,89.6098045289055,363.991,210.782,130.626,65.4759
"GUD1",104.123105690189,103.223040054594,150.124433330796,135.205870088404,141.647591012159,136.848354546525,27.7108,23.6855,42.856,40.2055
"GUF1",31.8221655519911,33.1463709667652,27.0018279580761,36.9078611652402,39.2377109018109,36.7627708065298,13.9534,14.5097,25.9344,22.7344
"GUK1",113.355274332837,109.477724721331,45.8904462159754,54.1658569458265,59.9240236626624,54.0132560269703,441.198,352.851,243.412,166.406
"GUP1",46.6199478371665,40.9574019168401,27.8590944151693,33.2486844644593,33.0503311430747,29.5565689785877,41.9878,35.1344,63.3628,53.5492
"GUS1",168.054822139657,160.946675474861,277.924320315411,134.671207981875,129.192733729718,121.567343684426,1658.69,1954.19,571.367,445.94
"GUT1",432.497848228439,452.93411528328,1563.59994603191,1690.23725843103,1655.30299538869,1753.74256154266,48.9763,55.8237,406.916,410.814
"GUT2",578.569662569771,585.2101196946,653.348020572881,661.863926075556,775.637585301142,627.716117237341,41.303,51.4465,425.453,332.712
"GVP36",287.287059373546,293.17968843862,418.837339498258,173.670978718743,151.04582486872,132.341782841576,474.435,426.979,400.367,257.13
"GWT1",12.5039911391809,13.4059216206362,53.8024122854239,18.5126621534427,15.906967192641,13.8932750211393,65.0089,70.6124,30.4272,38.9665
"GYP1",11.426278556863,10.2279860502653,14.913751075845,13.9963940467955,16.831226976831,15.4835744260748,48.0287,48.9971,58.6958,55.0802
"GYP5",110.456327812313,107.276467862554,180.627341957988,117.849737426686,118.984944103846,122.049633829609,78.2496,77.3582,93.2339,101.181
"GYP6",13.9834674528533,16.504988167405,5.46167091097588,150.217191133309,275.554360743231,288.0862295306,231.096,251.425,193.925,302.188
"GYP7",68.4559461101132,67.2141315022402,83.8913215702186,59.141687056577,56.8347304593317,56.5761933011662,95.6342,98.3755,234.374,344.417
"GYP8",11.8830434756897,12.4658173817717,6.25163745825064,11.721045115934,9.6678880823566,10.6214865145287,49.9623,55.6248,43.1174,49.8457
"GZF3",26.5930082943694,31.0547064410843,24.8911479640627,37.7381297730543,39.4749307173139,38.2476116489158,17.5888,20.4846,35.3487,57.9443
"HAA1",190.993936155823,180.934945239951,141.028767053063,286.53836740751,277.106233882315,267.96760149619,75.1414,71.2948,190.998,123.147
"HAC1",3875.57358238268,3833.81253430174,5497.26701346352,2733.88386397721,2935.17306666912,2881.18712633375,392.682,374.981,1170.84,453.887
"HAL9",26.7456559016444,28.6746155606892,14.5655322986185,47.2554917970695,51.1167933989143,50.6150720091636,22.5665,20.7133,65.7646,83.3362
"HAM1",28.6019605360443,26.6254000394542,8.62663918246446,13.3145184393875,12.2756702975975,8.28520112318329,147.817,123.873,84.2129,30.1152
"HAP1",23.0589603047681,26.5469866398585,31.7538504711606,34.3912610594715,36.6803605147932,35.5542031024973,77.4149,61.8664,74.3662,61.4519
"HAP2",114.901698319264,109.091244634972,135.467337080006,256.610925223879,274.55571087175,279.167879178727,14.5935,13.8897,77.7018,74.2882
"HAP3",32.4870148067529,41.2544338404917,34.5193706847419,72.9514402714721,76.2057060609285,80.9153747440264,171.421,135.227,197.365,83.5907
"HAP5",141.27035306667,138.115693108397,121.222027975458,137.458413138591,128.221809532039,125.400824127845,49.725,48.0684,107.111,78.945
"HAS1",61.1415770855217,58.6315748947413,4.15640147922063,45.0215316897321,44.8619069228168,38.9177904321403,73.2374,45.8238,34.5367,16.4302
"HAT1",39.7629370160625,35.9243189990545,65.1857514238279,28.8725915832916,32.6791420243317,32.9204480591286,23.5323,24.3296,52.922,39.1867
"HAT2",12.6117817542261,13.9266918999873,34.9983486785496,7.53870817561141,7.57683705885559,4.69109819692434,109.157,99.9209,147.618,163.402
"HBN1",30.7622464445054,37.3618581236031,37.9628048666278,77.6117022397463,72.2918865797461,62.1590354993477,26.3956,24.5337,43.0158,27.763
"HBS1",169.806407635366,176.549458610541,201.584407635319,79.6166843358837,73.4582517627166,78.0370069948574,84.1135,80.1887,82.4068,62.0645
"HCH1",39.1803621755918,43.2992689947672,141.304916729196,146.882385958323,126.298967387693,101.054347032766,661.615,860.328,390.963,332.965
"HCM1",9.24797568142259,9.74770841712366,16.2210858738771,22.9600577384581,24.0924711949017,18.7577622602105,17.7373,13.0038,17.3037,12.1336
"HCR1",51.4261851574938,56.6884455596403,13.4122535127792,134.190237340945,127.459976357098,117.522357843683,288.929,312.517,300.818,273.506
"HCS1",9.47347910100719,11.1758976668698,15.5520118766676,23.6033708961388,24.7584332340079,23.0134973394779,40.3509,35.0655,29.9783,25.5743
"HDA1",9.57797478618875,9.26900184822408,5.18868509304687,6.76173429197697,5.57324366649107,4.91492617312836,64.1766,63.8227,49.1457,53.9216
"HDA2",19.9447065902887,20.8747435232888,45.3934351765841,39.5367951875399,45.1339193833863,37.1145123373649,68.2424,60.3603,42.2046,42.8674
"HDA3",14.8986550047127,18.0032535898198,29.0807040057998,25.3178565724668,24.8694214811452,27.5972078228481,38.6908,37.0714,40.1193,51.7735
"HEK2",37.7727045142226,44.9145449546626,2.50618452735802,78.9150530731834,73.4221010482665,70.8675293204183,45.6232,38.8726,181.718,108.396
"HEM1",100.927191454586,119.304649248714,67.6406935897782,294.893527989249,293.953088095369,301.593874218907,38.4709,32.3481,71.2932,28.0616
"HEM12",235.10642516227,249.065281926731,257.669931269652,156.195694544947,150.145837076802,128.847139989685,169.565,184.333,171.452,116.916
"HEM14",39.7908781496081,39.1840440380878,65.1721397456977,56.1744301891904,54.4671660310835,52.4095071048948,43.3102,53.4725,53.5468,63.0177
"HEM15",541.498540454076,624.347594291606,165.814678661385,489.023022531276,473.330107837751,549.167988092172,204.603,228.925,209.177,230.782
"HEM2",481.709205633621,501.076833129331,227.301307206495,257.612463058868,251.877580788592,240.605153741669,204.337,188.324,227.498,157.577
"HEM3",61.5870177801581,71.9472295149658,52.7694028451296,128.241802409567,135.628663369558,116.065587888903,59.9218,68.7232,118.798,81.4577
"HEM4",19.5905201884015,17.9315073502107,14.929806200315,24.4333432405821,22.225238476234,21.2400512254635,73.8218,80.8014,77.9856,287.809
"HER2",74.1019147286988,79.1281287979347,105.729747433977,45.839803503682,42.2200004924786,41.6588311124294,17.0978,15.6224,14.2814,13.7831
"HFD1",96.5755198787282,102.047346898956,131.738134503298,78.5810035851343,74.711476530322,72.0212383714774,226,259.647,369.585,562.466
"HFI1",11.4107416590584,10.4289680806769,23.1292380021815,13.7372015644475,12.171744718065,12.555203090935,35.4924,33.6698,38.8291,21.91
"HGH1",8.71182397062721,8.63578527811144,2.79005839307683,8.92026075613472,9.81534151403556,7.29374384591924,45.4881,26.4976,18.958,16.073
"HHF1",693.019314298032,710.615556447439,1636.20322084273,612.626354383724,618.481717346303,533.236530621544,805.344,842.31,1641.3,1130.17
