"","GSM3714420_Galaxy259","GSM3714420_Galaxy264","GSM3714420_Galaxy269","GSM3714420_Galaxy274","GSM3714420_Galaxy279","GSM3714420_Galaxy284","GSM3714420_Galaxy294","GSM3714420_Galaxy374","GSM3714420_Galaxy379","GSM3714420_Galaxy384","GSM3714420_Galaxy389","GSM3714420_Galaxy394","GSM3714420_Galaxy400","GSM3714421_Galaxy415","GSM3714421_Galaxy420","GSM3714421_Galaxy430","GSM3714421_Galaxy531","GSM3714421_Galaxy536","GSM3714421_Galaxy541","GSM3714422_Galaxy451","GSM3714422_Galaxy456","GSM3714422_Galaxy461","GSM3714423_Galaxy466","GSM3714423_Galaxy471","GSM3714423_Galaxy476","GSM3714423_Galaxy481","GSM3714424_Galaxy486","GSM3714424_Galaxy491","GSM3714424_Galaxy496","GSM3714424_Galaxy501","GSM3714424_Galaxy506","GSM3714424_Galaxy511","GSM3714425_Galaxy516","GSM3714425_Galaxy521","GSM3714425_Galaxy526"
"RPL36B",2484.34,2390.48,2516.32,2207.4,1936.34,1273.99,1238.76,0,0,0,0,0,1257.48,1306.32,1810.79,1154.86,1594.36,1531.3,1519.88,1831.81,1676.25,2107.37,231.209,196.865,177.375,164.363,377.273,322.638,271.395,116.801,224.239,199.429,435.279,234.064,502.923
"GYP5",11.7025,13.5052,10.3632,11.2163,10.3431,13.5563,13.5747,12.4264,13.9635,14.3855,12.2689,17.4523,13.0273,10.4976,12.8118,17.5211,11.1704,10.7692,11.9274,11.6565,13.0968,13.3995,21.488,19.1323,16.8537,23.2383,16.5972,15.2497,16.6181,14.9036,19.1078,15.8142,32.099,33.2512,30.7162
"RBD2",74.5724,84.7904,85.9317,85.5092,69.1055,77.0831,77.5848,86.2398,80.3552,93.7644,70.9767,104.615,79.9153,95.2204,107.242,127.223,102.968,109.278,95.3426,110.106,104.952,91.3421,81.0376,95.2905,86.9613,97.3299,104.584,97.9168,89.067,91.7957,107.25,100.427,114.525,111.246,83.7433
"HUT1",45.4164,44.6095,47.6164,49.6171,58.059,44.7453,52.1797,56.5405,50.0667,51.8222,51.4126,64.0582,50.0028,49.1379,52.2781,73.0374,57.8698,48.2099,49.8464,58.4873,46.6859,57.5623,47.1808,44.8791,49.2411,46.4446,61.9734,44.4632,38.6738,50.1426,57.7685,58.5203,56.9285,58.6018,72.571
"SRP68",74.2975,73.4549,79.3732,80.8503,62.4134,77.7507,75.2792,72.1523,74.9762,77.4543,75.8676,76.0872,77.369,79.604,89.8978,95.9837,83.3594,98.7217,80.8438,76.6121,82.6656,77.4524,59.1091,52.7853,53.9535,48.0544,56.8455,51.3312,51.6377,48.6422,54.5678,61.9284,72.7315,71.9527,68.901
"IQG1",15.9836,15.9855,16.1869,17.4485,14.7104,15.8568,14.7902,11.6121,13.7675,14.665,14.4046,15.4786,16.4758,16.3463,16.2033,15.9738,16.4566,16.6728,13.869,18.5358,19.7057,19.1738,7.98134,7.86349,7.60172,7.20295,7.40144,7.71195,8.03381,10.8274,7.61815,9.52515,12.0041,10.4548,13.3903
"CIN2",26.0734,34.1542,29.5729,43.0809,36.8832,33.6923,34.2426,25.61,25.4527,31.0075,21.8985,28.987,34.2567,24.589,31.6752,14.992,22.8136,31.7667,29.6563,40.0168,30.8429,37.1597,8.12705,12.3089,9.39841,10.7298,7.37431,7.41476,8.09523,11.812,9.84547,7.18239,8.63989,8.63071,8.21745
"HSP82",597.807,588.191,571.861,576.283,564.603,566.259,597.329,557.47,578.83,572.658,585.089,556.511,586.768,507.697,520.945,471.419,510.671,506.149,494.401,504.607,496.285,496.738,878.846,843.18,873.139,875.305,729.515,702.114,708.726,698.006,701.113,712.021,1320.84,1321.12,1308.16
"YAR1",59.1282,55.9214,51.4025,65.5598,62.7244,48.1934,61.6789,48.1385,63.0198,62.9379,53.6323,51.8143,57.2803,64.8653,66.9694,56.5905,62.052,61.4769,41.9427,78.1293,72.845,70.1857,67.8052,88.4522,80.0432,92.3512,78.5922,64.3051,78.7963,80.268,94.9396,89.2488,120.279,113.992,117.107
"SUI3",258.451,249.257,240.437,257.243,234.74,220.193,208.465,226.21,220.871,232.556,211.569,250.424,247.223,264.684,296.891,176.599,255.718,265.891,288.199,257.398,272.555,263.425,157.979,164.532,151.869,154.419,161.366,142.346,166.279,164.886,147.66,181.749,214.216,195.989,191.655
"RVB2",56.5418,56.9648,56.3918,58.6489,61.6819,61.8506,58.1802,60.3655,56.8956,62.7666,60.7269,52.5585,60.5106,66.1094,67.2509,56.7573,63.2245,56.7383,65.0414,52.2051,53.2841,61.3519,38.3762,38.231,38.3108,44.0829,37.7807,36.9373,40.2805,37.0063,37.3931,37.8088,49.8967,49.6865,53.8911
"VMA11",572.954,549.344,549.473,591.986,602.096,542.079,515.474,601.301,562.031,507.553,604.4,607.443,541.913,570.949,573.321,590.805,565.295,591.579,595.198,494.816,451.655,459.823,219.643,172.144,161.7,181.324,306.964,316.795,296.726,209.76,259.93,240.324,251.358,230.538,322.526
"NSL1",20.5888,27.0637,24.6405,21.8468,26.9911,18.9786,24.9949,24.8126,26.7816,30.6565,19.804,52.3568,21.9077,13.5847,25.7275,30.886,14.9669,17.7695,25.7925,23.9235,21.2693,27.0949,22.9386,24.611,21.1489,28.2721,17.7939,35.6083,26.8121,21.1937,20.2241,35.4476,43.0822,39.85,38.9941
"SSO1",169.649,156.618,166.287,174.257,146.595,164.707,162.193,191.434,196.32,184.45,197.067,187.021,160.183,127.807,137.072,84.2255,121.317,119.638,131.158,139.541,143.608,157.377,106.059,105.687,106.391,98.0397,103.499,117.601,99.2835,110.868,88.5564,102.675,173.778,160.068,147.207
"FAS2",208.632,201.515,199.974,199.941,205.321,204.016,201.148,192.151,189.086,194.37,196.583,191.606,202.658,182.902,182.732,167.988,188.23,180.958,183.024,170.884,166.533,164.922,120.692,125.63,128.389,120.161,105.243,102.221,110.091,108.823,105.636,112.841,113.678,114.705,113.278
"USV1",44.5822,44.7626,44.3729,39.5818,48.5196,37.8473,42.0236,35.9847,42.4566,37.7955,38.4583,29.7409,35.6725,63.02,61.5021,66.5493,66.2591,68.6934,63.689,73.2307,76.4082,73.0327,116.313,112.503,115.579,110.571,106.864,92.5063,104.118,108.922,101.518,120.044,99.9602,101.392,89.8783
"CET1",26.4205,31.4029,23.06,29.328,27.1801,29.1352,26.735,24.8344,23.1689,25.4023,24.5555,22.0052,27.6783,27.1856,27.821,11.1399,26.8299,27.2244,30.8848,28.5162,32.4171,29.1331,23.7159,23.2731,20.8751,21.0325,19.8847,21.251,19.1653,22.1297,18.4096,23.7939,23.604,27.8,29.1717
"ALG5",57.5799,65.1581,69.3939,57.9052,82.1447,64.1002,63.4201,58.7877,63.4779,61.8679,57.4693,54.3906,79.3989,56.0378,50.4057,56.6913,46.1671,59.0644,53.9268,40.8311,35.2328,44.1609,4.35101,7.24954,5.64866,5.52052,8.47782,5.64903,9.22766,10.0867,6.06718,8.82998,8.085,6.29794,10.1784
"NEW1",55.9922,62.6058,59.0065,57.1567,56.1406,57.4117,61.9186,50.4255,54.7361,51.6168,52.5837,42.5798,60.4396,106.318,104.084,96.5798,103.729,104.736,101.594,101.546,104.347,100.414,152.125,148.911,154.109,154.159,147.805,140.916,128.034,139.07,138.14,139.566,195.844,192.414,187.266
"MMT2",85.8525,80.6673,80.7168,88.9702,74.6518,82.8878,83.3732,74.2111,79.1864,77.375,76.5147,92.5644,84.2439,79.7653,93.7449,94.0449,85.5588,75.0506,87.72,82.2127,87.8284,91.216,73.9312,65.2967,65.0828,64.0209,71.4266,64.9015,82.3472,66.3914,63.4961,62.9495,58.5919,53.074,58.2202
"GRE1",1389.89,1436.17,1444.83,1420.96,1474.22,1427.44,1471.44,1742.27,1745.68,1757.91,1705.55,1806.12,1465.24,738.684,715.484,961.55,718.383,704.093,701.872,225.808,218.44,225.761,4016.06,4309.66,4214.05,4424.23,3873.25,3713.14,3662.66,3834.52,3676.83,3923.02,6327.83,6410.05,6471.66
"FMP40",183.032,182.742,193.94,189.592,181.479,186.749,189.99,219.253,215.13,224.128,204.664,204.726,193.736,155.603,150.105,206.699,152.452,154.417,146.39,109.055,106.298,111.651,183.944,171.184,174.113,179.248,157.484,153.832,168.593,164.94,154.849,162.325,242.283,236.429,252.081
"FLC1",106.877,106.678,113.603,113.035,113.785,108.79,103.694,106.577,107.142,107.434,108.727,116.679,115.616,138.222,144.297,131.672,140.47,143.112,144.404,170.904,166.813,169.02,308.129,311.939,313.805,305.842,289.774,281.54,300.291,262.445,276.593,283.65,240.307,247.897,238.341
"RPL1A",192.755,198.528,188.027,190.901,172.324,189.698,162.61,932.593,894.223,919.455,944.125,887.289,180.993,187.741,184.93,201.877,177.181,175.296,187.798,170.061,166.348,184.06,39.0673,39.8368,50.3062,47.999,48.6676,68.0467,56.3469,55.4049,70.4083,86.0847,67.4861,74.6205,71.8687
"PCL8",13.7612,12.7505,11.2803,14.5005,13.4567,15.8277,15.1827,12.7468,16.5596,20.2091,18.0935,13.6218,16.7404,15.6764,15.5452,10.9966,16.4971,20.7013,21.1717,16.5043,13.859,13.7046,27.5419,21.6386,24.0497,26.1293,20.8772,16.4838,24.7143,22.6542,21.3455,15.7689,20.3397,20.1574,23.5948
"SAR1",916.341,905.393,974.824,973.634,968.996,916.591,900.303,920.15,966.418,928.052,944.752,1129.35,862.665,697.538,728.013,684.431,722.595,722.571,735.313,635.321,601.84,632.58,228.3,230.52,234.779,230.443,272.086,290.551,291.618,288.143,263.25,293.649,322.197,355.089,346.432
"BMS1",8.56193,9.18026,8.96367,7.72664,9.73269,7.91528,8.32047,8.45596,8.21405,10.2758,8.9899,10.3385,7.46371,14.5355,14.0477,17.8548,13.9282,15.6564,14.898,13.1242,14.0206,13.3464,34.991,33.9393,35.49,34.5436,30.8919,24.5694,28.3748,32.9852,28.1678,34.4939,49.7904,53.3894,52.2861
"CBP3",45.3562,52.1,47.9995,52.7165,47.9836,41.9689,43.8872,44.51,52.7631,44.361,38.9471,54.1858,44.8042,49.2922,47.3465,43.0093,56.4519,49.2492,51.3655,43.5816,52.1482,43.1868,96.1888,92.659,96.8308,98.401,80.408,88.9759,93.7215,77.6907,84.8453,65.1014,106.7,122.049,115.043
"THI6",48.1648,52.4487,51.2809,43.9863,53.8642,44.6961,47.8379,49.0797,52.9103,48.2374,48.5151,36.6971,50.5523,47.855,47.6796,32.2275,46.2207,49.3805,46.4489,52.2438,49.2499,55.2725,95.1141,103.689,96.3139,105.385,108.721,91.7859,101.606,95.0928,97.5373,99.3071,129.494,131.469,121.049
"LEA1",67.0382,57.7401,62.8022,61.2627,66.861,63.3791,64.5148,54.2134,67.9723,53.2776,61.4602,39.8361,71.1634,58.8494,39.1642,100.873,57.0195,63.0142,46.8343,59.3047,63.8604,63.0799,74.8497,78.0915,73.2723,98.2192,87.5864,93.4879,86.7042,76.659,104.532,91.2135,121.506,113.218,109.874
"PUS1",28.9812,24.3682,25.3773,22.3235,21.9245,22.2339,21.7498,26.8423,30.134,23.4763,28.0797,18.1939,29.1864,54.4575,48.8268,59.2761,57.3415,56.9512,54.7273,53.8379,54.9039,52.2795,59.4163,55.2012,56.0517,54.8794,60.8166,60.2776,51.7894,57.6898,63.423,56.7605,76.7262,82.7255,78.2294
"NIP7",31.1036,20.1959,16.1088,20.1702,17.2326,22.3956,17.7575,18.641,22.2454,23.4366,21.3895,60.1446,27.7407,55.3467,53.9567,24.2604,58.4979,49.0181,57.808,42.7022,29.2562,43.5442,55.1452,44.0272,42.2796,33.477,52.5628,77.7759,61.4641,48.019,46.5138,56.6506,78.0348,62.42,57.2034
"SRP72",64.5087,61.1302,70.9058,71.1322,60.8834,67.7549,69.2298,56.0731,59.666,58.7454,57.0146,57.1684,64.2294,59.6718,66.7736,26.5113,67.6406,62.1895,64.5284,67.2084,57.8123,65.0281,39.3266,47.3505,44.4025,41.177,31.878,33.4705,40.5999,42.4553,38.7045,43.3307,49.877,48.704,50.3682
"IPL1",4.35935,2.94644,3.27353,5.044,5.71157,4.88062,4.24838,4.52856,5.88405,3.85274,5.55969,9.67182,4.96425,4.06556,3.70142,0,2.57551,2.97123,3.331,5.59921,4.17325,5.3,5.79729,4.87909,2.93903,2.97911,2.12044,2.80979,5.3615,4.84432,4.84628,3.13004,7.40122,4.70953,7.58122
"RKM1",48.2864,48.4742,45.376,51.3652,53.8383,55.7285,48.5109,49.4006,43.8658,49.0578,45.6537,46.7009,51.7184,45.7356,47.7895,49.9493,47.4577,48.4986,43.9872,47.0639,40.1951,43.5295,14.4793,18.1014,16.2449,15.034,17.0276,17.9619,19.5634,19.5348,14.7245,14.4906,15.3307,15.5765,17.3048
"TYW1",20.8924,21.2398,18.777,20.7632,20.771,18.614,19.6077,19.8473,18.8812,18.6887,20.3534,20.7273,18.6827,27.8736,28.1168,20.8221,31.6203,31.7983,29.3077,26.2972,26.371,26.3992,55.1831,45.9404,50.4722,43.8249,50.3787,54.137,45.1342,42.4191,45.1198,34.8116,38.6918,38.7167,36.8883
"PGC1",190.769,179.199,173.532,188.41,178.499,173.082,183.519,186.74,179.417,172.427,196.97,144.909,192.678,209.37,203.332,240.095,214.076,209.608,215.039,212.985,203.586,220.578,346.143,305.36,316.981,349.073,367.204,331.966,325.547,314.409,321.98,341.493,293.309,309.108,284.076
"HRR25",93.7497,103.759,101.365,96.8766,107.187,88.0167,97.8116,108.812,101.07,97.3801,95.1509,83.6055,105.619,108.546,116.709,114.62,118.815,117.9,116.817,119.368,114.586,120.04,178.123,163.818,165.458,171.423,141.71,160.449,146.264,138.999,155.907,137.669,159.417,162.847,163.869
"TPK2",89.4243,99.1922,101.557,101.055,89.8582,93.3269,92.7368,89.1073,88.2034,80.8679,84.5565,92.6699,89.0959,115.942,108.496,68.2135,118.859,111.323,114.702,116.928,126.183,130.449,171.573,170.225,157.512,158.641,147.224,150.256,147.637,152.645,132.626,158.006,154.249,167.344,152.891
"AFT2",30.5981,25.39,24.8946,24.1424,27.3516,25.6924,30.685,21.5278,24.0619,23.4482,24.7542,22.1451,25.1869,27.5257,32.6713,38.9483,31.2028,32.6763,33.9155,27.2325,21.8238,30.6265,70.2398,72.29,76.8168,80.0278,59.8443,78.3936,61.6872,64.7622,77.4583,60.2144,89.8228,83.3493,80.5614
"YIG1",1.49333,1.22252,0.607296,0.301046,1.10583,0.86089,0.87546,1.05829,0.525692,0.798008,0.527803,0,1.1691,2.30848,0.998564,0,1.98883,0.33403,2.32725,1.53136,1.81902,1.72039,11.5148,14.4891,16.3869,12.908,16.9111,9.44471,16.5701,9.4289,12.2197,15.131,10.8065,13.399,10.5511
"CSM4",1.25027,0,0,0,2.16883,0,1.20675,0,0,0,2.39514,0,0,3.75915,0,0,0,1.26332,3.7836,2.32608,2.30338,0,2.2949,0,1.06174,2.43413,0,0,0,1.96843,3.96186,0,1.39326,2.79737,2.8655
"RPL7B",102.811,88.4536,90.8589,111.152,93.9148,103.435,101.718,423.303,386.855,425.05,409.636,472.595,101.813,163.486,140.673,120.466,152.215,161.254,172.794,89.485,96.9646,77.4516,21.774,25.6151,20.4843,19.2708,25.0524,30.0217,28.9417,34.7733,30.7321,31.6706,31.2553,35.6602,34.0732
"OXR1",91.6163,83.8873,92.2598,88.8016,86.1,83.978,90.8904,90.2295,107.406,96.8801,99.6733,75.4001,88.7048,92.7292,100.556,95.0883,89.3006,95.8487,91.9499,89.2281,87.2461,86.1083,108.499,80.4819,78.511,94.4975,134.107,114.941,132.784,103.863,98.5555,107.349,146.416,147.787,143.235
"APL5",37.4341,38.7515,38.4548,35.397,34.7135,39.9168,37.4446,38.2751,35.2761,33.1716,34.8246,33.367,39.0121,32.0607,36.0768,33.9666,38.4387,38.7019,35.1148,40.0505,37.4164,40.8602,44.3513,42.259,43.6,43.8947,39.7061,39.0568,41.8645,41.1155,39.4931,43.909,67.7302,63.1483,53.7128
"DDC1",7.84983,5.36412,6.51408,8.65055,7.2867,5.37636,4.70807,7.06121,6.44563,7.0991,6.8527,7.07278,6.787,7.85613,7.247,9.27739,6.86752,7.51461,7.61316,8.64482,7.31933,10.18,14.2995,14.2062,11.6725,12.1738,13.12,10.0769,10.5608,11.2639,7.23598,10.5421,18.2222,15.6742,16.2751
"RSA1",10.3671,9.77519,8.34631,12.6694,10.5612,10.2391,11.3516,10.6452,7.93259,7.69285,11.2822,6.15816,7.50046,11.4467,11.4128,16.4022,12.1409,14.2638,11.4159,6.37563,9.17247,8.04051,30.5026,35.3574,30.1655,40.0726,29.1833,34.557,35.224,26.2056,40.8972,34.7747,46.4258,56.8706,52.1448
"PRM3",14.6897,16.5814,18.4201,12.7833,12.7203,10.6917,7.24319,14.6084,14.5392,17.9667,9.71957,0,5.42474,15.935,14.0402,0,26.6069,14.1721,21.1222,16.8373,5.04374,9.37111,33.2026,14.5322,22.6271,11.1369,21.6659,28.8928,23.5645,17.0869,5.71894,33.2728,25.6831,34.2976,26.3921
"NAB3",51.7852,49.8269,44.4396,42.599,57.5397,47.8911,49.5966,52.1401,53.6199,54.4127,52.0048,52.5275,50.4813,48.5563,50.303,44.0674,49.0467,48.8816,48.1561,53.7744,45.9014,51.7844,48.6844,47.3403,52.5852,52.211,44.0245,51.351,48.0715,40.1323,45.1729,35.0016,63.6433,64.8562,70.2548
"COA2",409.687,393.374,310.577,320.76,275.943,196.204,253.442,170.971,102.465,218.84,182.272,311.592,240.345,186.668,184.575,311.699,134.144,173.372,158.351,137.196,96.1294,57.3794,105.217,200.287,71.4958,131.46,98.7901,98.9314,142.009,222.242,98.9691,179.575,127.909,153.909,158.094
"POS5",12.2476,11.49,16.1947,12.0595,6.08006,16.5632,13.8815,13.5331,11.354,14.816,10.1993,13.921,16.1906,16.3029,18.1172,0,16.638,20.9528,21.9135,20.4309,14.8648,18.6679,18.5203,19.3152,18.752,16.1167,20.7125,24.9842,19.5378,15.7204,23.8778,18.116,21.4235,20.3368,20.9115
"MF(ALPHA)1",2.30334,2.3004,3.47231,6.84222,0,5.69535,3.47952,4.35128,3.24612,5.47127,5.42743,10.0192,5.80366,4.77472,3.5466,0,1.19334,4.75301,0,5.50722,2.20437,3.05732,4.40424,2.13821,5.34504,4.88653,2.40671,4.79486,2.59999,3.68372,3.68465,2.69011,1.45236,7.27664,0
"UIP4",46.5355,41.1281,61.0462,49.4966,45.0682,41.6401,53.9536,57.0432,64.5957,63.5817,62.6378,61.3464,50.5363,63.1729,71.935,189.659,79.2436,71.1207,74.0923,85.5017,84.5894,78.7972,523.295,513.586,552.882,531.908,460.313,433.615,497.417,526.435,527.645,530.36,887.306,869.115,850.167
"MRN1",36.2488,47.6798,40.2365,37.9888,47.7062,42.5962,40.0943,36.1746,35.9345,38.6418,34.3902,33.1678,43.8233,37.0571,38.4463,15.1701,35.2872,41.5593,40.1931,35.2837,37.7292,32.9968,43.7274,38.8787,39.2961,41.5616,37.4752,43.6584,34.4458,33.2383,37.0632,34.5051,51.8651,55.6263,50.7587
"RTC6",69.1455,73.5923,77.9889,56.0665,73.0019,75.3413,54.9576,83.6613,60.6548,61.3259,75.9528,0,50.6194,93.9124,81.8816,0,58.9101,66.3284,65.5165,81.2281,81.085,129.057,131.573,241.148,197.839,222.197,132.458,123.917,141.692,207.627,138.694,261.32,183.643,183.838,135.783
"RTT10",9.26868,6.97696,6.35937,8.62553,8.3117,7.48251,6.56964,6.47094,6.97191,7.27721,8.75126,5.08378,6.35586,14.4116,14.8923,2.96742,14.6657,12.5458,15.9784,12.356,14.7975,13.1709,18.3996,15.4302,20.0615,17.6596,18.0571,17.7532,18.9485,15.6808,16.0548,18.9306,15.2943,18.1268,16.8772
"CTI6",55.6778,56.0159,57.021,52.5617,46.5584,47.7539,50.4282,74.1802,66.9262,66.9497,78.5684,61.53,58.4297,52.0457,55.8363,91.3118,56.3696,49.8086,48.8262,69.4848,55.8282,67.6888,68.6944,77.9939,77.4181,70.2404,67.817,57.6419,56.784,64.4624,72.2029,67.6154,75.7814,79.7647,82.3949
"TCO89",12.2399,12.9921,11.6401,13.9088,13.9507,13.8121,13.1006,15.0392,14.9383,14.549,11.3209,10.5199,13.5284,13.2005,16.749,3.56192,16.2399,16.3435,16.1026,16.7337,15.4909,17.5376,34.5241,32.271,36.6686,36.579,29.9924,29.2276,23.6926,26.3606,25.9541,26.5741,44.0347,43.4952,42.9053
"PPQ1",91.2269,88.5382,83.4451,88.7331,94.9956,90.6635,92.0588,82.4935,80.0185,71.8645,75.1742,88.0207,88.1617,108.403,108.652,94.2828,114.35,113.7,112.575,115.822,122.728,126.393,204.542,175.711,183.809,187.832,175.541,169.897,175.667,161.31,179.321,170.263,190.163,196.488,188.852
"CBC2",152.663,175.921,155.527,164.097,151.594,175.164,160.805,150.005,167.777,168.96,144.421,152.285,165.249,145.089,144.294,101.177,123.34,143.66,138.958,126.121,150,141.045,95.5577,87.1591,94.9471,77.7774,96.0295,87.7245,140.662,96.5761,109.788,118.703,86.8009,101.368,73.5933
"CUP9",75.9555,70.1461,62.795,69.2309,76.3025,70.9957,77.8223,74.9742,86.2682,81.5584,60.7944,28.3863,66.4084,82.9161,89.0816,64.4583,85.9184,82.7707,86.8946,87.0148,94.0145,90.9964,136.053,154.694,144.901,139.275,148.584,126.081,119.45,120.289,137.704,130.91,144.062,155.311,151.872
"TRE1",23.4715,27.0446,28.0506,22.1728,27.1374,26.5098,22.9516,26.5467,22.6224,21.1466,24.8863,16.1337,24.2357,29.9475,30.8636,22.0912,27.9271,31.4435,31.6036,30.2273,31.4505,30.647,51.023,47.2316,50.5516,45.2321,45.136,48.5568,49.8586,42.4652,48.2915,44.9108,60.2531,64.6549,57.6199
"SPT14",19.226,25.1523,20.8275,19.503,17.2314,16.4956,19.0942,20.3106,20.7164,19.8759,18.0982,7.523,18.558,16.4817,27.3447,30.1272,16.9083,20.6101,22.4018,17.5257,19.7602,22.7272,29.8695,25.8381,22.3322,28.7022,31.5326,32.7323,29.6925,32.9662,23.4131,33.5244,34.6852,37.3662,36.0104
"NIP100",11.3168,9.43582,11.9161,11.1581,9.59664,11.3236,12.7136,8.94305,10.7496,9.51195,9.69542,13.2151,10.0774,13.6734,12.9673,15.7829,11.3636,12.6706,11.6397,12.3124,15.9619,16.9062,27.2406,27.6698,27.1095,25.8742,22.4176,25.9785,26.3576,22.6228,19.2628,18.9085,23.935,21.3476,21.331
"MRPL40",38.6403,36.7948,36.1811,38.7235,32.971,38.6646,42.931,47.4074,42.1285,39.4181,45.0178,37.94,43.476,39.1316,42.4973,31.7665,35.588,39.275,40.1798,40.3683,42.3967,42.1759,76.0801,87.1492,82.5629,59.8971,71.0617,79.6966,82.3181,69.748,68.5599,79.4989,91.3113,96.0391,96.1002
"COX10",14.7737,17.2485,16.316,16.514,17.9918,14.2329,12.5347,12.6671,13.8953,11.4089,13.4246,24.4379,16.9456,16.1448,14.1494,6.3116,13.097,14.6382,18.0859,16.0498,14.3801,14.4595,45.9905,47.481,51.8952,36.6585,53.5569,41.4409,51.7979,44.5398,52.2245,47.4137,28.878,37.6153,32.0708
"OYE3",83.6371,83.84,81.6649,84.1235,88.5987,84.1382,83.1637,110.039,114.312,107.169,102.257,107.378,77.3339,79.4223,77.3789,145.263,85.1881,78.2293,86.2425,239.727,247.184,249.342,265.512,261.951,285.687,255.519,240.753,259.208,248.453,267.037,264.662,250.767,307.005,311.158,316.105
"DAP1",305.113,342.103,330.175,304.549,349.803,321.896,310.916,321.938,332.806,365.629,288.638,300.884,321.246,234.056,245.755,108.29,285.39,257.221,256.384,199.109,206.105,234.142,275.713,209.095,211.79,224.742,214.556,184.616,234.437,241.959,204.396,226.746,123.676,117.659,131.768
"MEX67",46.1459,51.6193,46.0432,45.969,50.0837,47.2783,50.9247,46.1462,46.8115,53.0778,53.0488,43.4784,48.0251,73.9916,66.4412,54.2904,67.5629,59.3194,64.6898,65.6655,59.9065,62.5676,47.9153,42.2884,49.7759,46.3468,45.4318,49.7666,44.815,48.1388,38.4724,42.1581,34.1925,32.2597,30.636
"REV3",3.65238,5.19912,4.09075,4.13737,5.08038,4.02956,4.95424,4.54355,3.65306,4.71265,3.38073,5.35009,3.94413,5.17772,5.28364,4.02409,4.23098,3.73235,5.44019,4.41382,4.53254,4.70771,14.4056,14.7362,15.1344,14.604,16.0177,13.1933,12.4677,13.8326,14.5694,12.0918,16.7609,12.6873,14.2665
"ATG29",24.1471,36.4263,25.8041,36.4737,34.2057,29.3384,26.4974,32.5712,23.0266,28.3883,25.9967,0,36.6237,28.2066,34.7,18.9201,32.2797,38.1618,30.7332,33.5384,30.9827,29.803,46.5761,48.4452,54.9166,49.7644,55.3398,43.6182,31.4151,66.1234,60.2576,47.3434,64.0383,76.2982,58.325
"SET6",49.6159,44.9933,48.5873,44.0651,46.3338,46.8948,39.0397,35.5107,42.7468,45.3167,39.5091,60.0442,46.3422,53.5213,49.7006,50.7451,48.1334,52.8793,55.2885,53.9846,54.1894,58.4706,90.38,76.4121,78.2367,85.3001,86.2302,79.1888,78.6477,86.9457,86.4588,64.3303,96.2885,85.4828,101.873
"MLH3",13.5457,13.2523,14.4431,11.6985,12.485,15.6736,12.068,14.1118,14.0175,14.026,11.836,7.43044,11.7562,15.274,15.5176,8.31914,12.9783,15.5486,16.0086,19.3177,16.5281,13.1135,29.8314,29.2655,31.1722,31.945,27.8167,30.5272,32.6628,26.4942,26.9623,20.9308,30.4596,32.2943,31.4813
"SVS1",79.6818,78.9793,96.2779,88.6597,95.4553,75.7663,81.7791,88.7823,83.9091,97.491,82.0485,85.5772,74.2895,75.8868,74.1383,75.2681,63.2138,66.9845,65.2208,80.853,84.2,93.5803,6.21291,9.94532,11.8463,15.248,10.2108,8.33791,4.5614,7.16778,15.1628,4.62134,10.706,11.3013,8.55568
"BEM4",18.4038,20.4452,17.1676,17.6461,21.0138,21.2249,15.8052,15.0653,16.4252,14.9614,14.1103,23.8323,20.1363,18.5532,21.3396,16.1169,17.595,20.4319,16.9936,20.3422,19.8025,17.2607,14.9242,16.1047,18.6653,14.5153,12.1114,16.372,11.3102,12.9903,12.9832,13.2444,10.2211,11.4328,11.5246
"CDC60",72.4952,73.9387,75.6431,75.8902,80.2525,75.3717,73.7053,68.6453,70.2956,73.3936,75.6461,71.4434,81.0684,116.975,113.998,123.12,113.856,116.211,117.173,115.679,113.717,115.587,47.8781,49.762,43.4137,52.3642,39.7037,38.7037,40.9367,37.0593,40.0946,37.9076,36.4908,41.6898,40.0833
"PET20",62.8955,61.9274,66.2554,67.772,74.1025,69.1432,58.3694,65.0357,69.6992,51.7494,66.0084,41.8072,54.9334,55.0121,58.1684,40.857,58.7563,60.7879,54.6169,52.6073,52.9022,57.0891,257.01,283.946,288.337,250.943,189.339,191.919,215.801,215.536,218.155,212.461,346.234,369.984,344.54
"AIM44",17.7417,14.0638,20.0388,17.518,17.5228,17.3339,21.1838,17.1383,18.3676,14.056,17.5438,16.7194,17.8117,15.7239,15.2419,11.9563,14.8776,19.9079,17.6515,19.0868,19.0361,21.5852,6.18377,8.72721,5.55983,5.40333,7.03743,5.3736,5.48073,6.95206,7.20004,6.76775,8.45838,7.15343,6.88206
"TGS1",14.0481,15.0003,20.2473,17.4023,16.5011,14.4007,20.1495,17.7379,21.823,18.2599,15.1665,15.6263,16.1875,17.775,13.8259,10.0735,15.7649,14.9842,13.7933,25.7567,15.0016,19.2835,17.9814,18.1308,25.5733,22.0721,18.9407,20.4903,17.4577,24.3525,18.156,22.8541,33.6378,29.4316,33.7962
"PRM4",25.7478,28.7513,27.4479,26.6324,23.8942,28.0569,21.2455,24.6611,21.1443,21.8799,23.1539,22.3547,22.9316,23.1695,19.2741,0,19.2601,19.4287,24.5691,17.0314,26.3062,24.5739,90.3581,82.8635,88.8214,80.67,102.711,83.3571,110.566,98.7674,96.4689,107.825,102.495,101.951,115.479
