"","GSM3714420_Galaxy259","GSM3714420_Galaxy264","GSM3714420_Galaxy269","GSM3714420_Galaxy274","GSM3714420_Galaxy279","GSM3714420_Galaxy284","GSM3714420_Galaxy294","GSM3714420_Galaxy374","GSM3714420_Galaxy379","GSM3714420_Galaxy384","GSM3714420_Galaxy389","GSM3714420_Galaxy394","GSM3714420_Galaxy400","GSM3714421_Galaxy415","GSM3714421_Galaxy420","GSM3714421_Galaxy430","GSM3714421_Galaxy531","GSM3714421_Galaxy536","GSM3714421_Galaxy541","GSM3714422_Galaxy451","GSM3714422_Galaxy456","GSM3714422_Galaxy461","GSM3714423_Galaxy466","GSM3714423_Galaxy471","GSM3714423_Galaxy476","GSM3714423_Galaxy481","GSM3714424_Galaxy486","GSM3714424_Galaxy491","GSM3714424_Galaxy496","GSM3714424_Galaxy501","GSM3714424_Galaxy506","GSM3714424_Galaxy511","GSM3714425_Galaxy516","GSM3714425_Galaxy521","GSM3714425_Galaxy526"
"RPL35B",876.154,842.482,921.56,878.498,791.764,876.415,856.706,3356.32,3221.9,3385.11,3317.99,3139.11,847.69,877.813,850.846,1262.94,918.125,859.456,859.708,953.994,1038.87,897.346,272.197,353.331,308.968,374.081,290.293,341.102,296.863,358.237,414.415,385.343,716.238,724.683,768.562
"RDI1",209.079,192.916,177.382,187.482,191.38,172.584,194.097,158.387,162.154,145.885,160.372,166.402,183.823,167.23,176.361,186.856,214.962,188.571,168.879,202.356,199.051,202.767,125.228,102.691,101.505,94.4145,142.165,132.115,119.024,109.195,102.867,110.732,92.5969,111.197,92.3697
"PPH21",160.029,159.449,169.87,174.426,161.136,163.702,148.08,171.626,183.247,178.823,180.516,182.538,165.467,192.962,179.914,231.534,177.736,180.993,183.092,169.727,189.335,163.203,165.744,173.694,174.817,191.707,150.527,171.866,153.016,158.522,165.846,174.9,173.166,168.73,214.806
"RPL41B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDC53",59.5672,58.6133,63.0941,58.1481,52.2,56.1717,54.5489,52.0619,55.4358,50.665,57.0502,45.0369,54.5519,56.3862,70.0947,70.3754,61.737,61.539,60.6456,61.1808,57.8791,56.3995,50.4629,49.5406,47.792,52.6777,42.1722,45.8552,44.7086,50.772,40.6364,38.6281,55.0963,60.3835,51.1558
"LYS21",181.812,187.646,183.674,176.309,177.46,185.016,182.54,213.005,203.101,210.363,197.731,203.226,170.827,218.453,204.737,238.389,205.97,205.945,214.844,231.788,243.733,229.948,126.524,128.614,137.569,117.167,119.418,109.211,113.181,109.64,108.162,102.672,86.4494,80.7978,84.5625
"STF1",382.728,391.777,400.99,469.512,346.506,489.937,346.156,316.777,363.808,329.119,373.919,438.24,424.767,334.662,337.87,686.219,291.959,269.786,281.737,372.796,335.133,429.629,945.528,1177.35,1297.87,1302.34,928.439,931.52,1012.33,1210.2,1531.52,1576.57,1772.82,1707.99,1641.2
"RPP1B",1254.77,1141.3,1143.65,1214.14,1109.35,1200.4,1300.77,1075.77,1184.18,1080.72,1240.43,1182.2,1210.59,963.239,951.097,1497.8,933.242,928.915,888.959,1059.23,1116.23,1071.18,268.331,247.792,252.931,345.334,274.288,205.247,335.555,305.386,300.397,200.505,364.166,363.585,496.348
"VCX1",78.1209,80.6943,80.196,92.5201,73.283,83.8257,81.0595,76.4525,78.0679,74.4271,74.4442,58.9818,85.6021,115.269,104.219,93.987,111.903,107.232,100.767,138.035,120.789,133.626,136.525,137.681,141.841,153.114,137.835,135.731,141.962,127.821,133.169,152.452,67.7342,74.2767,66.5489
"PCL2",20.878,25.0561,29.1487,25.5087,27.6729,25.1909,26.9503,19.9989,20.7375,20.9831,22.1183,20.106,24.0124,29.1231,24.6639,34.7672,26.6209,25.2369,24.6944,33.1977,39.88,31.8407,9.31058,6.46668,8.65719,5.94221,8.67789,3.86789,10.5755,9.59096,8.14668,7.55615,7.453,8.42964,6.12849
"CDC48",453.342,448.427,444.399,447.333,429.746,438.341,448.751,477.261,504.137,483.342,488.832,474.945,468.349,490.266,465.292,492.521,476.896,483.688,476.408,408.626,404.251,398.397,488.97,474.927,483.301,466.062,466.491,461.993,454.642,424.085,426.184,434.881,573.432,583.282,577.745
"HNT1",840.188,782.273,810.113,862.514,835.177,833.47,844.417,723.886,788.979,749.452,757.478,691.27,864.75,835.025,751.279,618.512,800.831,777.221,765.432,630.7,623.754,634.622,376.416,400.842,402.506,362.87,444.98,440.23,366.651,390.108,421.409,450.066,290.856,332.338,355.608
"SNA4",94.0501,107.701,118.627,92.2131,84.9648,83.6306,81.3439,110.028,91.9721,75.2804,92.2362,148.352,84.126,123.604,154.104,100.597,129.94,118.165,121.342,124.983,128.129,168.503,166.399,165.576,178.647,142.447,149.133,167.503,143.828,151.134,153.172,158.624,128.821,139.517,179.393
"UBP1",30.4337,30.0209,31.6261,33.3763,34.7811,30.8511,33.7205,28.8316,30.3064,31.7996,30.8507,32.4302,30.7256,38.1113,39.8764,41.2298,34.7202,44.0804,43.7648,34.5161,35.224,35.828,68.5777,72.8769,73.5942,64.1368,57.1966,60.7334,59.0524,63.709,65.132,58.3991,98.7894,95.3563,88.7616
"YFH1",61.4994,69.687,67.3793,68.7585,60.3957,59.9888,65.6013,61.6548,63.2975,54.0137,75.4114,36.6554,59.8236,65.2838,58.1007,72.632,59.33,66.1903,49.0429,55.8116,52.9477,63.1816,46.6712,32.7075,51.4935,47.043,51.5173,58.0751,78.0395,56.1111,43.7451,57.0725,58.2524,51.953,55.4988
"CYK3",22.1718,23.0395,22.1733,20.2958,24.5045,19.1452,20.1327,23.2237,18.1514,21.5614,22.7835,25.8792,18.2959,19.5448,23.0395,33.6188,20.1331,21.7908,21.766,21.0356,23.7614,26.3383,16.369,17.0538,16.4767,16.0548,19.2768,15.4986,14.8234,15.9629,21.2146,18.2682,18.0273,20.958,17.7313
"NUP84",22.3429,21.0768,18.2767,17.9177,19.8043,20.5011,21.8515,17.0285,21.3,18.0707,17.7708,17.5343,21.3413,23.3389,19.2418,21.9313,19.7784,20.7654,21.4204,19.7189,19.9185,18.1557,21.5517,20.3344,25.9283,18.6114,22.2436,17.903,15.1905,22.6433,21.5989,21.2004,22.6574,19.8253,19.6748
"IWR1",69.3339,75.7976,76.9643,66.7195,74.1295,72.1913,62.2465,77.1399,78.2828,81.9721,81.3242,64.2789,79.8664,70.7478,70.9627,94.6346,77.4594,67.4889,75.9992,71.6564,74.9592,71.9296,136.637,135.026,135.606,136.753,125.381,137.642,140.078,129.334,105.341,113.679,241.453,234.55,237.646
"ATG20",25.1593,27.33,24.97,25.3622,24.6706,23.914,25.8454,24.498,25.4166,22.8049,25.7018,16.8142,22.7204,26.3351,25.1126,31.7721,32.4103,23.8023,24.8762,27.1426,24.6141,26.4939,49.3555,41.4353,41.0732,49.652,39.2916,45.5416,48.0101,41.3681,44.1988,38.3838,55.0186,64.9291,57.5361
"TRM3",5.95371,8.58054,6.51318,6.2077,6.00813,6.47876,6.23842,5.37544,6.76757,6.24119,7.24911,4.91427,7.38765,8.94533,10.1567,19.342,9.66533,9.61366,9.88498,9.48071,8.92196,8.22082,13.0301,13.5315,13.4054,12.8327,11.6142,10.8863,13.0305,12.6241,10.6151,11.7492,13.8952,12.1336,11.7805
"RRP42",50.2354,72.6035,55.3522,66.3387,41.8413,56.8081,55.9883,55.7235,50.1075,58.1672,68.2954,53.9579,54.9351,68.263,65.8625,76.9221,78.3642,62.1669,65.7518,65.2199,65.4396,80.0336,101.666,107.502,80.5653,85.4109,102.681,93.1013,78.2231,88.293,82.8568,113.699,117.46,114.454,122.008
"TMA17",747.717,779.707,779.264,738.238,771.456,738.878,735.009,974.001,970.343,973.412,975.836,1007.59,795.761,537.938,543.755,614.585,462.966,483.892,497.249,480.888,465.343,512.008,422.97,483.77,471.576,464.379,443.111,407.364,419.152,436.72,417.958,451.932,632.992,678.037,605.559
"KIN28",33.4139,27.2668,39.8545,32.1675,32.1168,33.5487,29.695,42.9677,33.113,27.3331,36.7391,40.5519,30.1503,28.9973,32.3735,41.6481,25.4197,28.6152,29.3333,25.4973,37.4158,28.4808,30.2895,31.2471,27.9346,28.449,38.888,35.0169,35.2376,39.6115,43.9393,43.2179,44.3453,43.5884,39.909
"MSS2",20.0986,18.7265,17.388,21.6812,10.6089,13.3457,12.0572,10.3095,17.9266,14.0678,12.4875,10.2214,12.4486,15.9177,17.8695,0,14.747,13.9691,19.701,15.8405,15.3949,13.819,34.5648,27.8195,25.4464,29.8957,30.5382,27.273,25.4093,25.8453,27.1238,31.6407,35.9724,31.516,27.3924
"PHO2",20.8532,22.2172,18.7407,18.9557,20.0209,18.6925,16.2334,16.7455,14.7398,15.1306,15.2226,7.85448,14.6615,16.6983,13.1011,16.9502,19.8172,13.9398,20.0964,17.8076,21.8975,17.0374,22.821,25.7753,23.4455,23.7983,18.7496,19.3235,24.2346,17.3916,22.7508,20.4318,35.8108,34.3409,38.2782
"NSE4",8.59648,6.72139,7.34791,5.99444,8.85069,7.57534,8.00935,8.41349,6.81118,10.0257,7.14903,5.76933,5.45955,4.34026,4.35236,0,5.42623,8.00625,3.98366,6.71373,3.67052,4.69526,7.11864,13.3296,10.5723,9.96969,6.78748,7.47035,5.94833,11.9265,5.71516,12.8423,11.6493,12.5948,11.9696
"QRI7",16.0037,8.55513,6.6424,9.69175,10.9835,8.12018,12.8557,14.7353,11.2851,12.3461,11.3299,8.52582,12.8837,10.7803,10.8461,39.4585,11.1261,9.8715,10.1567,11.2698,14.5205,15.755,19.1351,20.7669,15.6746,13.6785,18.4784,19.121,24.2323,16.4036,18.7249,25.2888,25.984,25.9714,25.0432
"QRI1",66.5958,61.7311,70.8906,65.6943,77.0546,72.5048,69.7238,66.592,79.2868,70.0181,76.0566,105.923,76.4107,57.5744,61.8451,48.6912,55.2683,58.4049,58.8209,50.4855,58.8826,52.008,22.5948,28.0422,27.8296,21.5902,24.879,26.8566,21.7755,24.5362,22.3039,23.838,21.5992,26.7495,24.6599
"POL3",8.03555,7.07249,9.19488,7.77805,5.89792,8.79789,8.05894,5.63948,6.4015,8.09925,6.83004,2.80092,7.85609,11.033,6.45523,8.75263,8.3834,9.13674,7.04768,7.0959,8.5356,7.00365,14.7569,12.352,11.9326,13.5183,11.2919,10.5869,14.0556,14.6437,15.5272,16.3772,13.4202,16.2024,18.0685
"DUN1",28.2624,26.2829,29.2287,32.5095,23.3889,24.7804,23.4152,25.9192,26.4448,26.7632,25.8531,28.1167,29.6167,20.8582,20.5348,11.3956,26.7197,22.1328,19.7576,24.74,20.8974,29.2997,12.3405,10.7451,9.46788,7.53338,11.7844,9.3102,12.2403,9.60523,10.0029,7.5452,13.0757,11.8896,18.0691
"GET3",321.412,329.968,309.606,323.91,286.278,351.645,332.654,352.282,337.004,346.513,345.228,333.75,323.488,283.76,300.305,310.573,290.818,285.236,282.48,237.959,235.813,240.511,202.252,194,206.041,199.014,181.101,193.363,207.749,207.133,209.69,205.144,245.165,254.972,257.672
"BUG1",128.513,127.246,122.593,125.132,138.756,124.646,102.882,143.171,133.536,131.286,123.774,120.108,120.687,86.8273,87.9773,42.5447,87.7126,77.6249,78.4539,84.5999,82.7541,81.6883,108.157,92.6602,82.7027,92.8926,86.873,87.8519,85.2586,65.9951,71.674,59.5068,177.098,195.393,162.846
"SNU23",30.6052,26.0132,22.1252,19.0396,16.6565,19.603,31.3287,15.8576,19.0871,19.3062,14.1563,30.7939,22.7984,20.5195,15.3458,0,17.4958,21.6251,16.3902,19.3627,14.385,17.5452,44.2393,30.805,34.384,18.0988,32.3236,44.4986,46.4246,44.1177,35.0303,53.1485,36.527,31.667,32.2524
"RPN6",246.502,245.14,240.213,237.534,225.405,242.106,237.686,246.406,235.77,237.454,235.578,234.201,237.832,223.051,218.233,178.655,208.92,223.545,228.143,201.294,185.566,199.108,192.51,190.243,197.687,204.736,186.451,168.093,153.161,171.691,175.269,184.378,210.024,216.675,223.86
"OPI6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PMT1",116.347,120.056,108.621,119.533,109.917,121.644,123.734,103.291,100.947,105.931,110.066,112.933,115.685,131.639,130.758,144.941,136.338,127.986,128.029,147.658,139.446,136.447,75.0905,78.2469,68.4551,68.0598,78.6806,71.7114,65.5471,61.7515,63.7272,72.5665,66.0204,63.1912,64.5698
"PMT5",24.3637,24.3089,26.7778,25.4242,27.8826,24.0963,23.3115,21.0552,18.1665,26.8846,27.1323,32.7592,20.3819,30.3247,28.1818,26.0025,33.8616,30.4337,29.8395,31.0357,32.9625,28.6207,33.3471,35.8662,32.1434,33.2268,35.0877,28.2993,30.2287,24.2712,27.7795,25.2371,19.8853,20.783,20.4691
"SRP14",304.594,310.755,318.888,298.517,307.401,327.077,267.738,293.933,297.854,280.734,289.274,274.092,262.375,257.472,264.927,233.04,220.647,258.919,253.245,243.876,265.311,251.334,118.692,138.729,142.921,101.756,164.914,126.664,140.483,121.77,136.098,102.584,145.974,120.78,165.469
"UBX3",68.074,66.9381,64.7206,57.0876,52.2208,62.262,59.47,54.2769,52.3214,54.8405,58.4276,69.6684,58.033,64.8329,49.3417,48.8914,61.3125,57.0314,54.0142,50.2004,59.1838,57.7837,59.4864,62.7798,61.0819,70.4095,54.6636,58.5328,54.9036,61.9796,59.9372,64.6005,75.9121,82.9998,74.5425
"RAM1",37.2674,37.626,35.4751,31.6304,31.5784,38.0505,26.8869,35.5344,40.1438,39.1844,37.4456,47.7595,30.9086,34.9934,34.5386,43.6186,34.5335,25.2559,36.9236,36.0088,34.2017,30.6059,31.6051,37.6072,36.2076,31.5571,35.3737,32.8436,26.6003,32.1246,36.7551,26.5091,46.6873,46.1927,57.748
"NUR1",30.8537,34.8833,32.7896,36.467,27.2291,31.2868,35.3156,27.7355,33.7597,29.6437,23.4279,23.1411,36.6085,32.4838,25.4705,44.5821,30.6453,36.4809,26.3422,37.1008,33.1615,33.0983,38.6479,38.9096,55.9817,49.797,26.4324,31.8081,29.3796,36.204,35.8234,34.9154,37.1703,34.4959,33.8565
"ASM4",40.1822,37.3096,42.9888,39.4605,39.0901,37.8276,34.665,34.556,27.8218,34.7421,39.4239,35.5653,37.1787,43.3322,43.9679,67.638,48.3293,48.9218,52.4608,41.8577,44.8708,38.4269,45.5551,54.9681,43.5431,48.7352,40.2058,33.0396,49.2875,50.1122,44.9116,43.9707,45.233,44.1788,47.8883
"LUC7",11.4865,12.1152,13.6243,15.7167,17.0577,15.9357,12.6536,10.8365,11.8472,10.3518,9.72936,0,11.1599,18.6342,15.7811,0,17.2419,9.58649,18.1174,15.3117,15.0867,13.5803,15.2206,19.2451,19.2731,15.0838,20.6817,6.91808,17.1746,21.2637,13.4129,17.2454,11.4097,13.6017,12.2369
"NDE2",5.16939,4.95806,5.36172,5.51532,6.42972,4.56685,4.45538,4.79096,5.19203,6.78722,6.08198,2.0173,5.04214,6.59796,6.0028,14.2967,6.19248,5.5965,8.60229,5.15834,5.89618,3.32943,79.9992,75.617,83.4911,82.9697,70.9969,73.4461,66.2295,62.0365,67.3515,64.1522,134.909,132.16,131.556
"SUB2",449.126,453.815,423.657,427.147,438.53,447.853,419.427,391.237,367.096,370.948,389.698,420.357,420.556,460.507,453.876,455.686,456.276,481.307,454.093,490.489,490.09,515.858,154.504,141.122,144.883,162.91,148.203,153.413,149.936,143.394,156.277,130.825,155.107,170.036,163.94
"RPS16B",1107.16,1152.32,1058.29,1167.78,1129.2,1057.32,1102.62,1139.57,1139.55,1176.32,1120.38,971.475,1082.87,1324.9,1379.68,1339.83,1355.83,1336.06,1287.66,1228.15,1208.59,1206.81,240.857,267.863,227.395,240.135,305.588,266.393,266.476,237.844,318.964,276.745,292.341,262.668,255.381
"RPL13A",709.562,654.532,695.206,692.544,637.618,690.412,735.424,624.598,675.668,688.282,612.368,762.411,733.442,832.367,827.999,881.03,807.337,800.594,858.963,857.84,864.374,899.891,157.651,142.442,121.597,129.617,142.754,144.737,151.98,166.587,165.288,183.732,160.303,139.739,169.889
"RPP1A",1457.62,1481.01,1333.61,1434.88,1462.29,1408.19,1402.79,1264.03,1221.69,1365.12,1294.13,1650.16,1453.72,1281.18,1441.71,886.657,1351.11,1453.74,1275.34,1928.38,1817.36,2066.19,430.986,468.037,408.316,435.233,381.198,455.731,392.875,401.557,401.618,466.601,996.258,985.836,987.674
"THI3",32.3857,36.7012,37.1296,36.0781,35.487,37.5829,36.1988,42.6137,39.9065,38.6902,38.9464,34.7869,34.0808,37.0751,37.162,43.4639,38.7839,36.9872,38.7566,43.9597,40.14,44.6055,30.7608,30.5706,31.0413,32.7415,28.0151,31.8339,26.4782,31.8793,30.5385,30.822,30.6112,29.7121,31.4785
"MRK1",11.776,16.8843,15.4406,16.0135,12.0482,10.1692,12.4325,15.1206,14.0677,15.9261,14.3639,8.89184,16.9291,13.5554,15.5532,11.4678,14.5491,16.3342,16.0022,13.5684,12.144,13.9737,14.7495,19.8162,17.8938,18.7051,15.5293,19.3092,20.065,25.4198,17.8052,20.6455,28.0912,26.4949,22.7062
"MDH3",182.628,192.81,192.625,201.262,202.822,190.361,196.445,251.271,226.326,257.979,220.025,245.473,205.209,204.942,208.429,146.91,210.337,214.511,203.35,219.837,221.826,212.288,244.008,253.017,244.678,243.056,237.207,246.709,250.875,255.492,237.138,243.509,317.194,290.984,315.964
"VAM6",9.31031,12.2271,10.9418,11.2299,11.9429,10.8287,10.3009,11.1982,11.5422,10.5143,11.3797,14.6908,11.2715,9.34878,13.2306,11.8176,12.1688,10.5933,11.6707,11.4696,12.4025,9.54167,15.563,13.1939,16.8833,15.0915,15.5017,13.8331,13.3026,11.9306,8.60009,14.7965,15.4943,13.8775,16.5944
"RXT3",78.9242,78.1842,79.758,68.6026,74.3096,68.3218,79.406,69.7543,68.8605,79.4285,76.4962,68.3498,77.6409,77.2049,71.8112,45.1537,81.6651,74.8089,75.9475,75.8484,78.9263,79.855,51.3533,54.3672,54.429,53.1183,62.5807,57.2187,68.6026,46.1297,48.3942,60.2211,70.0833,73.4535,76.4951
"RPL31A",3583.45,3285.67,3337.42,3394.44,3489.44,3374.69,3278.57,3590.71,3437.95,3603.49,3427.56,3574.71,3289.16,3337.14,3405.62,3408.97,3400.88,3384.24,3361.55,3589.56,3687.94,3642.51,549.154,527.231,561.463,543.878,624.937,781.407,630.906,645.043,663.757,556.836,768.943,740.186,774.438
"BRE1",37.3799,36.1318,31.5057,37.0874,35.5163,35.5392,31.2241,30.3733,32.1276,31.8563,35.3712,47.1646,34.4762,39.3622,38.1281,39.9781,37.0467,42.3768,40.4994,36.9856,37.7711,38.0939,42.769,43.9384,47.8622,38.0753,32.0111,38.9088,37.6314,34.7613,38.1249,36.4853,49.8896,48.2245,42.1705
"YET3",371.011,380.687,333.262,350.966,350.632,376.69,363.634,298.052,324.19,297.403,308.239,366.219,395.842,328.131,329.144,224.646,336.692,341.266,339.806,295.157,316.43,322.346,236.388,252.394,261.489,277.585,237.791,225.808,251.204,227.595,234.844,209.28,277.32,337.259,318.632
"IRC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BDF2",192.191,175.692,176.274,188.966,175.848,194.38,188.595,170.997,174.383,167.154,166.197,143.424,195.004,208.496,200.072,186.221,193.409,203.798,210.739,237.146,239.585,252.172,200.56,209.585,212.619,231.078,167.699,187.971,191.637,197.243,184.689,183.21,185.36,178.39,176.121
"CBS1",11.3381,22.3728,22.3562,16.9751,21.3925,19.1985,25.1782,14.8539,23.2949,21.6021,11.3579,0,20.9422,18.2735,15.2644,0,11.676,19.7829,14.6235,18.3829,18.3304,13.3404,24.0071,24.6999,20.9763,21.7918,27.174,20.0268,19.95,23.1264,24.6947,29.7805,37.5913,28.6694,27.6467
"COX9",480.833,727.044,740.206,652.682,517.374,596.881,749.446,700.087,536.855,827.425,560.196,212.741,871.41,592.224,1032.75,593.558,488.671,583.714,707.761,733.937,931.682,978.251,911.503,1772.62,1566.84,1218.69,962.512,825.774,737.122,1979.84,1576.96,1927.53,1859.47,1758,1516.56
"IDP1",136.319,136.332,121.17,133.316,132.974,132.62,143.635,133.215,145.557,146.43,137.203,139.126,127,168.653,166.603,102.956,156.974,165.402,161.589,248.654,259.132,247.375,136.228,146.231,136.696,137.044,138.437,157.435,137.459,147.352,152.666,144.075,166.99,171.735,158.007
"PEX19",65.645,69.8306,85.1127,70.536,72.7905,70.3209,65.0211,80.2612,74.8377,75.728,94.1014,77.4317,75.6338,75.9683,67.7122,117.148,72.6447,74.8197,70.623,81.0882,82.4864,71.036,96.1644,107.083,108.918,93.748,100.735,105.682,100.688,108.331,108.856,88.6815,139.36,127.864,132.986
"UBC9",132.243,150.47,123.269,111.748,131.271,157.088,139.987,173.231,145.184,146.814,147.607,131.071,128.526,152.66,142.331,115.487,132.547,145.449,134.104,163.297,155.422,150.744,95.0329,87.5885,85.2157,70.2275,82.6554,88.1426,106.206,83.7434,80.2627,83.9759,88.0239,94.8867,111.299
"RPS29B",2813.38,2597.55,2177.16,2849.33,2881.49,2006.29,2540.21,2584.27,2262.99,2490.18,2585.4,1767.33,2293.29,3021.45,3450.74,1773.31,2942.48,2738.52,2368.47,3660.33,3701.72,2893.5,1073.52,1160.32,921.644,682.317,982.018,907.611,1268.85,1760.29,1192.04,1502.93,1105.34,1039.62,746.167
"TSR1",10.2563,7.49005,8.90291,8.34658,6.93048,7.89448,7.48899,10.3718,8.156,7.96526,10.776,13.3512,9.55052,18.9607,15.2982,7.06029,16.5837,17.9916,18.3401,11.67,13.3211,12.7616,30.0835,28.3878,31.6573,29.8748,30.8554,29.5294,29.3994,25.9467,30.2666,29.3537,32.4794,28.6407,33.2273
"RAD59",653.971,622.82,622.789,640.974,655.832,594.773,618.683,702.926,714.628,726.063,708.021,734.122,590.55,356.629,362.479,379.921,326.235,333.311,333.263,148.361,166.369,142.585,8.79354,7.1734,12.8246,16.4665,10.7964,8.67048,9.48733,12.036,10.3495,8.83582,17.0287,19.3717,14.008
"USO1",16.352,17.6036,16.8451,17.7576,15.5482,18.0695,18.216,15.0918,17.676,16.0785,16.6113,16.1704,18.5818,10.27,10.7347,6.43483,10.7713,10.5337,9.15037,10.6928,9.54262,11.3198,13.6203,12.1521,11.5176,11.1388,8.76498,8.11172,11.305,8.58294,9.82494,10.5454,18.3155,18.2517,17.5859
"MBP1",23.4193,23.4322,22.024,23.67,22.2851,24.8458,24.6923,20.6045,24.5055,23.4401,21.3622,22.6158,23.3532,27.4124,28.1654,26.9175,23.7822,26.3776,27.6474,29.968,31.2894,30.3845,38.2548,38.4322,37.8058,36.2162,26.8785,34.9463,25.65,32.6018,33.0619,31.3646,37.4979,39.086,40.452
"PSA1",1451.32,1482.48,1494.65,1460.93,1545.95,1489.98,1506.82,1405.44,1397.87,1412.39,1426.76,1427.98,1517.44,1368.17,1351.6,1383.03,1355.95,1334.7,1343.67,1755.55,1753.31,1775.2,101.18,94.7201,93.563,94.4159,101.974,96.815,102.804,89.2927,88.7727,86.7895,91.823,82.5614,96.8309
"MCH1",62.2235,47.5431,50.9169,45.9286,62.5146,51.4188,50.0346,44.5114,49.4078,47.7518,53.5755,46.06,52.817,72.6666,68.4529,86.7198,66.8864,74.1449,65.8496,84.7362,82.3087,79.8776,84.1048,84.3857,78.7091,78.0427,73.7085,81.5037,70.7128,75.8625,79.802,63.9259,76.4268,76.67,84.5595
"PBP4",117.59,114.885,126.974,108.007,136.726,108.205,138.981,115.168,110.052,131.219,122.093,124.44,115.519,113.469,96.0133,104.877,106.278,93.2098,95.5295,113.248,116.782,113.747,129.633,126.495,124.99,141.626,122.07,127.109,117.584,137.689,152.102,135.832,176.386,181.95,182.095
"SLC1",142.792,151.048,136.302,147.94,135.368,158.672,136.41,152.768,142.103,150.483,163.026,139.647,142.074,167.277,155.242,163.056,171.187,158.551,159.47,181.121,184.01,178.875,66.2857,81.1548,81.6623,66.8682,57.6769,65.545,56.5435,68.8295,65.7911,73.198,69.8019,64.7254,66.6602
"LHP1",63.0989,55.0926,47.1365,66.3079,61.542,55.3657,56.4283,45.4315,63.7134,65.4787,54.8893,74.6666,44.3321,106.267,99.5085,107.38,78.7833,102.7,103.801,89.663,105.621,104.255,75.4461,86.119,87.3706,81.9253,94.9893,96.1229,97.1418,93.7894,96.0139,85.0278,87.1943,94.694,80.5443
"KNH1",8.89669,7.47745,8.51443,10.0824,9.38614,10.8845,11.0621,12.5437,11.9472,5.78105,7.82088,4.83116,11.5663,14.1379,14.8621,25.6029,12.581,16.0604,12.6879,21.3052,16.0267,20.6638,26.1351,24.3481,24.8891,26.9169,26.82,19.7285,26.1354,18.973,28.1527,26.6375,22.1951,29.8302,23.4593
"STP4",67.3187,66.9579,64.1319,66.1361,69.4205,70.6483,63.0773,69.4561,66.3095,67.107,63.1375,59.3086,61.4817,86.7138,85.9985,71.8405,85.3211,89.6332,90.0138,182.724,167.56,180.499,478.884,470.683,471.587,439.025,405.946,406.244,400.236,381.726,406.448,391.41,304.58,302.254,316.337
"SIT4",74.3693,67.6504,76.436,75.9992,75.7666,82.5964,65.5002,82.434,85.7561,86.3404,93.7951,95.3102,77.8622,104.754,107.649,105.624,105.898,104.167,101.74,103.57,132.95,106.222,144.781,122.207,124.976,136.191,139.818,128.993,128.957,117.556,110.893,107.652,116.616,117.862,130.954
"NPC2",172.184,166.636,177.995,168.796,158.778,165.012,168.163,172.692,199.715,206.021,181.331,203.538,152.194,181.142,190.51,227.831,179.178,202.304,170.603,172.061,189.159,180.456,281.254,339.858,309.585,309.152,289.864,274,308.891,294.923,281.502,304.881,348.105,356.446,298.794
"MRP10",123.307,169.304,103.931,122.531,161.062,115.758,97.4496,128.963,103.549,122.746,146.668,229.291,145.919,91.7419,154.239,83.7919,98.9704,144.152,125.567,207.018,178.15,163.622,253.708,311.914,274.355,291.442,288.712,367.971,261.471,320.105,315.197,415.37,415.54,348.059,319.723
"FAD1",39.6067,39.947,47.5774,53.7163,62.348,37.619,40.5306,38.1448,36.5986,36.1502,41.1128,52.7174,48.1486,48.2497,52.387,35.3655,49.2226,59.4129,61.785,56.641,58.1646,44.468,66.1714,71.3545,60.1018,71.0094,64.9032,63.1524,56.6922,66.8041,57.394,64.3778,106.378,91.4677,84.1238
"MTF2",7.71345,11.3868,12.7991,8.51758,12.0727,7.05835,10.9117,6.71028,9.44441,9.83879,8.36663,10.3555,12.9382,11.4743,9.99961,6.81242,9.73048,4.74826,11.2152,11.5832,8.03984,9.33901,20.392,22.7107,18.9302,25.7537,15.7094,20.3758,14.5636,19.8501,17.2562,15.7374,31.8931,39.9277,36.1299
"PRP11",17.0711,17.6621,12.2711,21.776,20.9703,16.1269,17.9454,10.5598,14.1683,11.6802,11.5878,4.88031,16.4018,23.5415,27.4197,38.4625,20.8358,19.7431,25.6941,11.6319,18.4983,24.2034,33.0584,31.2081,27.1516,14.0771,24.0686,27.3592,27.2798,34.9073,20.3845,29.8338,26.4735,35.6558,29.796
"SIR2",6.92138,7.70801,6.91952,9.61901,6.60115,6.04085,5.87898,9.67122,6.47451,7.18673,6.71057,9.73838,7.05133,8.10077,8.17949,5.75661,7.41153,9.98612,8.14032,4.97584,9.9722,8.16259,32.1805,29.0868,33.0528,35.2572,35.8924,27.1857,25.9148,28.9748,34.0412,25.8646,28.4355,30.0991,35.2627
