"","GSM3713845_Galaxy26","GSM3713845_Galaxy513","GSM3713845_Galaxy518","GSM3713845_Galaxy523","GSM3713846_Galaxy528","GSM3713846_Galaxy533","GSM3713846_Galaxy538","GSM3713846_Galaxy543","GSM3713846_Galaxy548","GSM3713846_Galaxy553","GSM3713846_Galaxy558","GSM3713847_Galaxy563","GSM3713847_Galaxy568","GSM3713847_Galaxy573","GSM3713847_Galaxy578","GSM3713847_Galaxy583","GSM3713848_Galaxy227","GSM3713848_Galaxy232","GSM3713848_Galaxy237","GSM3713849_Galaxy242","GSM3713849_Galaxy247","GSM3713849_Galaxy252","GSM3713849_Galaxy257","GSM3713849_Galaxy262","GSM3713849_Galaxy267","GSM3713849_Galaxy272","GSM3713849_Galaxy277","GSM3713850_Galaxy282","GSM3713850_Galaxy287","GSM3713850_Galaxy292","GSM3713850_Galaxy297","GSM3713850_Galaxy302"
"DDP1",52.3148,51.5206,59.0928,62.8429,96.3122,53.1149,69.3771,56.1655,52.1808,69.0091,61.9653,60.4515,53.8925,63.1531,55.836,46.0298,120.396,149.731,160.977,85.8457,79.8163,94.4057,91.4334,90.5218,90.4244,83.0462,129.865,87.7639,74.2769,63.8165,69.8917,63.9472
"GET4",159.272,171.742,170.45,174.391,202.976,175.557,152.918,156.302,166.353,153.923,121.34,169.974,160.844,164.978,180.365,212.063,158.376,163.675,149.88,118.078,111.496,89.3563,98.9784,110.251,97.2433,100.356,99.7075,103.007,96.9854,87.1695,81.355,112.198
"SEY1",73.4438,79.2589,71.3885,73.6798,83.5606,74.6904,78.4377,75.5435,74.5016,72.483,82.9467,63.8098,66.0476,59.8662,66.5244,52.3312,42.6822,42.8319,40.1104,28.4785,26.8321,22.4465,23.937,24.0703,22.3913,19.0253,18.8373,54.0496,47.7342,44.2356,41.8851,52.9915
"KLMA_40187",22.6169,22.9968,25.5321,27.3017,36.3922,29.9123,37.323,36.2608,32.9309,33.8712,23.5907,22.6231,28.9179,23.952,18.3632,27.6077,15.8499,23.5903,27.9044,26.897,28.9467,27.1045,33.8949,25.4363,29.6664,27.2092,21.7923,19.9219,20.3488,21.9389,21.4553,28.9515
"SWT1",51.6347,50.0393,52.0333,45.3234,54.3605,44.8878,40.2928,39.2806,40.7745,41.6883,34.8428,24.838,26.8844,28.77,26.938,24.6919,57.4932,55.9613,79.0127,36.9902,32.7541,35.3053,44.3593,42.3516,40.8183,38.3721,32.5592,53.2345,49.4128,57.6307,52.8529,65.0944
"RPS28",21124.4,20741.9,22278.3,23162.6,30290.2,14704.7,15018.3,15569.9,15389.7,15275,18130.3,7163.84,7206.23,7127.4,7465.59,5179.39,14401.2,15624.3,14704.9,10953.6,11903.6,11618.2,10676.2,11843,11494.8,11487.1,10186.4,19443.8,7731.01,7644,7596.88,8727.19
"RED1",14.7983,13.5489,13.1581,13.5378,14.5334,13.9942,11.5289,11.4262,11.6812,11.7386,17.587,7.3429,6.01028,5.91289,8.05753,9.52883,5.91977,6.06055,6.38325,5.94791,5.01626,5.41911,5.30842,3.74585,4.22127,6.16451,2.30904,14.2633,9.20505,11.4862,11.0519,12.6271
"GLN4",127.695,118.667,121.254,123.758,113.938,97.8472,111.761,100.997,110.461,111.228,126.95,101.276,93.7407,92.0231,95.6613,90.2399,115.809,119.68,126.867,74.712,76.2881,80.8337,76.0676,79.4596,77.0104,81.0058,77.6961,108.548,85.4892,88.4418,87.7411,105.646
"KLMA_40192",412.509,338.103,277.894,280.665,1171.6,140.754,113.596,317.571,90.6984,228.553,1408.29,149.622,225.475,175.13,209.891,132.955,594.802,638.292,610.13,840.06,525.609,684.631,323.765,732.007,524.024,517.415,531.361,3424.78,526.08,463.217,296.095,673.906
"YPT6",76.5043,72.8086,78.0664,79.8033,96.3859,72.0084,84.2309,95.2406,79.3651,74.6689,101.308,92.7884,85.3881,86.9533,89.2987,72.0795,116.997,114.185,111.537,62.3659,83.3637,73.3305,93.1637,67.9995,74.9035,69.5138,58.4798,85.7864,96.3175,75.4387,94.9847,55.1332
"LCB5",65.5381,62.1755,62.0229,62.0375,69.3493,65.1885,74.889,76.1791,75.3225,78.5999,55.8912,55.7641,55.8336,57.9659,59.2327,63.1536,194.592,189.626,191.912,241.183,264.651,269.496,270.797,265.689,255.289,270.851,266.044,207.23,264.793,261.722,265.751,276.92
"PTI1",29.6155,33.4723,35.7887,34.1831,39.0018,34.3238,41.7687,37.9335,37.0798,32.796,45.2421,20.7448,21.3162,19.3377,17.9021,17.2507,25.5982,32.2603,24.5762,19.7436,15.4671,17.3699,15.1928,15.9457,16.5233,14.8402,8.76708,25.5433,26.6476,30.1344,27.3053,33.7426
"UGA1",233.247,237.166,233.893,232.886,599.352,530.066,571.788,570.332,578.746,581.186,566.411,415.698,407.413,414.611,423.167,364.405,161.266,165.091,157.151,93.0328,114.659,114.803,109.366,110.359,117.013,115.477,109.621,117.187,101.348,119.511,99.7882,139.376
"KLMA_40199",237.52,247.326,229.326,252.28,377.093,419.814,331.762,341.641,280.062,321.648,297.478,195.509,211.383,228.667,231.053,229.783,261.558,252.558,226.76,318.171,261.701,283.053,319.699,317.347,295.896,336.486,293.678,404.016,356.996,420.87,405.019,311.793
"KLMA_40200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLMA_40201",47.93,52.3681,54.579,48.4286,116.139,105.952,94.6073,83.684,84.2836,97.6308,126.043,58.7202,67.4249,55.7993,69.4814,75.4325,113.163,125.067,120.971,78.9988,71.722,79.2898,72.766,66.1767,74.3074,80.8701,71.4457,139.256,105.12,110.675,104.389,120.092
"ENA5",24.7322,27.2122,28.3192,24.1916,94.5881,78.6985,79.0974,79.9235,78.0956,75.8654,91.3832,51.3175,58.0305,54.8324,57.9398,59.5963,27.8492,26.7128,30.4646,21.3409,24.417,18.8359,22.0453,19.428,22.0499,20.7958,21.1396,34.6228,31.2731,30.6611,26.3223,28.3521
"KLMA_40204",12.8474,14.3992,16.1247,12.3865,29.9678,21.9722,21.8762,22.9018,25.1084,25.0611,21.548,14.6711,16.1093,16.6352,14.6993,15.9542,13.0898,14.4283,15.5686,8.03603,8.51454,5.17402,6.68969,7.98809,9.75638,8.12413,10.8372,19.3893,19.6227,22.3231,20.7336,24.0792
"EBS1",72.3929,73.9466,70.8245,76.4035,56.0696,49.3124,53.2698,53.7314,56.471,56.0734,49.2215,39.4637,41.0382,43.1164,40.8569,34.0204,91.3159,95.1735,84.0441,55.5621,48.8053,57.6028,54.3478,52.4804,50.4207,52.9952,63.9837,101.494,97.0557,87.6865,93.5164,98.0113
"TOP3",8.16302,6.72322,7.03963,7.5915,3.60458,2.79717,3.18125,2.63053,2.35403,3.48077,0,2.26674,2.0991,2.96616,0.702568,1.23062,19.7421,18.9687,16.7898,15.6313,17.9722,13.4206,18.4912,22.6511,18.3003,15.1265,16.2937,36.8132,31.6206,33.0672,32.2698,33.2663
"MSC2",46.9899,47.8932,49.5476,49.5062,38.3465,38.4569,38.9889,37.6624,40.4695,40.0397,31.5149,28.4065,25.218,26.8741,23.774,19.8806,67.3018,61.5063,75.6125,92.1634,79.8578,86.2788,76.0785,78.9386,75.9356,79.8515,71.5449,134.013,119.734,118.042,114.373,125.148
"KLMA_40208",128.377,104.802,102.156,101.951,212.856,166.24,151.017,151.155,164.698,152.021,122.857,135.689,160.86,156.197,174.994,146.8,266.789,282.464,278.635,256.337,254.152,270.605,261.211,253.209,273.191,254.348,255.599,372.016,300.918,267.449,264.529,192.701
"GCR2",25.342,26.6414,30.4307,28.8911,41.9405,34.9142,42.4406,42.3958,37.3771,38.2373,27.5263,21.0482,27.267,23.8489,24.1704,19.3037,28.805,28.7254,26.7311,11.1989,16.5967,15.9059,14.7828,13.3273,12.97,13.4614,11.4948,25.8713,20.6726,23.3652,29.0154,23.9232
"SHS1",48.7738,45.0959,48.3749,46.8158,41.4073,30.4843,37.7014,36.4804,37.2612,37.8015,31.5605,26.1441,27.4038,25.0325,24.8451,30.5643,24.8679,29.9048,25.947,15.1019,16.2627,13.5736,13.6423,13.426,14.3276,15.3747,15.3541,24.9838,24.0072,24.8445,23.5972,15.1221
"WHI3",71.2528,77.8125,73.6715,77.0361,72.35,56.061,59.0629,54.3959,53.8709,56.6332,65.3924,31.487,31.013,32.2743,29.4333,37.5737,27.4561,29.9612,28.6502,19.0803,14.362,17.4724,15.1821,14.3479,20.3503,18.2281,15.2883,77.4577,71.3487,69.2478,64.9418,68.0643
"KLMA_40212",7.28279,8.27339,5.39307,7.33591,14.3747,7.59145,9.0057,10.3618,13.099,11.7772,0,4.14004,8.36925,6.19091,7.6274,13.4803,23.733,21.3907,21.8995,25.2797,29.3132,27.1701,27.9744,28.1231,27.4744,27.151,43.2446,79.7881,53.3547,55.6957,44.6396,42.6243
"FMP45",4.63834,9.98714,10.5973,3.73348,34.2892,20.3884,15.1363,21.7549,24.4194,19.2213,28.1891,8.52049,13.2592,7.76614,8.5231,8.27862,34.8376,36.4371,34.3804,29.5033,19.8537,28.0423,34.7345,29.4534,29.2294,23.3938,30.232,64.7325,59.3761,44.9676,51.6716,51.1097
"CDC13",16.4385,17.0333,17.1762,19.7666,14.771,17.1023,19.924,20.5359,16.9607,17.69,19.0733,10.6978,14.702,12.7298,13.143,11.8342,18.6811,20.5725,21.9408,27.5368,25.5216,24.8301,24.4828,21.8116,23.9262,21.9026,25.652,38.5953,33.0374,34.8944,30.9924,33.3237
"KLMA_40216",24.8739,23.6311,25.3969,24.6504,23.1666,19.3961,19.2615,24.2265,23.4585,22.5231,13.0218,15.6551,18.8732,17.4138,17.9267,11.4759,33.6439,27.5752,29.6321,26.7517,29.4132,24.9412,19.2117,27.1822,27.6272,24.4626,20.0088,49.5499,37.6385,30.1981,39.8702,30.1474
"CHS1",54.2964,56.7826,54.5348,47.445,69.7978,56.0971,59.6837,55.3967,53.8669,57.2819,51.3324,46.832,47.4072,46.9621,44.421,47.1305,174.402,179.223,181.327,145.246,133.426,131.756,134.078,140.086,136.089,133.729,148.947,210.033,183.747,187.858,190.42,187.939
"GAP1",9639.12,9458.03,9319.78,9178.22,9601.69,7215.65,7302.6,7381.15,7456.54,7250.55,7833.86,4994.63,5011.68,5085.25,4885.48,4938.65,9074.04,9071.33,9016.97,10123.2,10374.5,10333.9,10223.3,10395.4,10380.4,10446,10131,16983.3,13348.6,13391.7,13413,12980.4
"ADH2",10155.8,10190.1,10137.5,10324.2,8697.42,6141.64,6499.16,6551.6,6522.83,6628.81,6788.63,6212.6,6102.88,6118.74,5993.54,5831.2,8867.48,8791.47,8720.61,11909.5,13094.9,12942.8,13230.5,13065.2,13122.1,13078.6,13274.1,12367.2,10054.6,10164.1,10252.6,10263.8
"MRPS9",149.227,148.304,136.237,149.456,162.812,126.597,130.779,132.983,138.415,120.258,148.068,108.311,136.754,125.356,122.056,126.127,149.514,149.238,145.825,117.758,128.324,96.9694,108.46,107.957,111.447,123.895,118.282,154.237,122.294,123.145,112.986,110.29
"KLMA_40222",72.146,81.8987,83.8058,103.799,144.464,81.6128,121.268,103.825,131.383,102.493,180.488,167.859,116.601,137.457,130.197,110.188,161.556,179.519,134.232,94.8985,123.681,129.138,154.353,128.076,127.51,116.591,166.588,180.295,98.0531,98.1904,131.951,134.971
"KLMA_40223",44.0902,36.9382,41.0989,40.7437,48.1735,41.6858,40.2641,39.5612,36.8694,39.3393,35.3223,25.975,29.7654,27.57,26.4107,25.5086,39.717,35.5736,39.9447,21.4775,18.2061,23.9832,21.5337,21.425,19.5931,19.7702,22.2514,40.4307,36.9096,39.5609,37.7066,35.7635
"RPB5",185.347,214.064,198.689,195.221,232.91,153.437,190.393,182.785,196.971,199.454,228.539,195.894,164.367,178.972,178.58,135.218,190.129,174.339,177.313,120.077,146.069,131.179,134.711,123.246,130.381,129.241,150.988,168.091,139.543,144.278,142.515,137.648
"RIB7",274.867,300.985,282.185,290.373,342.84,244.245,224.119,223.375,224.219,232.03,275.827,268.778,257.634,276.455,264.637,286.346,439.391,476.952,482.838,551.125,524.869,545.622,492.218,517.553,512.559,536.765,541.579,397.429,322.622,327.447,318.246,284.561
"SPP381",31.9384,28.0598,25.9177,34.1517,44.4598,32.0588,39.8556,32.994,34.2639,37.9785,30.1664,34.1527,29.3225,24.4143,33.1896,25.8156,162.378,155.13,188.563,40.1074,42.5337,48.7022,47.9785,40.6346,43.7167,31.721,43.1236,70.7214,58.6039,60.9099,67.522,65.4866
"KLMA_40227",303.537,337.858,329.575,327.733,752.538,624.235,689.198,642.42,672.793,699.959,710.51,714.304,676.431,691.027,685.467,618.601,2709.3,2746,2812.61,1682.54,1781.39,1768.3,1753.91,1763.8,1783.41,1771.97,1857.74,1427.63,1230.92,1321.22,1277.84,1234.75
"UTP10",28.6471,24.7772,28.6152,27.5201,8.94377,10.3933,9.74781,9.84183,10.3325,10.0366,9.78148,6.51959,8.23466,5.40047,7.68524,7.60326,40.5431,40.1849,40.9785,45.3828,42.3033,46.1138,49.4501,44.2383,44.6321,40.9831,47.1591,63.724,52.921,53.3874,50.9885,57.6024
"GMH1",119.42,129.302,124.79,115.652,141.652,124.05,112.14,100.096,103.213,95.1648,101.485,60.8768,78.4761,72.524,76.1914,96.8467,11.8708,11.8876,10.0909,26.5716,15.9061,35.9991,23.3119,23.8403,20.1338,24.3196,34.853,29.102,39.0805,26.8568,28.3427,68.3542
"KLMA_40230",9.83791,7.83483,9.16272,8.50885,12.1052,12.1246,16.584,14.7896,10.2682,12.5946,8.76529,21.4071,14.0222,18.9567,12.5238,11.9798,18.0435,15.9151,16.6333,13.96,13.2238,11.4535,15.3379,15.3178,13.4497,15.7697,9.97529,20.9549,17.8456,19.5759,17.9043,13.9205
"SPO14",8.32041,8.32442,7.36479,7.86209,9.43872,10.5165,8.57525,8.6043,9.89329,9.26315,8.57834,5.27424,6.64945,5.488,5.52024,5.4313,2.87253,2.15162,1.95348,0.25916,0.607166,0.876966,1.20449,1.18453,0.709588,0.523892,0,3.99256,3.88914,2.79835,3.00085,3.0369
"GZF3",61.8257,51.6595,54.9761,52.3377,61.1085,42.282,43.9154,47.0524,40.9138,45.9744,32.6748,36.0753,35.705,36.2823,36.9737,33.6176,28.4468,34.7422,30.5638,31.2448,29.6745,31.7532,31.8644,29.6682,28.6184,28.7232,37.3094,45.2983,41.0944,50.2042,44.7599,42.0786
"DID2",123.492,104.482,140.437,114.354,230.236,177.916,173.592,203.38,178.734,177.058,197.207,244.535,244.008,233.316,214.805,187.036,282.432,284.612,266.878,206.41,199.079,208.556,199.322,195.11,214.178,197.702,239.299,201.515,168.169,170.217,187.701,187.196
"CCT7",231.625,236.125,228.787,242.009,239.312,219.458,200.325,204.446,197.317,210.875,225.483,166.69,172.688,171.489,174.788,175.558,93.9818,105.455,87.9624,64.2087,53.7922,61.9965,67.3965,68.1181,67.4692,70.4542,63.5956,90.595,81.006,78.091,74.0276,88.6596
"MDV1",26.6955,25.4897,29.1272,25.2646,50.939,35.4375,33.1718,34.3672,33.454,32.8953,33.7376,31.9625,39.3596,31.489,31.0346,32.7895,28.4085,33.9124,27.7382,16.2439,13.733,14.4008,14.1337,14.6815,14.0656,12.616,20.0272,28.3636,22.5888,26.8025,24.2717,19.7677
"SPC34",56.9464,54.2277,51.3194,55.5629,72.6606,54.3901,60.2609,57.2728,61.501,63.8228,40.155,59.4995,53.4101,61.165,75.9236,58.0714,17.231,21.0518,14.3551,12.7755,17.3876,14.5828,14.6953,13.8685,16.2463,12.5779,11.3053,15.9812,14.513,14.5123,19.1937,7.67542
"gcp",86.357,83.901,79.8402,84.0819,162.284,144.027,124.002,143.998,123.005,134.965,173.306,119.22,122.46,112.819,117.792,92.8533,91.6491,88.3829,79.9652,60.5402,63.588,58.1629,55.2954,57.7403,49.3725,61.939,72.8358,76.064,61.8494,60.9525,60.1613,45.6364
"cys2",25.0526,21.9185,21.8453,21.6097,26.9131,22.2735,29.6485,30.8853,28.0831,25.5585,20.979,23.0342,22.8601,20.0821,24.6249,23.6854,48.4922,56.5873,62.2963,34.8822,35.4888,37.2105,36.9276,31.8931,36.2413,35.1781,42.0271,45.2293,43.083,46.9843,40.2304,17.8879
"KLMA_40239",138.998,154.494,138.699,141.71,128.839,129.794,125.525,130.466,126.707,135.339,120.045,106.705,92.5644,102.227,98.6628,66.6371,82.4841,77.4934,103.991,53.12,61.9475,63.032,59.6859,59.2423,56.2509,60.9082,47.7791,82.5584,70.1164,62.238,57.8238,29.0658
"GAR1",361.103,339.944,404.241,369.527,203.614,182.86,165.926,164.758,177.884,174.39,160.947,144.395,134.28,137.48,109.131,159.427,263.276,255.565,257.262,312.759,286.526,288.916,272.244,283.008,289.279,268.251,274.657,278.894,224.936,208.936,207.869,235.603
"KLMA_40241",9.69016,10.3635,12.1339,9.75848,12.7723,8.53725,7.78814,9.92945,8.434,5.44061,3.20272,8.54884,6.43661,8.53304,5.10233,6.82994,22.9241,11.8693,18.857,17.4388,14.3673,13.5108,12.4232,15.7527,18.8761,8.95592,11.1582,28.9979,22.9644,14.4032,16.4681,30.5308
"MSN5",58.1868,54.8636,54.3559,58.3384,56.307,55.2325,53.5378,55.1349,51.8587,52.4472,53.7341,43.0194,47.4269,42.9153,38.0938,45.8797,48.9381,51.3236,44.9186,45.9778,43.7741,45.3714,41.9357,44.2812,45.9973,41.1902,34.9967,59.8268,51.9141,51.2963,51.2427,42.949
"RPF1",49.182,48.631,48.2027,52.0197,30.8084,26.9021,27.1408,22.3684,25.4676,21.1636,37.5689,18.0922,20.9772,24.4864,24.1969,28.2923,167.697,179.475,175.55,123.839,127.38,127.157,134.344,120.366,143.964,143.373,113.504,192.438,152.639,173.357,149.111,216.539
"PDR5",18.2378,18.2004,18.5407,16.6643,33.3189,28.07,29.96,29.3188,26.3108,27.9649,27.7636,22.4909,25.4206,24.3854,25.0335,22.2202,43.4249,43.1353,47.9232,41.7696,49.0037,42.2452,43.0876,44.2041,41.0422,41.0365,43.4304,66.0896,60.5998,61.4923,65.0547,41.1472
"KLMA_40246",27.005,35.0246,30.0406,31.1273,61.0901,43.958,38.0225,47.1489,40.6646,47.8341,34.908,36.1514,42.5228,39.1108,36.6177,28.1595,27.72,24.0515,26.8134,23.6698,17.4806,18.5388,21.057,20.5126,20.4603,17.6705,19.8065,28.6342,23.7407,21.8412,22.5497,26.1675
"RTC3",1200.05,1087.15,1226.42,1211.2,3880.18,2093.22,1913.03,1854.57,1848.51,2021.36,2192.06,2496.43,2628.87,2441.17,2683.97,2897.25,1142.27,1251.85,1266.18,585.163,700.362,703.319,651.206,666.05,724.599,605.933,632.641,1556.61,588.913,759.944,731.284,1063.52
"SWR1",25.3175,23.8991,21.5462,20.233,23.2852,22.7293,20.7505,21.2453,20.6678,21.418,20.596,17.9095,19.0225,16.7874,17.4856,22.3168,19.2298,18.8755,21.0989,19.7381,19.4002,19.0073,18.7905,19.3348,18.8852,20.1214,21.1634,25.6441,21.4278,21.2255,23.8164,23.6906
"ERC1",76.6981,83.7657,88.4943,76.711,96.0296,83.4766,75.505,77.8097,74.5203,80.0753,80.9859,40.5498,46.4124,44.8231,43.8193,58.1193,69.1328,73.4332,69.9674,91.8644,79.0567,77.1552,78.6611,75.6963,78.1575,78.9017,80.2307,159.132,127.501,123.609,125.52,143.651
"KLMA_40250",5.20381,2.36702,2.84203,0.887038,5.67674,4.48833,2.0191,4.85827,5.27032,4.0686,4.30987,4.08565,4.23613,2.55543,4.02271,11.9607,12.6318,8.59985,12.9052,23.7463,10.2339,17.1907,17.8049,14.3499,12.2079,9.06599,12.4447,34.2402,19.0782,19.5642,16.7941,13.3861
"CIC1",61.7656,75.28,82.5999,77.458,23.5789,19.4174,22.2315,23.6351,23.3319,22.0575,11.0419,18.762,24.6276,20.0524,15.0048,19.6413,154.782,154.004,144.492,86.2781,91.1697,78.2482,90.6844,90.8956,91.9699,86.8343,98.7933,150.719,117.343,114.412,110.239,103.127
"ELF1",328.895,310.502,306.49,295.106,496.839,338.177,382.541,384.708,378.014,334.501,338.526,558.898,569.77,612.969,628.578,475.392,488.499,412.862,557.997,312.635,261.955,290.716,284.944,293.729,269.051,293.126,238.189,275.891,211.3,220.798,184.986,177.832
"COX6",847.478,866.006,890.882,752.734,1250.55,714.7,936.261,872.858,825.631,930.797,1177.54,1013.29,949.386,956.504,982.25,1007.37,2487.37,2489.79,2548.15,1818.25,1996.74,2057.28,2031.71,2095.72,2125.49,2117.52,1826.43,2809.74,2032.93,2006.42,1880.91,1682.87
"KLMA_40254",36.1433,28.4229,32.6182,38.3926,69.6674,52.8313,52.1699,47.2696,51.2093,47.962,59.3474,36.8783,41.5462,34.8011,41.2731,27.9766,167.04,187.051,190.986,119.08,135.307,144.494,112.8,133.056,135.29,130.97,138.727,159.59,108.34,125.766,109.924,192.695
"TMA22",169.979,156.838,154.826,161.933,211.738,156.978,164.257,165.075,156.439,160.429,201.86,191.894,226.817,202.375,219.381,224.982,609.975,581.452,582.45,379.688,349.756,357.466,358.839,345.891,356.162,358.496,317.286,428.591,314.118,298.045,290.296,321.526
"YPP1",52.7104,49.2219,55.9981,53.7166,53.4741,54.695,51.9932,53.4978,47.5888,51.7554,31.5786,36.8264,39.922,31.0813,36.0069,48.3248,52.8644,48.0694,46.2133,46.2865,53.0693,58.9673,56.268,53.9514,52.3543,54.6496,37.274,84.7148,62.822,67.9769,68.201,65.5425
"PMT6",33.6173,36.0554,36.5674,32.1955,25.2412,25.879,26.3201,24.6228,22.2185,21.6959,25.9121,14.04,18.0812,16.974,15.6198,20.3269,20.2231,23.4983,15.3673,18.3764,17.8718,16.1845,16.5479,19.9622,16.7994,15.4014,13.7687,25.5858,22.4744,22.9961,20.1414,17.1525
"ELP2",49.4445,49.2105,43.6525,41.1624,40.1841,38.4576,33.8278,38.5666,36.1943,39.0724,38.283,30.4454,31.3399,32.5101,30.2931,31.4928,44.0267,42.4502,43.9022,55.38,50.8279,54.3027,50.2289,48.2652,48.2443,48.461,40.2232,66.6172,57.7068,57.2783,59.8855,45.3908
"ILV3",977.047,982.197,984.055,974.745,1397.83,1110.13,1119.81,1119.12,1110.52,1092.9,1208.07,829.817,832.378,841.978,798.467,824.725,203.806,212.593,209.945,232.644,247.26,225.58,233.379,235.307,248.624,255.675,253.991,425.018,356.035,343.147,355.178,334.396
"KLMA_40260",0.799517,0,0,0,0,1.53473,1.57638,0,2.37203,1.58746,0,0.993547,0,0.990753,0,0,4.96485,8.69668,10.1721,3.98818,7.75073,2.02528,2.04096,4.02983,5.9961,4.75995,4.73144,4.8512,0.836601,4.19139,5.02094,0
"TRA1",15.8991,16.8184,16.092,16.4095,9.45259,8.5243,8.7023,8.81914,9.19885,8.09171,9.62858,7.31881,7.03528,6.62458,6.74148,7.39534,4.55077,5.06918,4.39378,5.62833,4.68673,5.11252,5.03172,5.74921,5.1845,5.11122,5.98574,7.70181,6.21557,5.582,6.78867,7.47897
"YPS7",69.0278,72.8028,73.2866,82.4153,71.1714,59.7598,56.4819,53.5586,55.8842,61.9182,62.4695,38.3464,46.374,42.6906,43.4719,37.636,19.2429,12.3219,15.3359,18.679,20.173,17.9904,15.6266,18.187,17.2525,16.942,17.1929,54.6759,42.4047,40.4797,41.3837,38.5453
"SFB3",37.1364,36.0142,40.8393,46.061,32.2051,25.0707,24.7508,25.7372,26.5125,24.8247,21.7471,20.3691,20.6586,24.9977,21.1983,17.0359,9.87979,12.7547,11.1247,10.4793,9.47245,10.8888,9.51481,10.3249,11.9013,9.78665,10.7183,17.0083,15.2431,13.1809,11.6409,10.2803
"KLMA_40264",104.853,105.827,106.509,106.018,131.973,108.804,100.944,109.423,112.966,110.499,98.5807,84.6763,83.1488,91.4281,95.924,86.6588,264.246,255.526,252.566,117.287,121.447,115.145,106.886,110.792,120.268,123.596,105.362,225.395,178.388,177.722,180.413,204.983
"MRP1",73.7239,76.5103,89.3124,88.183,85.8662,75.1661,67.5055,69.0341,65.4272,63.6869,79.6112,44.8958,46.7171,43.2177,46.603,42.6312,75.1524,62.3435,55.2434,39.9409,53.8063,48.2884,51.5676,40.5103,54.6141,41.0453,70.1202,63.9457,58.3948,41.2892,52.3943,50.9421
"KLMA_40266",33.9075,38.0312,35.1723,33.8503,41.9553,38.6071,42.3269,46.3756,44.7796,45.1374,34.2087,41.7618,43.1594,37.9534,37.0043,36.743,11.7899,13.1394,10.8254,9.0202,8.58147,6.36986,7.755,8.37267,6.50101,7.5824,7.04258,16.9089,11.7268,12.5233,13.3008,11.7462
"OCH1",61.489,71.0755,66.0515,65.2383,119.866,102.067,108.023,109.742,101.943,111.93,78.6909,80.9245,85.9426,84.5367,79.2121,81.0261,53.5477,57.6308,59.0755,14.6269,16.4551,13.1597,12.3673,16.5408,13.6041,14.8478,12.3482,32.7365,36.1659,32.421,34.4666,33.149
"PNC1",203.338,197.903,187.994,208.896,377.741,279.992,293.943,296.272,280.981,296.496,264.867,326.949,278.87,299.446,311.287,267.978,295.037,308.641,294.379,198.011,223.159,243.783,223.236,218.543,212.778,229.313,250.512,365.985,268.022,245.394,237.259,207.769
"KLMA_40269",13.5295,12.45,15.3173,12.4523,39.5428,26.6308,30.5245,26.2614,28.6866,29.8367,27.0164,27.7575,27.4901,26.2677,23.3258,30.8043,34.8014,31.7339,36.3022,19.2718,17.3575,23.1982,19.7052,17.861,16.3063,19.6036,23.3032,58.8586,50.4222,52.7515,53.3887,30.9078
"KNS1",21.4321,20.7594,21.2611,23.4085,35.9058,33.253,35.845,33.1405,35.5662,35.8474,28.8077,23.1279,24.0222,23.934,24.2974,20.7919,36.1474,39.5042,37.513,20.4958,18.6203,16.9639,15.6355,20.6478,14.212,16.2584,13.01,45.4688,38.3935,38.5544,38.1438,52.1049
"KLMA_40271",0,0,0,0,0,0,0,0,0,0.868343,0,0,0.465066,0,0,0,0,0,0,0.557779,0,0,0.565249,0.555518,0.5513,0,0,0,0,0,0,0
"KLMA_40272",36.2727,25.8943,33.6251,28.8368,146.652,107.503,117.432,102.816,106.646,101.457,115.103,116.817,100.511,109.47,96.8843,105.296,703.781,704.42,710.98,558.478,555.666,550.387,540.166,571.093,560.953,551.678,522.421,655.062,548.375,532.512,563.394,612.343
"NUP49",78.7658,71.6449,78.5364,78.974,84.1623,70.5213,69.3755,63.9733,69.7718,64.2088,80.6127,51.8341,55.0603,54.1245,54.4596,62.4085,54.1892,46.7678,49.5699,30.0436,30.6372,31.1016,34.178,34.5538,28.6442,29.4663,26.2324,50.8976,44.3084,43.9571,43.6662,41.0431
"XRN1",139.911,139.889,142.783,142.752,138.721,121.629,115.042,115.89,113.303,113.981,117.918,107.135,107.16,109.236,101.5,109.522,87.8512,89.9275,86.4677,87.5816,74.7588,78.71,74.7605,77.7069,80.3081,84.9257,81.0864,84.3529,70.8485,70.9856,74.6524,55.7194
"CWC26",10.9533,15.0867,11.9525,6.77129,19.7272,10.3431,13.7539,13.0234,10.585,14.3135,17.3303,11.8716,15.4551,15.0805,11.7967,13.1253,20.0232,21.5585,16.5709,13.8797,19.4545,21.4639,21.1115,13.4976,15.5907,14.253,29.0765,16.5131,15.1573,17.4795,15.1785,6.78097
"SAE2",12.2009,14.4201,15.8036,12.1952,25.3051,16.255,20.4241,17.8117,18.4159,15.5776,31.0886,14.9912,11.8324,10.14,13.8876,18.0444,21.0061,21.8161,20.621,38.9773,28.9144,34.7844,25.5643,29.7119,32.3036,34.4897,33.5148,37.9822,20.07,25.0251,27.6975,29.351
