"","GSM3713845_Galaxy26","GSM3713845_Galaxy513","GSM3713845_Galaxy518","GSM3713845_Galaxy523","GSM3713846_Galaxy528","GSM3713846_Galaxy533","GSM3713846_Galaxy538","GSM3713846_Galaxy543","GSM3713846_Galaxy548","GSM3713846_Galaxy553","GSM3713846_Galaxy558","GSM3713847_Galaxy563","GSM3713847_Galaxy568","GSM3713847_Galaxy573","GSM3713847_Galaxy578","GSM3713847_Galaxy583","GSM3713848_Galaxy227","GSM3713848_Galaxy232","GSM3713848_Galaxy237","GSM3713849_Galaxy242","GSM3713849_Galaxy247","GSM3713849_Galaxy252","GSM3713849_Galaxy257","GSM3713849_Galaxy262","GSM3713849_Galaxy267","GSM3713849_Galaxy272","GSM3713849_Galaxy277","GSM3713850_Galaxy282","GSM3713850_Galaxy287","GSM3713850_Galaxy292","GSM3713850_Galaxy297","GSM3713850_Galaxy302"
"RRD2",49.4211,62.0546,58.3377,50.709,87.2907,87.4706,90.6291,82.3839,82.6246,82.3803,92.4392,82.945,97.7335,103.245,77.8695,88.4008,111.15,109.009,107.648,110.821,116.747,108.442,130.887,114.401,126.689,114.98,115.084,96.5301,102.659,108.996,98.397,110.925
"DGA1",51.4612,51.648,49.576,46.3806,82.8314,87.6404,78.5975,82.959,76.6891,79.0287,115.948,64.8364,82.3399,67.4264,74.8335,49.0888,65.3509,63.0379,68.1917,77.2557,70.4946,62.9751,64.1528,59.9446,61.0554,67.0474,59.4522,91.8176,76.2885,79.8331,85.2229,91.2918
"RAD53",8.89425,7.78435,7.83075,8.90633,2.98983,4.76613,4.55316,4.691,3.82778,3.47765,5.31178,3.53685,3.76441,2.55628,2.52937,3.59487,5.91188,5.08769,7.37141,4.64696,4.89988,2.72803,3.24292,4.62739,5.40609,5.58249,3.76233,5.5138,4.84427,5.26013,6.10226,8.18265
"SLD5",14.4725,10.7479,12.937,14.0578,17.0366,13.3075,21.535,15.0202,17.8294,17.9385,5.03211,17.5838,18.0644,24.5294,23.0731,9.60345,5.63114,10.6144,6.39069,8.01532,7.32417,7.6945,5.9299,7.01142,4.08128,9.41537,5.4954,9.5064,7.36535,9.34423,7.36247,7.28276
"PAC11",6.39621,7.37998,7.19113,11.0974,9.67615,6.52861,5.62822,6.51973,6.75043,6.75752,4.60113,7.05727,6.03641,4.59273,7.04722,7.28712,2.00184,0.856306,1.16611,0,1.06328,0.55855,0.842679,1.38269,0.55303,1.04871,1.30032,2.54168,0.701859,0.934745,1.17126,0
"HST2",7.75729,6.6885,9.71122,8.44076,15.0325,11.1417,16.4476,12.3984,15.863,13.391,27.1421,6.95039,0,8.04737,7.57017,0,18.709,10.9781,15.9206,0,0,0,0,0,0,0,0,16.7497,16.722,17.1091,19.303,32.5108
"MSH4",20.5288,20.4293,20.262,24.4124,33.7274,28.3506,22.9283,26.9116,26.2549,24.7465,28.8778,29.0434,33.8775,25.3428,32.2649,34.9309,22.7467,19.8799,21.476,25.04,24.4199,29.7022,22.323,25.8928,18.8423,23.5814,30.8595,30.2419,30.518,28.2186,30.3896,32.4624
"ULP1",25.0029,26.031,27.3092,28.6978,30.818,27.6997,24.1785,26.6946,24.4383,29.1961,24.5447,24.2669,28.9318,27.6377,25.4979,24.1917,15.1176,14.1257,11.7667,11.4243,10.9618,9.89235,9.96643,9.57018,9.5531,8.84259,6.4188,14.1815,13.9644,13.3755,9.92807,14.9432
"BAS1",6.92637,6.58176,6.97208,6.95771,12.9478,9.90262,7.54848,7.44375,8.41352,8.67826,19.7835,4.9225,6.83032,5.04173,3.7696,4.798,27.1525,28.6958,29.8021,24.0015,23.331,20.8592,20.8955,22.2098,22.1536,21.44,20.3093,48.9591,40.6203,42.9562,41.4698,41.6361
"KLMA_20216",22.1126,28.4642,3.12675,29.5489,45.5512,27.336,16.6554,6.65986,13.3739,13.4821,70.3107,30.1416,33.2112,24.0539,32.9546,43.0096,63.1727,94.8096,64.503,66.9353,73.2904,51.0472,117.343,79.6602,82.7284,78.8596,50.4897,270.203,64.3001,46.6802,41.0095,86.2807
"COA1",72.468,90.2561,70.9948,83.2975,123.48,115.576,120.121,116.279,106.712,108.352,132.202,104.956,109.59,105.038,95.0398,82.5315,196.309,231.105,196.537,178.837,186.011,175.879,167.353,174.601,174.117,190.507,168.439,158.917,122.231,137.738,116.774,204.014
"SKG1",53.7599,48.6578,55.008,49.4397,73.9027,63.018,64.2854,66.5888,63.8695,63.5139,62.7356,50.0044,41.6181,45.5701,49.6157,41.884,114.529,110.58,107.654,44.0027,43.2392,45.4208,42.6703,39.9991,46.3773,50.497,46.7736,80.9601,71.5754,62.8556,74.1909,92.5622
"BNR1",4.02841,3.16945,3.6835,3.45432,3.91902,2.06251,2.42702,2.56209,2.96828,3.26188,1.4582,1.62545,1.85959,1.29064,1.83575,2.06771,3.11806,2.54796,3.86657,4.13927,2.03564,3.19674,3.49489,3.61049,2.63336,3.25021,3.35582,4.5554,3.06979,4.65091,4.41273,3.52438
"POT1",5.10936,7.44156,5.07366,7.21193,9.94211,3.73653,5.32762,5.35698,4.07631,8.45549,0,4.70524,5.74545,4.66798,5.57045,4.72769,10.1659,4.53417,6.94171,6.20349,6.46095,6.78879,4.24187,8.30985,8.30561,7.55545,6.07495,7.81834,8.06645,7.20326,6.63803,8.6049
"KLMA_20222",29.256,26.8795,23.4603,29.0251,28.0224,25.934,28.175,29.0997,28.2576,25.0545,39.3512,13.8698,17.394,14.671,15.4965,15.0825,22.9256,24.9708,18.6839,13.3878,14.1536,12.5531,14.5349,11.8235,14.0338,10.8056,11.6607,26.8089,26.0332,23.3316,20.5123,26.7596
"CDC20",20.008,19.2346,15.7278,15.1714,14.756,15.7242,15.3995,17.0026,13.5201,14.7231,28.8457,9.79759,10.0006,11.3963,11.4706,10.3739,1.81643,1.5913,0.46424,1.30988,0.808088,0.635539,0.854284,1.89056,0.627744,0.596634,1.997,1.57948,0.922763,1.84899,0.924904,2.74856
"SNF4",91.822,81.9959,81.5986,74.9397,67.4536,61.5543,66.7459,67.284,64.1338,59.637,72.8103,56.7959,68.8567,57.2932,67.8639,62.6855,44.5827,36.7601,36.4841,18.3043,16.7991,23.6375,25.9006,23.402,15.4234,18.3832,30.8704,38.7591,25.1632,23.033,23.0543,31.3559
"KLMA_20226",31.0042,30.1221,28.4293,26.2757,71.8254,72.0085,61.4981,72.6376,66.4823,61.0866,63.9568,53.4112,49.4689,49.5245,54.7031,61.282,22.3712,24.3708,24.8704,32.1072,24.6776,29.5072,25.9064,25.2574,29.1488,24.3064,32.9724,29.173,31.0764,39.0699,35.253,29.439
"SWC5",10.7984,12.734,13.8634,12.9367,21.1251,22.6446,19.1399,22.119,21.1236,25.4996,20.8189,18.1016,24.8856,16.2411,20.403,20.7086,17.3456,15.9321,19.138,18.0779,13.3855,15.3452,15.8826,16.4288,17.6908,17.1772,15.9187,26.6429,17.5971,18.7935,20.6282,22.3284
"PBP2",18.2717,27.8338,25.7986,24.6383,28.8511,25.4967,26.9055,24.7325,23.4108,24.6089,29.6459,24.4888,26.2753,20.2814,25.5303,28.3626,9.33312,5.74088,7.34292,7.37819,4.44515,4.66542,7.22909,6.39277,5.33338,5.38685,3.37371,7.82307,4.87906,7.34017,5.48896,0
"SLD3",7.2914,7.30972,8.42527,6.50183,7.66106,9.00294,7.10315,9.16884,11.0389,10.2346,10.9295,9.6587,9.30649,10.5794,11.9659,11.2662,17.5393,19.7374,18.1219,18.2043,21.197,19.373,17.1305,18.1498,20.9551,15.9508,17.5287,25.8605,20.1472,23.9862,24.3641,19.6621
"TAF6",39.5159,40.2944,42.5872,47.2396,40.4547,29.6412,33.2277,33.0725,32.1389,34.1323,37.474,32.2228,29.44,27.1331,30.9293,22.7321,20.2385,16.6878,21.5977,16.561,12.3683,14.7336,15.769,16.9416,14.2805,9.41656,8.28652,19.6495,19.7943,21.6066,20.8146,26.1522
"DAD3",6.56929,19.8403,19.6349,24.6351,44.9458,22.8958,29.4753,7.38676,14.7744,14.8973,76.7557,32.661,38.0708,16.2615,26.9781,38.047,0,14.6668,0,7.46075,6.98283,0,7.31221,0,7.2027,13.7322,0,48.0166,5.87487,0,0,0
"ARC40",274.537,292.235,306.536,305.62,321.255,319.377,279.693,302.785,282.692,307.663,253.865,254.951,271.34,240.126,222.755,280.913,152.635,138.887,133.096,95.0378,97.3589,78.7285,90.5463,75.0834,90.3391,97.2879,87.5522,94.3184,77.4546,74.9982,74.9035,62.6487
"NSA1",26.4332,26.3907,25.4347,23.1921,26.251,22.3183,21.8619,20.8863,22.7364,27.3556,31.007,30.6907,29.7974,24.5816,26.0493,33.9799,45.9023,53.0817,49.8328,42.5364,46.0067,43.4432,47.736,43.7216,41.3637,44.3954,36.3848,38.4221,35.5068,32.8441,38.8923,48.2108
"CUE3",19.3497,21.7021,19.1642,20.8897,32.2969,37.5208,37.7873,37.6663,34.2376,36.9696,37.2456,39.5185,35.7473,34.7346,29.2811,38.599,62.3908,63.2686,62.5673,33.9654,30.6244,26.4083,30.0145,30.8832,30.6433,30.5208,27.634,46.1195,41.8001,45.5355,38.0573,60.523
"KLMA_20235",17.6763,18.2544,18.5379,18.3544,20.0463,19.248,19.8525,21.2003,19.1711,22.2587,19.5033,18.9462,18.1799,16.2656,17.0065,23.5304,27.9803,27.8096,21.8095,23.2394,22.4148,27.5067,23.2864,22.7642,19.8402,23.6569,16.2691,39.5658,40.3538,34.1847,31.8508,37.9753
"ABD1",52.9052,44.4809,42.83,38.8762,46.2062,49.3219,49.7884,52.2374,50.524,44.3098,62.4648,42.4785,50.2933,50.1095,55.2694,50.0534,57.0577,57.0677,64.2834,54.0161,51.5095,50.3434,53.4359,52.8147,58.9858,55.4091,62.8066,68.4607,58.8711,51.1626,62.2387,93.5853
"PRP5",15.3942,19.1532,17.0813,20.9124,22.1616,21.7106,20.9553,18.906,21.5229,20.0366,21.6873,15.9418,17.9467,17.5233,16.2831,21.7742,20.0679,26.1277,24.6606,16.231,11.3741,10.8652,11.4045,13.2102,11.5093,10.9177,13.0463,21.7653,17.8297,15.7089,14.7516,13.8423
"KLMA_20238",92.7788,107.381,40.2579,119.744,242.094,185.913,145.875,143.176,180.243,178.18,162.069,240.575,222.882,227.603,183.642,145.534,527.272,489.421,589.888,347.196,267.258,357.126,274.481,306.76,322.55,361.925,216.64,348.317,182.693,163.831,171.907,79.8641
"RMD9",246.476,223.98,244.882,251.593,228.532,237.576,225.388,218.422,232.396,219.743,256.919,167.39,164.723,171.181,146.268,176.516,395.621,388.796,394.533,280.745,273.085,278.455,273.677,278.717,279.564,273.895,301.968,642.048,583.207,589.604,599.303,588.995
"MLC1",417.523,467.484,471.172,407.651,468.98,427.692,357.565,395.032,367.86,372.051,408.063,412.494,387.307,403.273,433.375,440.23,214.323,156.16,229.579,149.045,117.23,104.594,117.332,129.391,124.484,126.805,92.5814,97.8747,91.1388,66.0374,92.3291,166.593
"ERT1",22.6115,23.5866,23.6838,20.9129,33.3316,41.6212,33.6153,43.6638,35.9322,38.5395,25.0227,44.8365,39.9654,37.7641,44.2652,35.0916,176.022,187.482,190.523,152.259,158.529,159.697,159.416,170.315,162.931,163.144,131.604,96.4241,99.3603,117.94,120.814,118.765
"ARC1",257.247,253.947,235.953,270.551,269.778,302.854,316.782,344.386,331.629,329.198,313.078,288.698,282.385,308.329,283.56,318.04,278.324,280.131,224.71,136.162,152.884,156.447,165.322,140.361,157.196,153.978,139.205,143.825,139.221,147.96,153.37,103.601
"TRX3",398.756,391.804,406.731,383.201,368.651,400.634,355.634,333.947,322.308,337.397,351.642,248.308,250.287,267.74,239.693,240.809,544.192,594.682,578.046,677.602,576.082,650.669,593.408,628.531,587.36,593.408,572.755,401.615,305.508,346.772,322.877,258.16
"COQ2",80.4248,86.3656,77.55,77.038,53.2886,64.4089,60.8513,52.892,49.0858,55.5828,91.5216,44.5738,48.0155,46.841,42.4886,47.2401,33.5578,37.9038,37.0789,32.0089,26.9105,19.9924,19.7332,28.7836,28.8018,25.7807,18.5736,13.4772,16.99,17.6802,16.4799,20.1888
"MVD1",258.083,248.157,254.88,260.858,257.929,252.708,240.328,245.256,257.914,243.491,196.334,284.05,276.506,267.512,276.08,262.483,205.972,212.057,237.334,188.914,176.196,199.762,180.942,198.374,185.228,173.586,179.363,204.452,186.345,204.045,200.205,199.657
"TUP1",97.8223,92.8886,92.2287,92.5805,79.043,74.9145,79.1626,77.1165,79.5855,83.4925,82.3275,58.3536,55.6108,59.9975,53.1366,53.4788,61.2465,60.7777,62.4663,37.604,37.8971,40.6823,40.5471,37.1215,35.6892,38.6177,28.0866,53.967,48.8549,47.0619,49.1843,51.6749
"CSM1",34.6966,29.7735,28.4735,29.8876,26.5469,21.4648,32.0179,28.6671,27.2325,25.9562,15.2366,25.2607,17.9339,20.9319,21.5659,22.3181,57.6908,47.8783,46.7832,23.9855,17.2463,18.0987,18.2078,18.7577,15.3033,11.3008,20.0812,7.42533,12.4639,9.53834,10.2916,0
"KLMA_20249",21.0118,20.0409,23.1269,18.6698,17.4661,6.76527,14.2253,15.3721,24.1697,14.3482,0,9.28208,10.503,9.24255,9.94409,7.67553,104.224,128.264,107.677,65.7153,75.0366,67.0528,64.6934,85.4967,67.1065,77.325,89.6788,61.2876,48.7026,58.4672,58.4504,77.58
"ABP1",131.554,120.784,135.547,133.915,141.448,142.979,133.749,140.189,144.421,143.749,138.888,154.199,157.957,138.123,143.23,163.133,128.638,126.889,110.275,62.3624,54.3127,55.6115,56.9847,68.6669,64.0225,61.8505,49.4677,71.995,72.2895,64.5294,72.3624,67.0406
"KLMA_20251",107.726,88.8355,91.059,90.3686,140.21,99.6955,117.072,129.605,118.162,118.704,104.914,160.838,135.325,169.591,150.643,151.509,78.1693,60.1369,60.0828,44.0481,52.1183,48.1566,50.8356,61.6712,46.681,50.4965,50.2511,26.3296,32.273,38.7916,29.5069,0
"YMD8",26.3919,22.3954,23.0247,24.5028,20.5745,19.4059,20.2496,22.7973,18.7726,18.0983,16.4242,11.3364,11.1779,12.0377,11.1788,14.9201,14.5424,10.0964,8.53127,12.0753,8.68173,7.49468,9.50547,10.3393,7.38301,10.6994,6.15102,9.42159,8.79894,7.99658,11.2924,8.19923
"STP2",73.2981,79.1604,77.2967,70.7004,83.5141,85.1899,98.3788,98.9559,95.4072,92.8798,86.6644,73.2572,65.0919,72.6611,72.166,54.9191,157.459,145.665,156.233,55.7211,68.3395,66.3232,72.7473,65.943,70.5999,62.3862,67.0298,108.049,122.487,122.219,122.592,133.497
"MCM6",7.26543,6.7302,6.17074,6.34722,5.22756,5.01112,5.29866,7.04477,4.50195,5.03399,7.40302,2.81354,3.74793,2.63124,3.72537,2.22236,13.0976,15.1466,17.4267,5.77381,5.69867,5.87217,6.22527,6.39586,5.5814,5.29288,3.83525,7.01189,6.56361,7.47239,7.49266,6.27621
"GPH1",178.366,191.807,182.439,178.603,333.901,337.401,355.506,364.845,365.911,362.121,367.643,326.446,310.332,328.506,316.532,324.041,378.137,378.003,381.063,187.591,178.173,180.848,179.328,185.713,180.219,177.735,182.205,197.372,213.184,206.777,205.097,231.026
"JEN1",6.58438,5.97363,6.18259,6.23446,15.4335,11.0999,13.3742,10.1051,13.6309,12.5256,7.58803,9.19305,12.0463,7.1869,10.7141,6.36207,48.431,46.0779,50.6407,15.0109,12.3754,11.8016,9.78334,13.9906,13.0427,15.4713,13.8714,19.7008,23.725,25.2449,26.1039,30.3271
"ARO8",248.254,237.64,251.107,256.724,811.712,818.802,779.278,809.146,786.216,781.204,819.848,731.918,702.012,710.164,695.432,702.268,495.833,504.744,509.216,394.231,381.589,390.925,381.077,368.791,376.867,361.793,360.621,364.283,333.386,334.415,321.927,238.044
"KLMA_20261",1.04541,2.61623,1.05383,3.95155,4.98022,7.56354,7.37591,5.91893,10.3785,9.4114,0,8.57425,5.89042,11.1493,3.94471,8.79631,2.76364,2.75393,2.82031,6.0102,5.51556,4.49601,3.88648,5.09841,5.09073,6.03959,3.00471,3.92192,2.6832,5.36772,5.88712,0
"CHO1",424.716,406.794,391.432,377.15,427.336,409.167,401.722,371.712,366.459,370.499,435.433,264.769,299.47,274.294,257.796,310.856,169.439,164.38,166.892,89.3844,97.4819,88.4263,91.542,79.1241,97.5448,93.1366,88.2405,178.91,161.375,159.726,145.107,116.243
"POX1",7.80682,6.55188,6.07994,6.60425,10.3795,16.8855,15.9594,12.5827,15.5448,14.2969,9.57004,10.699,12.6256,11.2994,10.9602,17.4076,25.1077,25.5386,30.3224,24.7821,21.08,22.6687,22.3127,26.6958,24.694,23.9725,26.1418,25.4184,23.6077,25.9642,22.9639,14.6699
"CHC1",146.735,144.316,149.574,151.155,161.754,155.326,162.174,159.722,161.075,155.594,163.135,137.197,139.613,142.383,142.102,136.409,48.0345,47.5681,47.3998,26.8138,26.6574,27.6778,26.8396,25.5694,25.5142,26.5886,26.1019,38.6193,39.9794,34.6478,35.5288,43.5297
"SPT16",45.6583,42.8966,43.1298,52.651,36.57,41.9743,36.115,35.6829,38.0168,34.9086,24.167,38.9412,38.0317,36.3481,36.0882,34.0904,20.4036,18.9672,22.9126,13.0993,14.9053,14.3781,12.3416,13.7433,13.5972,12.8004,11.2208,16.3149,14.005,14.9238,16.5561,16.1892
"KLMA_20266",12.8076,21.3369,16.4787,10.5538,20.3389,19.6065,22.1998,17.2761,23.8739,17.0063,44.2239,18.8886,15.4954,17.5179,18.4231,18.4521,21.9222,22.7808,16.3063,11.0717,12.3117,15.0732,13.0177,7.45355,15.4503,12.1188,2.51415,8.23637,14.3823,14.8298,12.0637,20.5424
"NAB2",38.9284,41.3108,37.7932,38.5139,36.0061,42.4178,35.0031,42.6287,42.696,37.237,39.9104,29.3055,28.8421,33.0317,28.3955,29.9895,49.3677,48.9068,48.3563,51.6497,46.0463,41.7874,52.8313,45.502,46.1003,53.0818,56.54,66.0267,70.5421,67.7229,67.1161,79.2913
"RPS2",1988.65,1946.64,2004.26,1964.97,1303.35,1166.23,1155.88,1150.38,1140.79,1144.08,1232.36,999.476,988.673,1004.76,955.868,1045.1,1750.01,1781.18,1775.59,1091.69,1112.88,1114.57,1107.26,1086.01,1111.72,1088.78,1109.2,734.621,622.562,656.933,599.571,670.613
"KLMA_20269",373.598,354.924,348.127,370.448,1139.13,742.193,733.715,739.742,787.133,838.497,781.038,1199.69,1109.65,1179.52,1199.67,1091.81,1535.38,1579.68,1743.69,2048.81,2073.32,2069.41,2023.84,2109.85,2075.13,2074.74,2154.47,1631.73,1263.52,1288.62,1201.49,1182.26
"MON1",20.2446,20.7814,20.2603,19.5474,32.6991,27.6213,26.1803,28.938,28.6982,28.8767,42.0425,16.0077,20.398,21.4659,20.1356,26.6579,26.6674,27.6714,25.9749,22.2367,18.1672,16.663,20.336,20.0177,22.7997,17.0393,19.3038,58.7831,53.3168,52.1376,56.0569,80.7413
"KLMA_20271",30.2312,33.8376,29.8849,36.4989,63.0662,47.4998,54.3828,47.958,41.511,43.3703,51.7973,27.3736,31.6902,44.8176,36.4671,38.8214,32.5558,53.1875,40.916,71.0719,71.0596,72.1606,75.1965,74.1258,61.633,70.2047,61.3998,86.021,77.9598,80.9769,61.5085,83.5439
"ROT2",36.4628,30.6119,28.3571,27.6658,27.5706,26.8463,31.8675,28.6661,31.1631,30.4902,30.221,21.8076,19.2043,23.1978,19.4469,19.7296,25.8192,27.5989,22.0054,16.1835,15.7811,18.9236,14.9271,18.3011,18.8474,17.9164,12.7045,30.6676,29.8234,26.1821,26.8962,35.8679
"SLX1",10.491,11.0295,11.5705,11.7921,48.7147,48.2063,49.7449,57.2226,61.5091,62.7682,40.4624,50.4116,46.9557,57.1196,51.8459,57.2229,40.3365,35.5666,51.2033,19.1721,23.4757,20.8897,18.5645,23.1266,25.5286,22.4962,17.3875,10.1434,16.0981,18.7271,22.3504,23.0568
"MCX1",47.4668,42.2572,45.1583,38.5387,164.524,163.997,163.021,151.526,164.891,154.466,158.667,142.367,142.385,150.965,143.898,150.403,37.5186,40.1415,39.6628,18.1018,20.2018,19.6984,16.4695,17.8464,16.6926,20.168,17.332,30.0604,31.3634,33.1073,29.6741,36.1329
"KLMA_20275",38.2462,37.0995,39.0305,39.3582,58.7662,55.0102,57.0719,53.8636,57.8175,56.1627,59.9092,48.0172,51.2327,53.3924,46.9105,50.1724,70.3485,71.2183,72.7553,63.6775,61.5668,63.2742,69.2034,52.8447,62.6237,56.2702,74.4422,81.0528,79.5697,90.5254,84.9661,73.9488
"MET13",35.0059,41.2881,34.6367,42.7475,27.4161,31.8386,32.8964,31.0943,31.275,31.6053,36.44,17.0397,18.0012,17.3649,15.659,20.35,51.1185,52.4549,39.5777,20.812,20.6,21.6212,23.6093,22.598,24.4685,23.559,21.3216,34.2639,44.2802,47.5203,48.1883,57.0491
"TDP1",12.8335,12.64,13.0468,11.8761,11.836,15.0628,15.2214,13.8711,15.5227,15.9498,21.9692,5.09924,4.17649,6.65088,6.99649,3.57108,14.7204,17.3459,21.5785,6.50571,7.47036,6.6312,5.01887,4.46622,7.46999,5.98941,4.51932,10.5396,8.67925,11.2142,13.1472,6.33506
"PDB1",169.918,162.8,166.5,168.697,102.831,106.67,103.48,91.6157,91.2449,97.7743,137.617,67.4394,76.1664,75.3598,60.9496,86.9052,102.634,112.568,131.823,55.0166,41.1868,35.8214,39.3918,43.1762,42.0262,43.5449,34.6887,108.407,101.05,110.715,100.308,118.793
"KLMA_20279",26.9632,32.5709,28.8176,25.7,44.3403,37.8048,37.0703,34.8543,39.2375,42.1954,58.7676,24.8712,23.5095,24.1333,26.1008,25.7593,17.1341,15.9542,17.5667,11.2536,11.0371,10.7445,10.2806,10.6604,13.6097,11.3625,7.77747,16.6224,20.9301,25.6897,22.1811,28.3158
"YRM1",108.906,116.014,107.304,116.163,224.96,224.467,234.595,227.549,232.369,232.52,224.649,152.617,151.01,150.346,144.463,152.128,33.5417,33.4243,30.1879,29.0166,34.6941,36.368,33.0205,34.0591,34.3275,37.2485,43.7988,39.9515,42.3593,40.4985,44.2876,36.5594
"SCS3",83.0077,86.9864,88.1692,88.0569,137.03,148.444,124.332,112.32,128.777,131.188,111.533,136.079,129.059,139.861,121.707,134.013,61.908,67.0352,56.3524,67.6107,69.3089,65.8392,68.068,62.0888,74.3323,64.2477,82.863,106.867,86.0963,85.4359,90.6006,44.9632
"HSP60",142.502,137.12,148.333,137.462,154.614,166.323,154.228,148.637,151.212,157.537,157.837,133.084,144.771,139.023,121.713,155.437,178.066,186.253,167.281,108.381,98.3635,105.124,98.6396,99.6509,105.28,106.523,111.418,119.977,113.583,122.611,124.815,117.568
"KLMA_20284",8.23062,6.64011,5.50268,7.33872,16.0163,17.603,12.0494,17.8919,14.1841,13.5563,12.5021,10.0655,9.78237,9.73635,10.9922,14.7329,9.24405,12.6193,15.7354,10.6429,9.10411,7.5013,5.23602,8.58422,10.5422,10.3174,9.48199,15.8903,15.7347,17.9399,14.5178,17.9051
"RNA15",27.7247,20.2114,23.3523,26.831,22.0377,25.5416,33.9717,33.1664,33.6149,31.6412,17.6397,31.3498,32.0619,35.1207,29.1785,31.3566,28.3006,23.9428,22.6268,18.5395,21.5277,22.0275,17.4732,17.7064,22.8347,28.0475,22.1579,16.8148,17.6561,14.4935,17.1872,20.1608
"DST1",64.5473,68.233,58.5885,77.8802,65.0214,37.568,54.8382,56.4967,52.999,50.9992,50.6783,53.3824,49.5347,47.1951,55.0383,53.2612,81.8489,77.7902,82.1787,40.179,49.066,40.0558,38.7074,35.0527,43.1152,44.3079,45.377,61.7969,45.858,45.4867,48.5624,39.1248
"KLMA_20287",96.908,87.6592,133.008,88.1523,99.1065,129.808,116.444,89.1177,118.306,99.56,137.185,103.569,85.4336,101.453,83.7684,55.8202,45.0894,44.9801,48.6158,36.0214,30.162,40.9666,35.6154,25.7333,43.8906,50.5786,25.858,47.8395,54.0359,46.3511,37.0682,45.5743
"CYS4",198.341,207.051,201.493,217.911,97.9113,105.643,97.298,113.945,97.8739,101.852,81.7081,97.9107,98.2537,85.762,85.3807,101.907,199.779,202.751,218.582,156.534,167.791,156.98,168.025,163.281,152.784,157.113,189.132,195.468,170.938,171.38,174.886,186.832
"VPS20",38.1334,40.0868,39.558,31.6841,62.9578,42.1791,54.276,53.0395,56.9979,40.2625,21.1767,61.2059,59.164,58.7166,57.8334,42.1865,75.6331,65.0691,72.1074,55.1417,58.6967,58.288,64.5468,68.3118,64.1201,57.7585,61.4771,70.3309,61.4875,51.7231,53.7394,41.8444
"HEM2",163.676,157.38,150.442,147.696,197.78,184.583,157.499,160.424,175.822,176.305,236.268,164.18,148.408,150.118,145.148,169.987,282.484,270.236,275.745,248.425,232.093,230.148,234.272,243.555,250.351,258.888,244.305,314.729,248.569,266.151,260.956,259.531
"KLMA_20291",42.785,37.8736,46.2452,45.0814,56.0701,54.2932,55.5378,50.6971,59.4186,59.0357,27.5343,42.8209,55.5696,46.2641,41.9303,37.8684,93.9257,96.0103,113.39,71.8365,76.9747,61.5999,69.8972,75.5383,79.9937,77.2348,58.726,107.457,93.6307,89.2124,92.4016,91.6614
"KLMA_20292",41.4427,51.0308,49.0253,31.9406,72.3825,43.6624,52.0337,36.6462,56.0219,36.9775,81.691,51.4756,32.1631,39.4446,51.0569,78.0821,234.057,185.629,225.789,98.0528,87.5871,95.8822,69.9567,106.168,57.475,98.7284,83.372,68.7602,96.3843,92.799,83.4346,26.7668
"LSM2",181.669,204.39,132.96,201.369,285.509,192.727,197.61,249.026,309.292,223.63,417.555,198.553,200.103,226.411,268.444,131.881,163.283,116.623,189.84,136.224,135.242,166.003,184.008,181.146,180.116,167.549,115.142,282.204,166.517,142.831,125.663,149.245
"GDI1",217.358,205.104,212.087,226.119,279.807,268.964,261.998,272.075,264.314,281.386,302.922,206.149,225.537,225.312,212.09,209.584,281.049,294.942,256.992,103.848,110.833,114.256,113.874,103.841,100.544,100.813,104.192,181.243,166.713,156.228,159.678,186.63
"KLMA_20295",16.8273,15.4316,8.93633,13.3099,17.2158,10.8197,13.3356,12.5945,14.79,9.9857,18.3063,4.91346,9.75176,7.58608,5.88516,5.40206,16.1013,10.8618,11.4896,6.28898,5.71533,11.6492,6.35882,7.48557,7.16981,7.97597,5.93123,11.3079,11.8649,8.00922,11.3282,12.3737
"COX13",582.526,594.82,623.262,606.956,626.402,479.636,392.029,381.723,423.042,453.375,263.899,475.568,617.083,504.439,507.729,453.859,976.57,975.076,1138.12,700.286,691.59,737.46,716.536,637.953,764.592,769.13,855.385,1122,625.159,723.545,682.434,817.477
"CDC55",119.196,119.129,113.096,120.741,126.678,125.782,120.153,122.734,104.186,121.102,146.761,112.272,119.629,120.909,120.905,138.106,100.198,105.238,99.759,76.3973,73.9426,73.855,72.7413,69.9735,68.4266,66.8073,76.8065,79.3116,83.6379,75.0301,83.4262,101.137
"RIM15",14.2799,14.6936,15.3315,16.4535,16.7868,19.1448,18.1809,18.6595,19.191,18.8881,19.9294,9.48245,13.5186,14.1358,12.9561,11.2705,15.9102,16.2121,18.6232,12.7586,13.2012,11.7557,12.1126,11.8361,14.1023,10.5011,12.0934,22.2095,20.7418,21.4097,21.5394,26.4895
"REX2",36.7515,38.2817,38.4671,52.2895,25.8255,29.3358,36.0886,35.7566,30.1028,39.6596,26.2409,20.3274,22.103,30.2458,24.8401,22.2856,41.297,32.971,51.682,30.4317,33.2957,34.3486,27.71,28.351,26.6521,32.7562,19.8585,40.2232,34.0225,41.5812,34.0373,19.5112
"KLMA_20303",1152.86,1114.21,1101.79,1145.64,1583.19,1419.77,1455.71,1461.36,1450.31,1458.26,1397.64,1363.75,1335.61,1321.7,1369.6,1188.74,5187.84,5254.25,5467.78,2128.38,2032.92,2015.6,2058.42,2072.79,2048.79,1982.05,2092.94,3907.3,3373.26,3400.54,3435.42,3578.91
