"","GSM15965","GSM15966","GSM15967","GSM15968","GSM15969","GSM15970"
"40270_at",719.1,706.2,506.9,1446.5,2263.8,1035.3
"40271_at",1368.7,827.6,1361.2,1131.1,2041.6,1465.5
"40272_at",127.3,18.5,32.5,50.9,57.2,113.1
"40273_at",916.6,1230.7,1245.8,845.1,1118.3,785.8
"40274_at",360.5,311.4,884,769.4,297.2,561.7
"40275_at",2023.9,1428.1,2022.2,1488.7,1010.6,1507
"40276_at",1455.3,1084,1456.9,1057.8,1233.8,824.9
"40277_at",688.5,394.9,339.5,605.7,1522.9,796.1
"40278_at",878.3,609,1036.3,1140.8,1107.2,895.2
"40279_at",3391.9,3358.8,3332.5,2098.2,2444.7,3685.9
"40280_at",247.5,168.1,258,391,590.5,643.4
"40281_at",22002.1,18703.3,19708.9,10607.4,6772.1,10628.1
"40282_s_at",427,529.4,569.3,439.5,643.5,1068.8
"40283_at",73.1,103.2,82.7,117.5,201.8,142
"40284_at",32,22.5,42,739.7,93.1,24.1
"40285_at",51.7,91.3,83.6,164.9,102.4,114.7
"40286_r_at",851.9,1056.1,752.9,1218.7,2987.8,1312.8
"40287_s_at",26.5,36,54,134,85.3,76.6
"40288_r_at",217.4,190.9,171.2,393.7,646.8,693.7
"40289_at",291.8,178.9,170.3,15.9,187.3,81.3
"40290_f_at",1077.4,1779.8,858.9,1125.8,1184.7,729.6
"40291_r_at",1268.2,737.2,1516.4,503.1,450.3,202.4
"40292_at",72.8,59.1,103.1,85.4,89.4,29.9
"40293_at",27.5,123.6,51.4,194.3,176.2,92.1
"40294_at",766,389.1,463.7,694.5,978.9,657.1
"40295_at",3928.5,4251.4,2660.3,8481.3,7286.5,6492.6
"40296_at",30.4,69.9,45,247.1,158.6,675.4
"40297_at",211.5,144.9,311.3,512.3,209.5,87
"40298_at",613.3,543.3,757.8,1216.3,1297.4,924.2
"40299_at",3088.9,3287.5,2931.2,5153.4,6367.6,4747.2
"402_s_at",472.3,151.6,409.8,459.1,504.6,268.6
"40300_g_at",941.8,806.5,858.1,821.4,1885.7,1631.9
"40301_at",86.1,206.8,158.1,304.9,242.9,233.7
"40302_at",2383.3,2551.4,3533.7,5144.3,3358.6,5884.4
"40303_at",211.1,47.8,100.9,97.4,104.4,310.5
"40304_at",25.6,30.6,20.7,51.2,42.8,35.3
"40305_r_at",145.2,99.7,93.6,119.2,25.1,81.1
"40306_at",20.4,14.9,5.6,44.1,106.8,16.6
"40307_at",166.6,135.2,96.2,19,220.6,99.7
"40308_at",392.9,345.2,258.1,402.4,338.3,255.5
"40309_at",240.6,631.1,182.8,800.5,327.6,181.4
"40310_at",374.3,171.8,136.8,45.5,196.7,114.2
"40311_at",155.7,192.2,132,420.4,249.6,258.6
"40312_at",406.5,615.8,320.7,153.3,500.3,109.3
"40313_at",19.7,33,12.1,47,280.2,44.4
"40314_at",49.2,220.1,64.6,92.4,134.4,141.9
"40315_at",38.2,167.5,129.8,102.9,214.8,45.4
"40316_at",56.7,49.4,58.9,418.3,152.1,151.7
"40317_at",1431.3,661.9,747.5,2197.3,690,1187.7
"40318_at",263.1,167.2,463.1,197.4,34.3,187
"40319_at",574.3,927.8,544.9,236.9,371.9,152.8
"40320_at",830,1330.9,950.7,82.6,452.1,262.1
"40321_at",120.9,402.6,216.7,130.9,668.3,71.7
"40322_at",41332,40241.9,31684.6,30577.4,31982.3,2840
"40323_at",52.1,24.4,25.6,60.1,36.1,273.9
"40324_r_at",730.8,820.2,515.3,1197.8,593.9,1926.6
"40325_at",173.9,666.2,769.1,1485.8,632.1,1826
"40326_at",114.8,161.9,205.3,600.9,110.1,233.5
"40327_at",84.2,314,403.1,1195.6,224.8,372.8
"40328_at",87.7,53.8,58.9,70.4,74.7,108.4
"40329_at",2245.3,973.4,1766.6,601.7,1342.6,489.2
"40330_at",5571.6,4877.2,4725,265.5,301.7,407.6
"40331_at",73.4,104.4,73.2,169.4,173.8,171.8
"40332_at",2838.3,2835.9,2810.3,3563.1,2277.5,3019.6
"40333_at",441.9,316.7,422.9,299.9,116.5,70.8
"40334_at",298.6,235.8,134.4,410.6,186.9,155.4
"40335_at",190.2,80.5,237.4,58.2,348.4,60.9
"40336_at",629.3,828.9,925.3,1152.4,1071.5,1033.7
"40337_at",1224,1052.1,1223.2,2700.9,2808.7,1363
"40338_at",744,374.9,482.7,511.2,108.1,515.5
"40339_at",34.8,299.9,196.1,492.8,404.9,340.3
"40340_at",301.9,221.4,158.7,191.2,52,254.5
"40341_at",176.7,19.6,147,78.9,200.1,108.4
"40342_at",99.7,73.9,373.1,1140,259.8,453.2
"40343_at",239.5,321.2,371.2,152,558.7,93.6
"40344_at",39,129.9,85,56.7,143.2,36.1
"40345_at",34.5,122.5,120.9,53.4,121.3,33.8
"40346_at",25.7,43.6,38,22.5,85.6,30.4
"40347_at",413.6,539.7,527.3,228.1,970.3,56.3
"40348_s_at",309,295,146.8,369.9,701.2,204.4
"40349_at",499.5,197.5,459.9,387.6,698.1,311.6
"40350_at",68.3,81,48,204.1,303.4,72.1
"40351_at",148.9,135.9,81,217.1,251.7,243.4
"40352_at",67.4,105.3,88.2,659.7,186.1,140.9
"40353_at",751.7,714.7,728.1,432.6,766.7,310.2
"40354_at",17.1,155.3,33.3,42.5,45.6,154.2
"40355_at",77.4,74.1,93.2,413.9,239.1,94.2
"40356_at",145,6.5,3.1,64.6,22.8,30.9
"40357_at",217.5,153.5,214.3,223.8,410.4,159
"40358_at",169.6,98.9,50.8,130.8,172.1,792.6
"40359_at",3262.1,4217.2,4429.6,3512,4080.4,4854.7
"40360_at",1668.8,1600.5,2140,1760,2279,2497.6
"40361_at",102.9,88.8,80.1,67.2,136.5,56.5
"40362_at",657.9,634.8,566.6,825,258.1,1503.7
"40363_r_at",19.3,119.7,109.5,98.9,276.8,431.7
"40364_at",296.9,211.9,234.5,382.6,364.6,311.4
"40365_at",346.1,132.4,285.9,510.4,151.8,758.3
"40366_at",113.7,38.3,728.3,391.8,455.5,212.6
"40368_r_at",38.7,3,17.1,56.2,40.5,29.6
"40369_f_at",10000.4,13512.2,9972.2,11861.4,10902.6,13164.9
"40370_f_at",9469.4,12774.2,9137.1,6009.3,7530,10567.7
"40371_at",465.9,269.5,1040.8,348.1,1125.8,236.2
"40372_at",198,39.4,62.5,497.5,221.3,438.7
"40373_at",64,222.5,25.5,100.6,322,38.3
"40374_at",17.1,36.3,13.8,205.3,42.7,94.2
"40375_at",200.7,158.6,125.1,355.6,137.7,203.5
"40376_at",836.7,841.5,1012.8,1142.5,643.7,1891.4
"40377_at",465.2,715.5,470.9,391.5,291.9,571.8
"40378_at",190.9,109.9,65.1,299.3,190.6,410.3
"40379_at",610.7,319.9,269.2,718,544.8,422.8
"40380_at",176.5,20.8,140.9,46.4,250.9,493.7
"40381_at",125.9,136.9,276.8,178.1,167.7,284.9
"40382_at",48.1,186.8,84.3,282,383,435
"40383_at",19.1,4,26.4,22.7,90.8,12
"40384_at",54.6,32.9,85.5,153,136.7,277.9
"40385_at",78.8,115.1,15.3,100.7,381.3,97.4
"40386_r_at",100.1,77.1,80.9,551.8,627.2,343.8
"40387_at",99.3,21,6.3,46.1,19,14.3
"40388_at",205,238.1,126.9,88.3,542.6,139.9
"40389_at",228.3,238.5,155.5,944.7,1339,661.3
"40390_at",37.7,74.8,53.3,287.4,195,64.5
"40391_at",198,111.8,126.7,42.6,25.7,12.4
"40392_at",28.1,98.9,71.9,125.7,184,181.4
"40393_at",253.2,32.1,128.6,43,86.8,19.1
"40394_at",423,552.9,460.4,202,929.1,159.2
"40395_at",1006.3,1022.3,1199.9,2263.5,1442.1,2056.6
"40396_at",310.6,438.7,610.9,428.7,1373.7,907.8
"40397_at",54.2,26.7,18.3,30.2,214.8,29.8
"40398_s_at",11.8,45.8,59.7,47.9,14.1,23.2
"40399_r_at",331.7,364.5,255.5,580.1,889.6,448.4
"403_s_at",709.7,471.5,887,1076.1,799.9,1397.1
"40400_at",3199.4,3853.5,5462.5,556.7,766.1,1484.1
"40401_at",227.2,389.3,127.1,71.8,617.2,255.2
"40402_at",692.1,886.6,490.4,1305.5,1021.6,735.9
"40403_at",14.3,57.1,145.7,200.7,117.1,98.7
"40404_s_at",1734.5,2002.7,1642.1,1146.4,1283.6,1409.8
"40405_at",2846.7,2688.4,2081.9,1562.1,1298.2,2039.8
"40406_at",194,204.2,216.2,515.5,184.6,453.6
"40407_at",499.7,758.3,411.7,583.2,595.9,336.2
"40408_at",1053,1075.2,1283.9,1406.1,2570.9,1392.9
"40409_at",652.2,948.7,503.5,797.3,447.7,605.7
"40410_at",1410.9,1540.7,1729.7,1400.4,1538.6,2206.2
"40411_at",1467.5,1006.8,1111.5,599.7,584.7,819.4
"40412_at",72.7,81.8,66.3,107.1,522.1,102.7
"40413_at",276.4,295.9,102.3,272.8,249.3,366.1
"40414_at",1834,1655.8,2271.1,2269.8,2627.9,3452.8
"40415_at",2684.3,2228.4,2880.1,2055.5,1960.3,5216.6
"40416_at",1240.3,1138.3,1404.5,1596.4,453.9,1179.4
"40417_at",998.6,1505.2,1333.1,1090.8,807.5,1346.5
"40418_at",529,443.1,403.3,212,210.6,207.2
"40419_at",18292.8,20597.1,16570,19449.2,15685.9,12126
"40420_at",542,808.7,899.5,818.5,1086.4,1228.4
"40421_at",1448.3,1650.6,1907.4,1157.8,927,1989.8
"40422_at",16662.5,19981.3,25872.5,1342.1,1763.5,8548.2
"40423_at",1492.4,1373.1,1343.2,695.2,909.1,787.7
"40424_at",790.9,1017.4,665.7,789.2,395.5,1733.4
"40425_at",1233.2,926.5,2996.7,2260.2,1584.7,2525.8
"40426_at",1600.3,1537.4,2131.4,1551.7,1340.3,2436
"40427_at",1854.2,1863.4,1388.7,1189.3,1496.2,3273.8
"40428_i_at",711.5,475.9,243.9,859.7,1040.5,885.7
"40429_r_at",138.1,42.4,80.3,421.2,217.8,286.7
"40430_at",526.2,257.3,152.2,100.8,277.2,546.5
"40431_at",492.2,384.1,374.5,49.1,300.2,378.5
"40432_at",4977.3,5801.4,4855.6,4881.1,4071.5,2907.2
"40433_at",770.6,1067.4,710,188.7,712.1,653.2
"40434_at",74416.5,68243.5,47004.3,25384.6,24794.8,17324.3
"40435_at",2537.6,3199,5768.1,4611.2,4044,7367.7
"40436_g_at",3405.2,3575.5,6658.8,6424.9,4145.1,8019.1
"40437_at",1254.2,1649.8,1698.5,1645.4,1783.1,1552.6
"40438_at",376.2,401.7,241.5,328.4,559.2,233.7
"40439_at",486.5,395.8,625.6,1053.2,275.9,915.3
"40440_at",3644.7,2605,2970,2863.4,2874.4,2707.3
"40441_g_at",711.2,763.5,697.5,591.2,548.3,448.5
"40442_f_at",814.7,710.3,593.5,890.4,958.6,774.3
"40443_at",599.5,794.9,476.5,940.5,751.8,600.3
"40444_s_at",5254.4,5536.4,6576,7646.9,5646.8,2872.4
"40445_at",277.8,475.6,279.1,399.5,780.6,718.1
"40446_at",4471.1,5271.2,5468.7,6204.5,6962.8,5981.3
"40447_at",962.7,575.9,885.9,211.2,1151.5,1270.6
"40448_at",4669.6,5475.9,3912.3,6030.1,6736.9,2682.5
"40449_at",531.8,567.1,319.4,396.1,558.6,460.7
"40450_at",257,131.2,355.9,154.1,131.3,121.9
"40451_at",1171.7,706.6,1242.3,462.7,405.3,844.7
"40452_at",2928.3,3058.4,5969.2,7971.9,7222.1,6940.1
"40453_s_at",934.5,704.4,741.4,886.4,1108,573.2
"40454_at",11904.7,11292.4,11720.3,1342.6,1957,2702
"40455_at",1192.1,1488.2,1175.4,486.8,1314.5,599.7
"40456_at",189.3,107.8,77.4,265.2,69.6,84.1
"40457_at",408.1,625.1,480.3,412.8,394.2,259.2
"40458_at",431,418.6,169.8,265.7,761.1,260.8
"40459_at",210,146.3,170.5,67.5,51.9,377.9
"40460_s_at",197.8,261.8,245,150,423.4,393.2
"40461_at",360.5,286.2,522.8,1008,802.9,684.1
"40462_at",1308,1805.4,2205.1,2477.8,1194.2,2574.1
"40463_at",299.8,661.2,398.9,555.5,542.2,399.1
"40464_g_at",620.5,896,524.7,149.7,875.7,639.4
"40465_at",831.3,728.7,688.6,843.5,526.7,823.2
"40466_at",1690.7,1673.2,1851.9,878.9,1191.1,1603.8
"40467_at",2025.9,2351,1964.7,1007.9,2716.8,1643.6
"40468_at",4475,3490.9,4298.7,2397.2,1857.5,1767.5
"40469_at",1272.2,1010.5,998.8,2776.9,2868.9,1227.8
"40470_at",1571.4,1347.9,1699.1,1394.5,895.5,1471.4
"40471_at",723.1,696.4,543.1,177.9,688.1,288.2
"40472_at",32.1,97.8,126,712.4,77.6,88.9
"40473_at",4166.5,4271.1,3407.6,1747.2,2484.8,1923.8
"40474_r_at",264.8,69,96.8,614.1,387.2,399.4
"40475_at",106.4,70.8,201.2,93.6,73,131.2
"40476_s_at",401.2,667.7,631.9,196.8,201.3,195.4
"40477_r_at",233.6,100.5,184.1,283.5,353,308.7
"40478_at",260.5,543.3,497.5,1059.5,120.1,80
"40479_at",931.3,1295.7,492.2,202.4,559.4,355.3
"40480_s_at",4124.5,4478.4,3104.5,1416,1744.3,1575.9
"40481_r_at",681.4,448.2,111.5,203.5,365.9,125.3
"40482_s_at",92.4,64.4,27.7,373.6,116.4,84.1
"40483_at",561.1,180.8,440.2,1588.6,430.2,1037.5
"40484_g_at",626.6,592.5,513.8,1083.5,2290.5,1259.4
"40485_at",1564.7,1646.2,1259.1,723,879.2,700.8
"40486_g_at",1499.5,1221.5,1127.4,558.3,1085.3,479.3
"40487_at",1425.7,1140.1,1495.2,418.3,305,138.2
"40488_at",710.5,808.1,868.5,304.5,402.8,51.2
"40489_at",2237.7,1469.8,1976.9,2486,923,1093.9
"40490_at",602.2,738,590.1,278,148.3,801.2
"40491_at",232.2,427.9,302.5,1131.5,190.5,706.9
"40492_at",1112,880.4,937,1087.2,1712.3,729.3
"40493_at",631.8,572.3,756.1,309.8,921.1,853.1
"40494_at",497.9,870.6,828.1,1201.8,1661.4,1010.7
"40495_at",70.3,283.7,184.4,862.5,349.4,398.8
"40496_at",6032.2,5518,3665.3,1137.8,718.8,1633
"40497_at",1115.1,1200.2,1477.7,1219.1,909.5,1675.8
"40498_g_at",522.1,299.3,438.6,342.2,172.1,679.9
"40499_r_at",426.6,339.4,269.8,1708.4,1646.3,259
"404_at",3153.2,2972.5,4133.4,5916.1,5284.4,3193.6
"40500_at",129.5,18.8,60.6,99,564.4,105.2
"40501_s_at",1117.4,1039.4,858.9,1551.5,1584.4,1313.1
"40502_r_at",19.2,16.6,17.7,219,31.5,258
"40503_at",60.1,60.4,55.9,125.4,147.2,833.6
"40504_at",2351.5,1924.8,1680.1,1501.9,1480.8,854.2
"40505_at",8202.9,8937.6,1883.2,3060.2,3064.3,1954.4
"40506_s_at",901.6,1374.3,759.9,1450.6,1068.7,1381.9
"40507_at",323.8,926.3,383.7,945.4,792.6,995.1
"40508_at",2844.4,2824.7,2080.2,1378.6,1287.4,737.9
"40509_at",930.8,1212.7,654.2,602.8,1095.4,954.4
"40510_at",121.7,210.7,126,34.7,48.5,9.7
"40511_at",516.2,629.7,2160.6,1157.7,1361.3,1088.9
"40512_at",597.7,207.4,264.1,683.5,588.9,834.4
"40513_at",172.9,64.8,54.3,498.1,135.9,492.5
"40514_at",1102,1045.1,1488.9,1562,1565.1,2218.9
"40515_at",1029.9,952,1181.2,1343.6,1373.4,1069.9
"40516_at",143.4,107.4,239,446.4,473.5,213.4
"40517_at",507.6,381.5,511.4,310.1,594.8,88
"40518_at",869.4,912.6,686.8,1163.6,908,1169.4
"40519_at",224.6,176.7,49.1,194.6,244,166.1
"40520_g_at",227.5,398.8,343.1,201.3,701.3,158
"40521_at",1091.4,1012.4,1896,2454.8,1672.7,1352.4
"40522_at",5281.5,4200.6,2886,1106.6,908.5,788.1
"40523_at",180,85.6,89.4,869.2,335.3,460
"40524_at",616.5,570.7,521,406.2,582.2,85.5
"40525_at",120.4,127.6,64.8,1079.7,145.8,701.6
"40526_at",82.2,46.6,25.3,86.4,89,56.5
"40527_at",1073.2,1283.3,1338.1,709.9,259.1,1709.8
"40528_at",53.3,15.9,16.1,84.3,118.7,69.7
"40529_at",417.3,355.1,93.5,281.5,738.2,201.4
"40530_at",328.1,279.7,643.8,339.4,289.5,250
"40531_at",122.5,121.2,62.6,155.1,186.8,150.4
"40532_at",71.9,195.9,167.1,130.8,192.2,126.8
"40533_at",26.5,36.1,35.1,87,141.9,97.9
"40534_at",441.8,565.2,180.3,348.1,259.6,581
"40535_i_at",230.9,307.7,224.5,401,560.3,115.4
"40536_f_at",237.8,30,111.8,12.1,70.5,196.3
"40537_at",547.8,883.4,746.9,569,447.8,440.6
"40538_at",308.3,128.8,65.3,275.3,335.2,83
"40539_at",1222.4,1602.6,1476.6,2559.7,2772.8,2561.6
"40540_at",424.3,109.2,107,175.7,179.7,181.3
"40541_at",7282.6,6903.7,3736.4,13523.5,11653.2,15553.7
"40542_at",412.2,263.3,339.5,105.7,189.8,109.7
"40543_at",90,37.8,117.1,72.7,72.3,260.6
"40544_g_at",51.9,101.5,80.8,102.7,163.3,87.7
"40545_at",586,481.7,389.3,440.2,146.8,619.4
"40546_s_at",1790.6,2242.5,2530.8,1593.7,2080.3,3078.9
"40547_at",105.3,184.6,284.6,180.1,131.5,57.9
"40548_at",278.6,553.1,489.5,679.8,616.1,656.5
"40549_at",162.6,135.9,387,395.7,168,160.3
"40550_at",72.6,144.7,71.9,453.9,313.9,90
"40551_at",24.3,34.7,19.8,480.9,147.7,267.6
"40552_s_at",1971.4,1358.2,1101.1,2706.6,2407.1,1028.2
"40553_at",818.7,465.5,611.3,732,736,839.9
"40554_at",130.9,80.2,81.4,323,41.9,37.5
"40555_at",1055.9,1362.5,1024.9,946.9,746,334.1
"40556_at",513,434.5,334.3,269,319.5,643.3
"40557_at",107.1,52.9,45.1,126.3,172.4,185.9
"40558_at",659.9,350,416,210.3,471.1,315.5
"40559_at",115.4,129.2,194.6,462.5,157.4,314.3
"40560_at",526.7,704.3,1906.1,1483.2,908.1,2849.2
"40561_at",97.9,79.4,69.8,198.4,120.9,87.8
"40562_at",2341.4,2211.2,3263.5,3502.9,2866.2,3233.4
"40563_at",276.1,307.3,285.1,324.4,495.4,69.1
"40564_at",523.3,332.3,218.1,402,597.3,434.3
"40565_at",946.2,766,234.9,581.9,318.6,916.8
"40566_at",69.4,12.1,16.9,31.3,266.1,24.6
"40567_at",3457.6,3022.6,4887.5,2989.7,2264.8,4720.6
"40568_at",993.4,964.6,766.4,1206.6,1239.6,968.3
"40569_at",1579.2,1235.9,1701.1,1302.8,1333.5,1597.2
"40570_at",1799.1,1533.1,2082.8,2448.5,2428.4,2304.6
"40571_at",177.4,73.9,102.7,14.3,22.3,24.4
"40572_at",62,8.8,5.1,11.9,100.1,95.6
"40573_s_at",37.5,8.8,15,132.7,108.3,134.9
"40574_at",305.3,176.4,232.2,116.9,574.7,531.7
"40575_at",2067.1,1681.4,1317.4,786.1,1035.7,639.8
"40576_f_at",708.6,763.8,738.4,422.4,215.3,448.2
"40577_at",429.4,598.1,383.3,309.2,256.9,500.3
"40578_s_at",704.1,338.1,1219.6,1833.5,1820.5,890.8
"40579_at",57.4,207.7,18.4,51.5,190,20.4
"40580_r_at",5757.1,9268.6,10006.7,12678.7,10909.8,14841.4
"40581_at",158.2,270.5,434.7,226.8,846.6,144.2
"40582_at",197.6,206.6,172.5,668.7,803.3,266.8
"40583_at",36,152.7,111.8,51.6,74.1,351.9
"40584_at",703,848,952.1,852.8,205.9,455.6
"40585_at",245.6,170.6,121.2,12.7,26.5,72.7
"40586_at",221.6,225.3,42.1,156,290.4,73
"40587_s_at",1661.9,1245.6,1536.8,904,952.1,1190.1
"40588_r_at",86.5,148.9,75.9,61.2,355,17.1
"40589_at",471.7,908.7,646.3,923.6,825.6,1214.6
"40590_at",61.7,74.1,36.3,66.4,135.7,91.9
"40591_at",350.8,344.6,195.7,183.2,32.3,345.4
"40592_at",415.9,258.9,239.6,255.5,314.8,265.6
"40593_at",4903.6,4363.6,6227.9,4859,4747.3,6724.2
"40594_r_at",1864.2,3069.4,2246.4,8887.2,7020.4,3711.4
"40595_at",711.8,392.6,634.3,1379.3,942,1142.3
"40596_at",1823,1633.8,1892.6,2722.1,2407.4,2791.1
"40597_g_at",94.5,91.3,138.8,764,409.2,352.4
"40598_at",1069.1,772.1,684.3,1370.5,1296.9,1956.9
"40599_at",308.1,323.3,204.4,393,504.3,388.5
"405_at",144,156.3,175.6,356.3,336.6,906.9
"40600_at",261.4,275,594.5,1257.8,1425.2,1246.9
"40601_at",480.2,391,422.6,381.3,466.4,352.1
"40602_at",444.1,452.9,914.6,830.1,857.4,818.6
"40603_at",293.4,40.7,91.7,33.4,93.7,397.7
"40604_at",39.7,116.4,19.1,208.5,35.3,79.7
"40605_at",1104.4,968.9,1017.6,487.8,874.7,698.6
"40606_at",229.7,232.6,142.6,213.1,33.7,63.7
"40607_at",6780,4768.7,7139.9,6670.9,7747.5,2438.3
"40608_at",354.4,447.1,439.1,159.6,302.9,288.8
"40609_at",1512.1,894,767.3,1993.2,1334.7,1794
"40610_at",1793.6,1587.4,1710.6,1035.2,1360.7,520.3
"40611_s_at",109.3,34.2,141.3,203.2,558.3,79.7
"40612_at",351.6,250.8,245.7,406.4,398.8,64.1
"40613_at",825.7,665.4,537.3,311.9,443.6,77.2
"40614_at",284.7,526.8,440.1,835.2,134.7,379
"40615_at",1724,1451,1334,1188.7,1659.7,1231.7
"40616_at",248.8,222.4,245,121.7,54.8,86.7
"40617_at",719.1,1066.4,1058.9,966.1,1020.3,613.9
"40618_at",1832.8,1697.8,1136.1,697.1,863.8,761.3
"40619_at",595.6,614.6,752.5,876.8,822.9,155.5
"40620_at",116.2,175,31.4,127.7,132.2,277.5
"40621_at",984.5,836.2,758.9,369.4,409.7,241.9
"40622_r_at",1504.9,1747.4,2070.2,1567.2,1436.1,592.6
"40623_at",829.1,671.5,1067.3,662.9,679.8,694.9
"40624_at",35,145.9,44.9,253.5,215.2,24
"40625_f_at",618,65.3,242.7,69.4,41,64.6
"40626_at",199.1,153.2,259.4,625.5,241.8,289.1
"40627_at",494.3,462.2,225.3,676.2,382.2,155
"40628_at",265.2,129.9,131,75.1,56.3,71.7
"40629_at",478.8,733.7,578.1,584.3,858.7,907.7
"40630_at",21.6,47.7,42.9,63.3,38.6,23.6
"40631_at",2943.8,3049,2551.8,932.3,1296.3,844
"40632_at",107.2,206.9,104.9,464.9,676.7,538.1
"40633_at",77.8,16.3,195.7,439.9,41.6,46.3
"40634_at",685.1,536.9,969.7,600.3,111.6,463.1
"40635_at",9835,11106.1,15048.5,18431.2,9432.6,23298.1
"40636_at",548.2,616.3,457.3,1138.2,1033.9,486.6
"40637_at",2091.7,3202,1677,1256.8,2032.1,2256.9
"40638_at",677.2,658.4,721,599.3,581.4,376.2
"40639_at",691.1,630.3,84.9,200.5,109.5,464.3
"40640_at",404.2,260.8,498.1,554,631,772.4
"40641_at",219.9,443.6,352.3,31.1,393.9,654.8
"40642_at",161,176.6,381.3,772.8,100.6,13.1
"40643_at",1599.9,1292,1184.2,2118.1,1137.9,1615.4
"40644_g_at",155.3,453.1,191.6,216,969.5,565
"40645_at",537.9,423.1,355.7,420.2,195.1,156.6
"40646_at",273,240,263.7,266.7,242.1,903.4
"40647_at",249.6,612.8,184.7,479.2,348,194.9
"40648_at",393.1,465.2,425.6,739.3,464.4,891.2
"40649_at",232.9,161.8,116.3,389.9,456.1,434.5
"40650_r_at",148.7,547.9,223.9,766,1366.1,354.3
"40651_s_at",845.1,1079,818,1231.6,1498,1627.9
"40652_at",204.8,197.2,194.2,151.9,76.9,362.5
"40653_at",315.9,288,210.9,239.1,425.5,142.2
"40654_at",276,357.5,106.6,157.8,285.9,28.7
"40655_at",28.6,23.9,100.6,527.2,141.9,256.1
"40656_at",300.9,139,166.5,680.1,474.1,285.5
"40657_r_at",136.6,144,5,117,165.9,20.1
"40658_r_at",143.7,46.6,108.3,44,177.3,203.5
"40659_at",467.9,419.8,147.6,216.2,460.1,637.3
"40660_at",72.6,22.3,84.1,12.9,294,50.3
"40661_at",708.5,439.2,59.4,605.7,1671.8,736.6
"40662_g_at",291,202.5,85.8,161,31.9,46.6
"40663_at",38.2,30.2,38.9,634.2,382.4,56
"40664_at",29.9,33.6,32.2,47.7,270,27.6
"40665_at",36.4,144.4,355.8,253.7,436.2,171.1
"40666_at",545.5,924,287.5,635.8,1154.5,62.9
"40667_at",738.2,548.7,590.4,648.1,440.8,757.6
"40668_s_at",725.7,1064,937,1671.4,1982.1,1540.1
"40669_at",169.3,220.9,145.4,171.2,415.8,409.2
"40670_at",16.2,18.8,6.7,246,36.6,374.9
"40671_g_at",98.3,151.8,230.7,266.7,362.5,94.4
"40672_at",1072.5,1280.5,717.9,796.3,975.6,1450.2
"40673_at",614.6,543.3,210.9,518.5,536.7,378.7
"40674_s_at",1227.6,796.3,845.4,783.4,1234,1232.6
"40675_r_at",155.3,417.6,108.2,2124.2,1485.7,389
"40676_at",47.5,107.2,53.9,248.9,79.6,40.8
"40677_at",696,362.8,1131.6,1395.1,846.4,246.7
"40678_at",182,61.9,49.4,318.2,323.3,31.5
"40679_at",75.8,97.8,130.2,176.7,302.1,935.9
"40680_at",200.2,225.3,51.3,467.5,95.8,245.8
"40681_at",252.7,321,198.4,857.7,1178.9,258.9
"40682_at",185.9,15.3,72,345.7,8.7,77.2
"40683_at",86.7,128.1,52.9,111.5,241,279
"40684_at",495.6,351.8,164.9,605.1,1001.7,747.5
"40685_at",656.8,986.9,1006.5,790.5,93,177.4
"40686_at",458.5,322.5,383.6,170.7,289.1,559.7
"40687_at",2344.2,2573.2,1376.7,4342.8,5353.6,2435.6
"40688_at",349.9,317,495.6,289.1,222.7,351.8
"40689_at",54.7,643.6,525.4,114.7,76.1,25.6
"40690_at",138,36.1,137.4,72.7,78.6,657.5
"40691_at",109.8,330.3,343.3,220.5,1104.4,623.7
"40692_at",356.2,562,341.4,99.1,124.5,42.2
"40693_at",87.4,89.1,39.1,437.5,68.4,174.6
"40694_at",12.9,8.3,20.6,39,273.8,164.7
"40695_at",2889.8,2661.1,3739.2,1637.9,1006.4,2250.9
"40696_at",1385.9,1328.5,1068.4,1126.8,1061.3,990.5
"40697_at",295.6,79,114,248.6,113.1,716.2
"40698_at",1061.4,747.1,727.8,1049.4,1284,289.9
"40699_at",376.9,216.5,410.6,400,705.1,492.6
"406_at",77.3,173.8,273.9,878.1,318.3,665.7
"40700_at",268.4,463.8,350.5,509.1,253.6,436.1
"40701_at",560.7,572.4,672.5,1111.7,1685.3,664.7
"40702_at",196.6,38.6,28.1,103.2,503.4,88.1
"40703_at",159.4,153.9,172.2,285,315.4,300.6
"40704_at",458.5,470.7,182.3,323.3,383.8,107.7
"40705_at",1511,2551.2,3198.7,2512.8,2060.2,1818.8
"40706_at",66.4,87.7,47.4,100.3,174.1,76.2
"40707_at",43.8,103.2,22.1,80.5,79,35.5
"40708_at",65.5,321.6,158.2,110.6,18.9,73.8
"40709_at",693.4,702.7,739.5,728.7,638.4,941.4
"40710_at",16.6,27,47.6,159.8,60.8,59.6
"40711_at",190.9,410.2,223.1,215.3,555.4,99.5
"40712_at",641.9,443.5,315.8,1033.9,1069.8,1114.7
"40713_at",41.2,476.1,157.6,405.7,171.3,199.4
"40714_at",676.3,850.9,807,841.2,471.3,1839.7
"40715_at",56.7,80.2,26.7,74.1,175.7,115.9
"40716_at",103.4,84.6,154,287.2,242.8,192.2
"40717_at",485.7,509.4,169.3,627,640.8,255.4
"40718_at",476.3,989.5,669.1,1362.1,1840.7,992.9
"40719_at",34.8,197.8,22.2,528.7,477.9,48.9
