"","GSM15965","GSM15966","GSM15967","GSM15968","GSM15969","GSM15970"
"39821_s_at",1226.6,900.1,711,1094.7,2192.9,1646
"39822_s_at",1742.1,1960.2,1206.1,1742.4,2259.2,854.5
"39823_at",4312.7,4025.4,4915.7,1479.5,1507,918.9
"39824_at",673.4,470.1,780.4,927.5,189.8,1874.5
"39825_at",792.3,1088.3,2876.7,1086.4,1123.6,1960.5
"39826_f_at",516,297.5,106.8,404.6,242,321.6
"39827_at",4459.5,5066.6,1629.9,5553.5,5249.8,1283.7
"39828_at",347.5,146.1,319.2,139,759,180.7
"39829_at",65.1,56,230,107,635,103.6
"39830_at",9541.5,8884.6,13518.2,9993.6,9705.9,15684.2
"39831_at",354,416.6,415.5,952.2,737.7,460.7
"39832_at",2673.7,1785.7,3076.8,2605.9,3502.5,3926.4
"39833_at",979.5,1160.6,1416.4,586.3,1387.3,2133.4
"39834_at",58,47.5,49.2,338.7,294.9,632
"39835_at",795.2,619.7,899.2,1032.4,493,1606.5
"39836_at",209.6,189.9,398.9,206,1248.5,618
"39837_s_at",808.3,859.9,1075,563.8,418.8,2382.5
"39838_at",568.5,615.9,952,1109.4,644.1,564.5
"39839_at",2325.8,3110.3,2321.5,956.1,1418.2,890.7
"39840_at",449.2,141.2,358.2,219.5,198.8,682.4
"39841_at",363.6,211.9,158.4,339.5,371.8,86.5
"39842_at",63.5,138.4,54.1,169.8,223.2,136.7
"39843_at",72.8,112.1,39.6,227.4,225.9,421.4
"39844_at",474.5,510.8,472.5,725.5,819.2,1361.4
"39845_at",974.2,1117.2,750.1,2144.6,1409.5,1286.7
"39846_at",1140.1,877.3,953.4,1542.7,1908.5,1111.7
"39847_at",90.9,168,151.1,99.1,103.3,49.7
"39848_at",84,115.4,78.2,158.6,418.6,57.9
"39849_at",229.5,43.3,183.2,226.2,770.2,576.6
"39850_at",285,221.4,101.6,268.1,43.5,295.8
"39851_at",131.3,24.7,47.1,12.6,34.4,434.9
"39852_at",536.3,605.3,462.8,345.4,656.1,393
"39853_at",78,216.1,159.8,262.4,125.2,63.5
"39854_r_at",2481,4516.6,1402.3,8213.9,7204.8,8217.1
"39855_at",1310.7,1573.4,1619.2,2101.2,1485,2238.3
"39856_at",4746.5,4123.9,4847.9,3468.5,3057.3,2160.9
"39857_at",516.6,546.1,414.4,73.3,249.1,191.6
"39858_s_at",486.7,622.8,503.9,302.1,237,344.2
"39859_r_at",138.8,248.1,236.9,220.8,308.3,238.1
"39860_at",1518.4,1461.8,1187.7,902.2,934,642.7
"39861_at",3385,3163.4,4078.4,4420.3,4811.6,4016
"39862_at",911.2,905.5,449.7,1941.2,559.7,340.6
"39863_at",309.2,208.9,492.2,251.1,364.3,207.3
"39864_at",6874.3,6539.4,8791.5,4142.3,5072.7,4383.3
"39865_at",1460.3,1017.3,736.2,654.8,1629.9,976.6
"39866_at",4101.3,6614.1,8003.7,6100.1,5688.3,7432.8
"39867_at",4077.9,4094.9,5619.3,6675,5366,8456.6
"39868_at",3464.7,3193.1,2975.6,3919.7,4177.3,3668.1
"39869_at",75.4,55.1,32.1,506.7,754.8,137.6
"39870_at",1145.3,335.5,771.7,877.2,928.4,418.6
"39871_at",117.4,40.5,11.9,62.9,189.1,29.2
"39872_at",797.8,855.1,921.2,1019.3,1745.8,1494.9
"39873_at",468.9,581.8,342.4,375.9,491.9,25.8
"39874_at",25,249.8,101.2,68,531.3,210.2
"39875_at",459.4,618.2,121.6,76.4,193.9,78.2
"39876_at",2460.6,2247.7,2244.2,2349.6,2199.2,3713.9
"39877_at",390.4,420.8,84.9,532.2,354.5,680.7
"39878_at",662.5,730.2,854.6,719.7,773.5,657.4
"39879_s_at",2224.6,2330.9,2810,1851.2,1795.3,3556.4
"39880_at",38.7,53.1,58.1,55.6,84.8,83
"39881_at",58.2,237.4,44.5,90.4,221.3,398.2
"39882_at",141.9,15.4,23.8,50.8,45.7,12.8
"39883_at",366.4,180,400,631.8,43.2,211.2
"39884_g_at",386,266.7,235.9,233,164.9,388.3
"39885_at",461.5,306.6,191.2,238.7,335.8,309.3
"39886_at",28.5,93.3,17.3,84,168.1,273
"39887_at",31.5,40.9,19.2,226.8,336.1,86.1
"39888_at",456.5,223.3,158.4,441.9,597.4,108.2
"39889_at",270.8,90.6,202.1,560.3,783.5,587.9
"39890_at",155.4,120.6,89.1,246.1,268.6,217
"39891_at",395.4,471.2,324.7,1208.6,1048.4,832.1
"39892_at",472.6,247.7,189.2,158.9,134.6,455.9
"39893_at",129.3,476.4,531.9,1235.6,735.3,882.5
"39894_f_at",282.9,271.8,91.9,407.1,73.7,205.5
"39895_r_at",50.3,122.5,83,896.3,188.3,148.8
"39896_at",554.3,812.8,1037.5,1462.8,1529.1,1131.5
"39897_at",1271.9,1467.5,1307.8,771.9,1130.4,510.1
"39898_at",128,77.3,41.2,311.5,45.8,81.2
"39899_at",838.6,1017.4,1096.2,1369.4,1389.9,1734
"398_at",613.9,579.3,368,364.8,425.2,736.7
"39900_at",87.1,89.1,78.8,130.3,307.9,158.2
"39901_at",248.5,135.8,99.4,47.5,186.3,221.4
"39902_at",147.5,343.1,337.6,434,169.9,208
"39903_at",51.6,116,81.1,145.8,150.2,160.7
"39904_at",202.9,219.4,113.2,436.6,382.6,127.4
"39905_i_at",268.2,27.5,105.6,33.5,25.7,129
"39906_r_at",118.1,9.8,127.2,62.1,84.5,42.9
"39907_at",240.8,170.1,90.5,308.7,329.9,193.3
"39908_at",1825.4,997.4,1133.6,2589.2,1641.4,1925.9
"39909_g_at",53.1,34.9,149.2,445.9,116.9,633.9
"39910_at",587.9,407,1024.2,411.3,348.8,686.6
"39911_at",144.4,139.7,103.7,227.3,256.3,224.3
"39912_at",418.6,295.3,352.6,188.3,255.8,154.6
"39913_at",133.9,391.5,484.9,1025,974.9,895.6
"39914_r_at",665.8,370.4,1029.8,398.5,501.1,1842.8
"39915_at",286.6,877.1,639.1,532.2,418.7,689.3
"39916_r_at",6532.9,5429.6,7543.8,8751.8,5832.7,11504.1
"39917_at",1554.5,1649.4,1361.2,2797.6,3571.1,2645.5
"39918_at",2909.6,2389.7,2765.1,3742.9,3411.7,3579.7
"39919_at",716.6,635.9,509.7,1239.5,2130.3,941.9
"39920_r_at",5087.3,5431.3,7142.3,12537.9,7246.9,7493.2
"39921_at",6923.7,4714.5,5479.3,3937.9,2677.6,9506
"39922_at",289.1,70.6,57.6,267.8,264.3,79.4
"39923_at",1499.6,1429.9,1030.2,1215.4,1457,544.3
"39924_at",287.1,163.1,146.2,251.8,294.7,142.8
"39925_at",182.8,413,374.5,495.4,245.9,263.7
"39926_at",210.8,217.1,148.7,240.9,37,143.3
"39927_at",665.4,602.6,342.8,390.9,240.3,16.4
"39928_at",158.4,29.8,154.6,37.9,66.7,99.1
"39929_at",542,370.7,303.8,300.7,348.3,314.5
"39930_at",24.3,41.7,246.8,257,143.8,76.7
"39931_at",272,204.3,185.3,83.2,320.5,218.9
"39932_at",2134.2,2908.4,1532.1,2681.2,3254.5,1289.8
"39933_at",862.1,475,840.5,1445.6,349.7,1150
"39934_at",604.1,563.3,372.1,446,771.4,642.7
"39935_at",41.3,7.9,7.1,263.7,15.2,9.9
"39936_at",20.2,24.1,25,44.9,601.1,63.4
"39937_at",274,290.3,26.4,562.2,767.2,283.1
"39938_g_at",323,211.2,109.4,579.5,890.9,59
"39939_at",254.7,288.2,352.9,31.3,248.8,41.8
"39940_at",3185.4,3973.2,2472.7,766.2,845.7,645.6
"39941_at",97,93.4,464.5,160.2,61.9,69.3
"39942_at",51.4,66.5,63.8,121.7,101.7,122.9
"39943_at",110,215.9,258.7,234.2,412.8,340.2
"39944_at",437.3,271.2,231.3,197.2,46,60.6
"39945_at",23.7,25.2,69.1,149.1,14.4,11.4
"39946_at",88.8,187.1,18.3,116.5,203.2,80.7
"39947_at",155.6,323.4,72.1,152.4,288.5,71.9
"39948_at",104.4,488.4,217,130.2,71.4,188.8
"39949_at",634.2,512.5,1118.6,644,664.1,605.6
"39950_at",138.9,267,243,397.5,503.6,157.8
"39951_at",237.6,325.8,177.8,426.3,528.7,392.1
"39952_at",116.9,18.5,25.2,65.5,86.6,33.9
"39953_i_at",600.5,524.9,460.6,441.5,406.1,1046
"39954_r_at",153.7,133.4,85.4,78.3,177.4,390.4
"39955_at",14.9,101.5,95.6,51.7,80.1,74.5
"39956_at",59.8,115.7,121.4,184.7,54.4,67.6
"39957_at",205.2,26.6,113,39.8,178.2,105
"39958_at",220.9,217.3,66.8,25.5,110.5,299.4
"39959_at",529.1,646.5,29.2,377.3,204.2,164.8
"39960_at",554.8,762.6,435,312.3,605.2,974.3
"39961_at",669.5,126.5,640.1,139.2,261.1,157.6
"39962_at",229.8,154.5,234.4,120.8,367.6,189.4
"39963_at",204.5,128.6,306.9,82.9,583.3,175.1
"39964_at",277.2,304.4,201.5,262.8,416.9,309.3
"39965_at",1310.7,1641.6,1544.4,3163,2506.4,1974.1
"39966_at",298.1,189,21.4,633.6,254.9,79.4
"39967_at",1004.9,1438.5,1804.2,1785.9,2473.6,1885.9
"39968_at",1044.2,728.5,1161.1,1922.9,1946.1,3033.3
"39969_at",141.6,506.4,445.5,1453.6,286,669.1
"39970_at",8.6,9.7,12,25.2,40.2,187.5
"39971_at",535.6,475.1,615.8,303.5,563.2,1476.7
"39972_at",325.1,616.7,556.7,261,395.3,479.2
"39973_at",118.5,645.5,545.9,142.6,679.9,1034.1
"39974_at",27.2,21.7,141.4,67.2,402.9,90.3
"39975_at",43.7,252.3,129,94.2,104.6,387.8
"39976_at",254.9,240.2,216.4,331.3,421.6,338.4
"39977_at",309.6,190,186.6,281.8,221,43.9
"39978_at",211.5,140.8,28,417.1,887.3,998.4
"39979_at",452.8,259.7,201.6,744.7,389.9,237.8
"39980_at",312.2,245.8,354.5,571.8,395.8,54.9
"39981_at",134.5,128.3,16.8,30.5,180.2,75.8
"39982_r_at",25.7,55.1,12.7,85.9,29.3,264.2
"39983_at",335.6,197,101.6,370,79.5,35.8
"39984_g_at",315.8,327.2,503.2,135,882.1,393.7
"39985_r_at",4.1,10.1,44.1,49.3,12.6,14.6
"39986_at",1341.2,1045.5,888.4,883,1187.3,1170.3
"39987_at",112.4,77.1,17.2,123.9,60.2,15.7
"39988_at",2063.3,955.4,128.4,683.4,722.8,274.4
"39989_at",704.4,629.4,562.6,657,535.1,444
"39990_at",237.2,225.4,137,391,81.8,262.8
"39991_at",120.8,121.2,95.1,426.9,184.2,222.1
"39992_at",1884.1,2822.8,2756.4,3664.1,960.1,6930.7
"39993_at",648,847.4,633.5,925.2,936.6,533.2
"39994_at",179.2,121.1,47.5,116.2,147.6,516.4
"39995_s_at",1784.8,1526.6,1965.6,1686.6,2262.1,1218
"39996_at",24.4,31.5,26.1,72.7,375.8,29.5
"39997_at",230.2,359.6,136.1,512.2,241.7,232.1
"39998_at",110.8,152.6,134.1,46.8,260.3,50
"39999_at",408.4,499,313.6,409.1,834.8,510.4
"399_at",993.1,634,570.1,1090.9,1047.9,732.3
"40000_f_at",329.6,415.7,303.2,507.3,299.1,292.2
"40001_r_at",56.4,19,9,7.9,184.5,18.1
"40002_r_at",176.8,435.9,173.9,132.7,313.9,232.9
"40003_at",1189.5,1890.5,1270.5,3217.9,3631.8,2592.2
"40004_at",207.7,193.2,133.8,83.2,96.1,78.5
"40005_at",491.9,350,338,210,643.2,578.3
"40006_at",853.5,1447.3,936,1388.8,1567.7,1435.9
"40007_at",340.3,406.7,267.9,738.6,403.2,503.3
"40008_at",431.4,372.9,292.8,548.2,408.5,527.4
"40009_at",150.3,208,182.5,291.9,306.1,706.2
"40010_s_at",247.9,324.5,124.9,436.9,229.7,619.2
"40011_s_at",414.2,525.8,281.6,682.4,836.2,677
"40012_at",8.3,6.7,20.9,18.2,21.3,52.5
"40013_at",557.9,854.4,372,543.4,746.5,673.4
"40014_at",16.1,54.1,254.4,476.9,155.9,138.7
"40015_at",246.6,250.5,551.6,492.9,127.5,727.8
"40016_g_at",1852,1936.1,2921.3,2240.8,2167.5,4386.8
"40017_at",658.4,705.3,807.5,284.2,83.9,50.3
"40018_at",220.2,48.9,92.2,458.8,404.8,17.1
"40019_at",17.7,37.8,25.5,88.5,26.6,16.6
"40020_at",473.2,621,650.9,1481.8,1051.1,1208.6
"40021_at",105.6,53.9,113.4,145.9,198.2,129.3
"40022_at",159.7,130.6,111.8,83.8,36.5,23.7
"40023_at",49.9,26.4,11,190.7,146.8,93.1
"40024_at",355.3,481,357.4,240.1,518.6,439.4
"40025_at",311.1,136.4,225.5,296.6,351.4,323.4
"40026_g_at",755.5,846.1,644.8,259.8,893.4,764.9
"40027_at",368.1,691.7,687.2,858.4,390,448.5
"40028_at",36.5,99,50.5,113.8,186.3,151.7
"40029_at",74.5,100,123.7,134.6,207.5,124.5
"40030_at",918.3,1025.1,723.4,900.4,1068,1165.6
"40031_at",375.6,260.7,309,378.6,1009.5,919.6
"40032_at",319.1,733.5,533.5,340.9,752.5,672.6
"40033_at",1138.4,1113.5,1713.3,2288.9,2350.9,2783
"40034_r_at",258.9,178.8,190.8,324.7,310.4,396.1
"40035_at",148.1,103.6,19.7,159,103,25.1
"40036_at",395.1,531.9,494.8,322.8,365.9,398.8
"40037_at",94,164.1,74.1,1654.3,860.7,1058.3
"40038_at",676.1,691,244,414,486.1,785.9
"40039_g_at",482.4,593.3,590.1,1292.2,1279.4,888.4
"40040_at",50.1,199.7,80.2,275.7,55.2,69.1
"40041_at",220.2,342.9,162.4,442,247.5,197.6
"40042_r_at",317.3,529.3,304.5,829.6,1026.1,262.3
"40043_at",34.4,60.1,64.9,103.3,108.7,244.2
"40044_at",626.2,903.6,1058.3,667.7,512,1036.8
"40045_g_at",387.9,329.2,356.5,679.2,545.1,130.5
"40046_r_at",19.6,201.3,171.4,19.7,364.7,9.5
"40047_at",585,426.3,837.3,243,246.4,373.2
"40048_at",1115.1,999.6,857.6,562.4,1165.4,484.1
"40049_at",871.4,1017.8,978.8,641.4,623.8,414.7
"40050_at",778.5,846.7,619.2,739,580.6,731.3
"40051_at",5457.4,4945.7,4119.6,1099.1,1685.6,1440.6
"40052_at",1070.9,1656.1,1361.6,1631.1,2566.8,2099.7
"40053_at",260.1,419.3,25.7,295.1,471.7,687.8
"40054_at",1563.7,1564.1,1160.7,1163,899.9,720.8
"40055_s_at",107.3,84.9,64.5,849.6,200.2,119.3
"40056_at",638,579,567.7,641.2,623,660
"40057_at",118.4,126.1,104.2,266.5,218,131.4
"40058_s_at",243.6,319,144.4,209.6,627.5,218
"40059_r_at",163.4,247.7,139.8,289.4,500,24.9
"40060_r_at",1694.6,1447,1069.8,714.1,572,498.5
"40061_at",357.4,606.9,446.9,360.2,523.7,561.7
"40062_s_at",32.9,58.1,46.4,35.8,87.9,69.4
"40063_at",5291.5,5072.5,3292.2,4099.4,4770.8,1027.3
"40064_at",1197.4,1254,1630.9,1305.2,938.3,1389.7
"40065_s_at",74.9,125,80.8,17.1,172.9,93.7
"40066_at",611.1,786.6,509.9,527.4,674,36.5
"40067_at",454.7,462.4,226.6,442.7,451.3,256.7
"40068_at",830.7,432.8,807.7,977.9,1125.6,996.7
"40069_at",967.5,862.2,848.8,1230.8,1075.6,952.3
"40070_at",1106,1078.6,949.6,789.1,313.3,1068.6
"40071_at",919.4,969,1622.3,540.6,130.8,46.2
"40072_at",269.3,253.7,192,267,63.1,55.8
"40073_at",39.2,19.5,25.2,109.8,46.6,13.9
"40074_at",3257.3,2996.4,3585.3,1156.5,1760.2,721.5
"40075_at",237,247.1,168.6,182.4,154.5,201.5
"40076_at",2244.2,1705.1,1819.9,2322.2,2314.4,2357
"40077_at",1102.1,1121.2,1211.9,1935.8,1791.2,1732.4
"40078_at",507.8,144.1,307.8,425.3,644.8,161.7
"40079_at",3065.7,3088.4,1705.6,105.6,334,460.4
"40080_at",660,304.3,544,784.3,686.9,352.5
"40081_at",11603,10876,6040.7,2382,1790.2,21083.6
"40082_at",778.9,846.1,610.5,783.1,1168.3,616.7
"40083_at",1220.2,1615,1168,900.5,1817.2,728.2
"40084_at",955,990.3,1200.9,309.3,177.5,1070
"40085_s_at",108.8,109.2,41.5,214.1,51.1,39.3
"40086_at",917.2,724.5,920.7,498,855.6,563.2
"40087_at",2596.3,2346,1709.6,2843.8,2446,1543.2
"40088_at",2440.4,1954,984.6,592.5,616.8,299.3
"40089_at",552.8,253.4,637.2,889.3,602.5,664.8
"40090_at",362.6,344.8,487.4,743.1,362,924.1
"40091_at",692.9,1161,565.7,583.4,1201.1,335.5
"40092_at",2261.5,2158.1,1620,1264.5,1389.5,832.3
"40093_at",8010.6,12375.6,13420.6,3641.9,4057.8,8014.3
"40094_r_at",1109,1174.2,598.1,2840.7,3854,1251.2
"40095_at",1146.3,1360.6,633.2,532.5,943.1,570
"40096_at",4776.4,4081.2,3744.3,2572.8,2354.6,5158.5
"40097_at",337.2,435.9,334,471.7,641,123
"40098_at",1816,1311.3,1786.7,1068.1,909,1197.2
"40099_at",1215.4,1624.3,1379.3,1659.7,2245.8,1956.4
"400_at",290.5,156.4,66.1,713.6,185.3,62.5
"40100_at",1273.6,1400.9,2138.2,1990.7,2282.7,3051.3
"40101_g_at",579.9,1176.6,872.6,497,522.2,825.2
"40102_at",431.7,326.9,388.3,298.5,259.6,118.9
"40103_at",10527.3,10019.2,8302.8,3877.9,4722.3,8399
"40104_at",2453.2,2156.4,3066.5,2122.1,3052.1,2335.8
"40105_at",757.8,966.6,589.8,216.6,869.7,813.8
"40106_at",2730.7,2352.6,3411.8,3057.6,2703.6,1846.4
"40107_at",2035.8,1951.5,2117.9,3185,2410.9,2545.2
"40108_at",1570.7,2379.5,1458.4,1077,1585.4,785.3
"40109_at",3173.9,2559.5,5185.7,1987.5,2011.6,2969.2
"40110_at",713.7,735.7,780.2,1090,223.4,1155.6
"40111_g_at",1897,2638,3184.9,3956.8,3325.3,3693.2
"40112_at",2048.4,1910.8,2556.5,1131.5,766.4,2328.4
"40113_at",13932.8,11665.9,14561.3,6652.7,5085.1,8689.2
"40114_at",50.8,42,115.2,42.2,56.1,24.7
"40115_at",4116.8,3766.6,3325.6,3334.4,3359.9,2955.3
"40116_at",2627.3,2195.2,2686.7,4874,3514.5,3417.1
"40117_at",5019.4,3945.2,5799.1,1178.1,1930.9,1447.4
"40118_at",269.8,234.3,492.8,749.6,397.4,851.6
"40119_at",440.1,414.3,313.9,682.5,582.6,147.5
"40120_at",1833.3,2366.4,2558.6,2095.4,1857.6,2536.4
"40121_at",102.3,160.7,48.3,20.4,202.7,65.5
"40122_at",1133.1,1095.7,1141.1,880,974.5,670
"40123_at",878.8,1167.5,1708.3,942.8,156.1,1398.3
"40124_at",721.1,724.1,542.8,1038.3,953.6,854.2
"40125_at",11595.6,13521,14741.2,7092.2,7782.9,4275.4
"40126_at",277.6,129.4,52,292.3,310,214.7
"40127_at",1864.7,2526,2594.6,2214.2,2175.4,2477.4
"40128_at",1139.7,1040.1,1191.3,1023.2,1366.3,501.5
"40129_at",1341.5,1247.2,1226.2,362,753.8,574.1
"40130_at",2817.5,2652.8,3672.9,4052,3996.1,3866.6
"40131_at",156.6,138.4,37.3,77.5,316.7,9.7
"40132_g_at",1184.2,1050.2,779.9,1160.2,679,1446.1
"40133_s_at",1896.9,1851.5,2145.9,1339.2,1318.6,3000.6
"40134_at",3762.9,5333,5324.6,3378.4,3246.3,6903
"40135_at",294.9,674.8,227.9,154.3,658.9,183.6
"40136_at",2992.3,2765,2473.2,795.9,1037.3,2272.2
"40137_at",1043.6,847,804.2,666.1,1763.6,1077.4
"40138_at",4300.7,5856.2,8736.5,6826.1,6270.4,9910
"40139_at",637.7,493.8,612.8,860.8,937.5,544.1
"40140_at",2604,3228.6,3974.8,2228.9,1927.3,1837.5
"40141_at",753.6,665.7,785.8,1121,642.3,512.1
"40142_at",344.5,294.8,286.2,470.6,259.7,501.4
"40143_at",628.6,480.5,1014.7,1787.8,1997.3,1259.5
"40144_at",607.4,410.2,325.9,123,115.3,491.1
"40145_at",18.1,119.8,17.6,167.1,218.8,204.2
"40146_at",3704.9,3572.6,3306.1,2267.9,2655.6,1697.6
"40147_at",3168.3,3687.7,3247.8,5671.9,5934.7,3923.9
"40148_at",1200.2,1120.6,1098.3,804,890.5,581.9
"40149_at",1167.4,1247.4,1225.7,648,766,792.8
"40150_at",461.1,772,626.5,257.7,642.7,504.2
"40151_s_at",565.2,615.8,890.2,969.6,336.9,188
"40152_r_at",602.9,589.4,742.8,1696.9,416.2,676.3
"40153_at",7687.4,7861.6,1564.7,2480,2182.3,2950.1
"40154_at",1333.1,1404.2,1145.7,1913.7,2131.4,864
"40155_at",214.3,66.8,80.4,563.8,172.9,745.8
"40156_at",452.7,325.3,356.9,139.5,77.6,505.4
"40157_s_at",19.2,71.1,21.4,36,43.5,45.4
"40158_r_at",26.9,141.3,9.7,21.7,32.2,18.2
"40159_r_at",223.8,259.9,280.6,806.1,688.8,432.7
"40160_at",1317.4,1384.4,1671.9,1638.6,1109.9,1831.8
"40161_at",189.1,88.3,100.3,66.8,96.6,345.7
"40162_s_at",299.8,59.8,126.9,260.7,391.6,103.6
"40163_r_at",269.1,187.5,155.2,730.5,674.2,495.8
"40164_at",4567.9,8122.8,12676,13074.1,7350.8,13308.8
"40165_at",1678.3,1159.7,1704,1770.6,1927.5,1107
"40166_at",14.8,251.5,141.6,44.3,23,20.4
"40167_s_at",941.4,1386.4,1162.9,809,853.1,390.4
"40168_at",21,42.5,32.3,74.1,94.9,64.9
"40169_at",1408.2,1401.2,1933.5,1758.5,2354.7,1316.2
"40170_at",179.7,495.2,279.6,360,1061.9,819.6
"40171_at",56.1,34.3,287.8,851.9,195.2,172.7
"40172_g_at",68.7,79.4,97.1,113.9,166,192.5
"40173_at",115.7,96.8,98.9,305,247.2,159.2
"40174_at",393.9,556.9,387.6,202.8,640.9,591.9
"40175_at",688.9,907.5,487.7,616.2,781,440.8
"40176_at",584.3,708.6,764,691.8,1409.8,689.9
"40177_at",34.7,42.6,44.8,56.4,53.3,86.1
"40178_at",172.2,247.9,85.5,76.7,386.3,249
"40179_at",31.7,100.6,10.3,50.9,46.4,63.9
"40180_at",324.2,265.4,398.8,721.4,226.9,701.6
"40181_f_at",67.7,34.3,39,125.9,98.4,100.7
"40182_s_at",1072.9,373.9,594.8,637,837.2,1360.5
"40183_at",1296.4,1483.6,1612.1,549.1,2021,1387.5
"40184_at",5652.7,3369.4,3003.2,1626,2102.9,1720.7
"40185_at",58.4,70.1,80.8,51.6,541.6,77
"40186_at",963.9,1208.2,1554.1,2065.7,1735.4,1690.3
"40187_at",78.6,191.8,137.9,425.5,93.6,41
"40188_f_at",335,310.4,309.5,73.7,1222.9,589.2
"40189_at",2912.5,3289.1,3737.7,1853.1,1983.9,868.2
"40190_at",142.1,140.4,31.4,332,392,495.2
"40191_s_at",334.1,375.3,519.5,454.8,549.6,983.1
"40192_at",44.2,57.5,49.9,403.5,142.1,88.1
"40193_at",799.3,639,544.6,572.2,618.9,836.3
"40194_at",166,171.9,129.2,34.3,270.8,268.5
"40195_at",185.7,475.9,594.6,193.3,70.1,115.1
"40196_at",7849.8,5400.5,8117.2,1616.6,1838.1,2577.8
"40197_at",358.9,337.6,173,95.6,362.2,299.1
"40198_at",1354.4,1385.8,1172.6,1196,1353.1,1348.6
"40199_at",609,587.5,727.8,1338.6,1025.2,1270.4
"401_s_at",36.6,85.7,63.6,68.1,102.6,98.6
"40200_at",2095.6,1858.7,2116.4,2376.9,2438.4,1764.4
"40201_at",3819.1,3829.6,614.2,2332.1,3696.6,2719.1
"40202_at",8322.3,7305.9,8588,12192.6,12234.3,1886.8
"40203_at",2814.6,4216.2,3293.4,2346.9,4427.6,1789.3
"40204_at",70.6,213.6,83.1,499.4,507.4,79.7
"40205_g_at",434,466.3,305.4,30.1,591.1,507.7
"40206_at",1250.3,1631,1664.3,3230.4,2366.4,2122
"40207_g_at",862.2,802.7,705.7,1224.2,807,1088.9
"40208_at",51.1,27.1,117.4,51.1,47.4,213
"40209_at",128.1,109.2,62.5,123.9,597.6,279
"40210_at",4689.8,4018.4,6009.1,5495.2,4426.6,6448.4
"40211_at",5283.5,5254.2,5181.2,1624.8,2895.6,3169.3
"40212_at",175.6,462.1,307.1,402.3,785.3,460.4
"40213_at",1378.1,1252,1118.1,766.1,640,431.9
"40214_at",177.8,324.2,132.9,74.7,84,291.3
"40215_at",3849.6,4689.1,5462.6,1256.2,1353,1200.2
"40216_at",142.1,71.7,80.7,216.3,29.3,31.5
"40217_s_at",647.6,527.8,372.3,17.7,94.8,52.9
"40218_at",908.1,918.8,773.4,149.2,154.1,103.3
"40219_at",1820.7,2943.5,1436.6,4365.5,1769.8,3317
"40220_at",683.8,922.4,894.8,555.1,594.5,363.8
"40221_at",712.6,869,1186.2,1984.7,1773.1,963.5
"40222_s_at",390.8,329.9,743.2,1923.7,385.1,1087.9
"40223_r_at",122.8,220.6,241.3,280.6,225.8,237.3
"40224_s_at",100.6,129.2,597,279.8,271.7,168.5
"40225_at",3580.7,3373.6,3210.4,3946.4,3237.1,3259.7
"40226_at",92.2,107,234.1,173.9,205,198.6
"40227_at",664.6,596,676.2,181.3,685.8,398.3
"40228_at",429.9,521.1,511.1,1010.5,447.8,870.1
"40229_at",466.5,419.4,217.4,77.6,489.6,48.1
"40230_at",346.4,323.5,410.7,122.8,581.2,470.6
"40231_at",952.3,581.7,569.8,481.9,452.8,366.3
"40232_at",353.9,348.2,743.2,260.7,314.9,801.6
"40233_at",343.1,453.9,486.2,297.4,453.5,1162.8
"40234_at",1949.5,2071,3109.7,2870,947.1,2615.5
"40235_at",831.5,855.1,1146.5,1088.3,1052.5,1636.8
"40236_at",277.6,594.9,406,391.3,608.1,160.5
"40237_at",93.2,79.7,103.3,82.6,127.8,136.8
"40238_at",1257.3,1274.8,1168.1,504,1038,869.3
"40239_g_at",3801.9,4766,3007.9,3486.8,7488.3,3380.9
"40240_at",2012.2,1867.4,1609.4,1350.2,1760.9,1007.4
"40241_at",387.3,456.9,511.7,693.5,602.5,652.3
"40242_at",469.9,280.1,367.9,330.3,116.8,38.4
"40243_at",274.4,280.7,39.6,924.6,760.5,79.4
"40244_s_at",1342.7,809.7,1338.6,1700.1,1687.5,1303
"40245_at",31.4,51.6,183.8,143.3,29.5,19.4
"40246_at",128.7,149,111.4,144.3,308.3,339.9
"40247_at",7.3,20.9,11.6,350.2,161.1,255.7
"40248_at",224.9,30,17.9,78.9,74.8,150.6
"40249_at",186,121.8,104.3,440.1,404.3,238.2
"40250_at",54.7,125.2,86.8,17.4,168.8,183.5
"40251_at",17.4,6.2,49.3,152.6,35.5,33.3
"40252_g_at",690.9,404.9,354.3,642.1,436.5,626.3
"40253_at",145.3,414.5,207.4,403.7,500.9,414.6
"40254_s_at",217.6,74.5,54.9,130.5,121.7,222.4
"40255_at",363.3,290.4,192.8,621.4,778.3,561.4
"40256_at",64.3,165.7,85,186.2,154,199.7
"40257_at",2443.4,2349,3032.1,7275.1,3483.8,4299.3
"40258_at",494.4,774.4,660.1,121,576.7,311.2
"40259_at",277.4,86.4,145.7,114.9,494.5,136
"40260_g_at",114.5,580.6,557.7,24.8,172.9,394.2
"40261_at",128.6,380.7,147.1,123,708.2,482.3
"40262_at",303.9,406.5,326,244.6,493.3,186.9
"40263_at",480.8,565.7,700.4,575.9,174.7,605.8
"40264_g_at",1887.5,2367.6,3315.3,3585.3,3187.6,3371.3
"40265_s_at",234.7,721.4,539.4,658,1006.5,980
"40266_at",545,477.3,948.1,595.4,777,1451.8
"40267_s_at",362.9,314.4,450.9,841.2,908.1,525.7
"40268_at",1933.1,1735.3,1925,657,748.6,1213.5
"40269_at",328.9,328.2,304.3,183.7,524,265.2
